/a0 X,/a0 Y,/a1 X,/a1 Y,/a2 X,/a2 Y,/a3 X,/a3 Y,/b0 X,/b0 Y,/b1 X,/b1 Y,/b2 X,/b2 Y,/b3 X,/b3 Y,/s0 X,/s0 Y,/s1 X,/s1 Y,/s2 X,/s2 Y,/s3 X,/s3 Y,/a4 X,/a4 Y,/a5 X,/a5 Y,/a6 X,/a6 Y,/a7 X,/a7 Y,/b4 X,/b4 Y,/b5 X,/b5 Y,/b6 X,/b6 Y,/b7 X,/b7 Y,/cout X,/cout Y,/s4 X,/s4 Y,/s5 X,/s5 Y,/s6 X,/s6 Y,/s7 X,/s7 Y
2.13901586867766e-09,1,2.13901586867766e-09,0,2.13901586867766e-09,0,2.13901586867766e-09,0,2.13901586867766e-09,1,2.13901586867766e-09,1,2.13901586867766e-09,1,2.13901586867766e-09,1,2.13901586867766e-09,5.008231760499772e-06,2.13901586867766e-09,-0.006708514301690266,2.13901586867766e-09,-0.006550423627195491,2.13901586867766e-09,-0.01760882868890064,2.13901586867766e-09,1,2.13901586867766e-09,0,2.13901586867766e-09,0,2.13901586867766e-09,0,2.13901586867766e-09,1,2.13901586867766e-09,1,2.13901586867766e-09,1,2.13901586867766e-09,1,2.13901586867766e-09,4.650948173344638e-08,2.13901586867766e-09,5.055518409973368e-06,2.13901586867766e-09,-0.006708514439255226,2.13901586867766e-09,-0.006550497572133881,2.13901586867766e-09,-0.01760883426597336
2.141495273553158e-09,1,2.141495273553158e-09,0,2.141495273553158e-09,0,2.141495273553158e-09,0,2.141495273553158e-09,1,2.141495273553158e-09,1,2.141495273553158e-09,1,2.141495273553158e-09,1,2.141495273553158e-09,5.621632754331764e-06,2.141495273553158e-09,-0.009959163364769971,2.141495273553158e-09,-0.009768891562118355,2.141495273553158e-09,-0.02327681434741702,2.141495273553158e-09,1,2.141495273553158e-09,0,2.141495273553158e-09,0,2.141495273553158e-09,0,2.141495273553158e-09,1,2.141495273553158e-09,1,2.141495273553158e-09,1,2.141495273553158e-09,1,2.141495273553158e-09,4.261680747549146e-08,2.141495273553158e-09,5.831637547232219e-06,2.141495273553158e-09,-0.009959163659360306,2.141495273553158e-09,-0.00976893043730306,2.141495273553158e-09,-0.02327682385142213
2.144364133440428e-09,1,2.144364133440428e-09,0,2.144364133440428e-09,0,2.144364133440428e-09,0,2.144364133440428e-09,1,2.144364133440428e-09,1,2.144364133440428e-09,1,2.144364133440428e-09,1,2.144364133440428e-09,6.719255988844203e-06,2.144364133440428e-09,-0.01459869290159401,2.144364133440428e-09,-0.01411198897790536,2.144364133440428e-09,-0.03146468199044618,2.144364133440428e-09,1,2.144364133440428e-09,0,2.144364133440428e-09,0,2.144364133440428e-09,0,2.144364133440428e-09,1,2.144364133440428e-09,1,2.144364133440428e-09,1,2.144364133440428e-09,1,2.144364133440428e-09,4.579892296403561e-08,2.144364133440428e-09,7.170014098117668e-06,2.144364133440428e-09,-0.01459869323264816,2.144364133440428e-09,-0.01411200422244195,2.144364133440428e-09,-0.03146469429291848
2.14736950220112e-09,1,2.14736950220112e-09,0,2.14736950220112e-09,0,2.14736950220112e-09,0,2.14736950220112e-09,1,2.14736950220112e-09,1,2.14736950220112e-09,1,2.14736950220112e-09,1,2.14736950220112e-09,6.729282861239923e-06,2.14736950220112e-09,-0.02001734890185366,2.14736950220112e-09,-0.01946694941319568,2.14736950220112e-09,-0.04330881704348791,2.14736950220112e-09,1,2.14736950220112e-09,0,2.14736950220112e-09,0,2.14736950220112e-09,0,2.14736950220112e-09,1,2.14736950220112e-09,1,2.14736950220112e-09,1,2.14736950220112e-09,1,2.14736950220112e-09,5.077878075456416e-08,2.14736950220112e-09,7.305743376170886e-06,2.14736950220112e-09,-0.02001734924420759,2.14736950220112e-09,-0.01946696251199787,2.14736950220112e-09,-0.04330883286919495
2.148895419945321e-09,1,2.148895419945321e-09,0,2.148895419945321e-09,0,2.148895419945321e-09,0,2.148895419945321e-09,1,2.148895419945321e-09,1,2.148895419945321e-09,1,2.148895419945321e-09,1,2.148895419945321e-09,6.359359958574915e-06,2.148895419945321e-09,-0.0223185686952477,2.148895419945321e-09,-0.02258880290906392,2.148895419945321e-09,-0.05017955893894693,2.148895419945321e-09,1,2.148895419945321e-09,0,2.148895419945321e-09,0,2.148895419945321e-09,0,2.148895419945321e-09,1,2.148895419945321e-09,1,2.148895419945321e-09,1,2.148895419945321e-09,1,2.148895419945321e-09,5.288311478119578e-08,2.148895419945321e-09,7.050634747329389e-06,2.148895419945321e-09,-0.0223185690651472,2.148895419945321e-09,-0.02258881847942864,2.148895419945321e-09,-0.0501795749672348
2.150817471763378e-09,1,2.150817471763378e-09,0,2.150817471763378e-09,0,2.150817471763378e-09,0,2.150817471763378e-09,1,2.150817471763378e-09,1,2.150817471763378e-09,1,2.150817471763378e-09,1,2.150817471763378e-09,5.61075372975354e-06,2.150817471763378e-09,-0.02349373713714832,2.150817471763378e-09,-0.02720106241842837,2.150817471763378e-09,-0.05776545509499939,2.150817471763378e-09,1,2.150817471763378e-09,0,2.150817471763378e-09,0,2.150817471763378e-09,0,2.150817471763378e-09,1,2.150817471763378e-09,1,2.150817471763378e-09,1,2.150817471763378e-09,1,2.150817471763378e-09,5.22528155795957e-08,2.150817471763378e-09,6.290761264108613e-06,2.150817471763378e-09,-0.02349373758697107,2.150817471763378e-09,-0.02720108487826841,2.150817471763378e-09,-0.05776546897842913
2.152186774828318e-09,1,2.152186774828318e-09,0,2.152186774828318e-09,0,2.152186774828318e-09,0,2.152186774828318e-09,1,2.152186774828318e-09,1,2.152186774828318e-09,1,2.152186774828318e-09,1,2.152186774828318e-09,5.043957011238471e-06,2.152186774828318e-09,-0.02263373582974238,2.152186774828318e-09,-0.03111777461338944,2.152186774828318e-09,-0.06195391654200907,2.152186774828318e-09,1,2.152186774828318e-09,0,2.152186774828318e-09,0,2.152186774828318e-09,0,2.152186774828318e-09,1,2.152186774828318e-09,1,2.152186774828318e-09,1,2.152186774828318e-09,1,2.152186774828318e-09,5.066030592539506e-08,2.152186774828318e-09,5.607550031837226e-06,2.152186774828318e-09,-0.02263373633497589,2.152186774828318e-09,-0.03111780421676796,2.152186774828318e-09,-0.06195392837834544
2.153775233521305e-09,1,2.153775233521305e-09,0,2.153775233521305e-09,0,2.153775233521305e-09,0,2.153775233521305e-09,1,2.153775233521305e-09,1,2.153775233521305e-09,1,2.153775233521305e-09,1,2.153775233521305e-09,4.330851763769219e-06,2.153775233521305e-09,-0.01947507201218036,2.153775233521305e-09,-0.03654234614982465,2.153775233521305e-09,-0.06551048273066561,2.153775233521305e-09,1,2.153775233521305e-09,0,2.153775233521305e-09,0,2.153775233521305e-09,0,2.153775233521305e-09,1,2.153775233521305e-09,1,2.153775233521305e-09,1,2.153775233521305e-09,1,2.153775233521305e-09,5.034959298467159e-08,2.153775233521305e-09,4.736530845837588e-06,2.153775233521305e-09,-0.01947507253986062,2.153775233521305e-09,-0.03654238418618454,2.153775233521305e-09,-0.06551049243941187
2.155205258453738e-09,1,2.155205258453738e-09,0,2.155205258453738e-09,0,2.155205258453738e-09,0,2.155205258453738e-09,1,2.155205258453738e-09,1,2.155205258453738e-09,1,2.155205258453738e-09,1,2.155205258453738e-09,3.775945550931395e-06,2.155205258453738e-09,-0.01419112938049024,2.155205258453738e-09,-0.04214740003364538,2.155205258453738e-09,-0.06778275483120416,2.155205258453738e-09,1,2.155205258453738e-09,0,2.155205258453738e-09,0,2.155205258453738e-09,0,2.155205258453738e-09,1,2.155205258453738e-09,1,2.155205258453738e-09,1,2.155205258453738e-09,1,2.155205258453738e-09,5.042825736954138e-08,2.155205258453738e-09,4.038295379469702e-06,2.155205258453738e-09,-0.01419112986298253,2.155205258453738e-09,-0.04214744067407353,2.155205258453738e-09,-0.06778276305994578
2.156673854406929e-09,1,2.156673854406929e-09,0,2.156673854406929e-09,0,2.156673854406929e-09,0,2.156673854406929e-09,1,2.156673854406929e-09,1,2.156673854406929e-09,1,2.156673854406929e-09,1,2.156673854406929e-09,3.212171501906821e-06,2.156673854406929e-09,-0.005595303261084963,2.156673854406929e-09,-0.04804470595806525,2.156673854406929e-09,-0.0691788615384557,2.156673854406929e-09,1,2.156673854406929e-09,0,2.156673854406929e-09,0,2.156673854406929e-09,0,2.156673854406929e-09,1,2.156673854406929e-09,1,2.156673854406929e-09,1,2.156673854406929e-09,1,2.156673854406929e-09,5.117059804596868e-08,2.156673854406929e-09,3.289578745499944e-06,2.156673854406929e-09,-0.005595303615575737,2.156673854406929e-09,-0.04804473984324861,2.156673854406929e-09,-0.0691788666479837
2.158059969211197e-09,1,2.158059969211197e-09,0,2.158059969211197e-09,0,2.158059969211197e-09,0,2.158059969211197e-09,1,2.158059969211197e-09,1,2.158059969211197e-09,1,2.158059969211197e-09,1,2.158059969211197e-09,2.794424164014787e-06,2.158059969211197e-09,0.005974071868356788,2.158059969211197e-09,-0.053086597243089,2.158059969211197e-09,-0.06635561627199113,2.158059969211197e-09,1,2.158059969211197e-09,0,2.158059969211197e-09,0,2.158059969211197e-09,0,2.158059969211197e-09,1,2.158059969211197e-09,1,2.158059969211197e-09,1,2.158059969211197e-09,1,2.158059969211197e-09,5.192472881840741e-08,2.158059969211197e-09,2.739095692393564e-06,2.158059969211197e-09,0.005974071700266093,2.158059969211197e-09,-0.05308661850412087,2.158059969211197e-09,-0.06635560328793097
2.159273461320666e-09,1,2.159273461320666e-09,0,2.159273461320666e-09,0,2.159273461320666e-09,0,2.159273461320666e-09,1,2.159273461320666e-09,1,2.159273461320666e-09,1,2.159273461320666e-09,1,2.159273461320666e-09,2.430281864649506e-06,2.159273461320666e-09,0.01983116005865142,2.159273461320666e-09,-0.05678227303267702,2.159273461320666e-09,-0.05232798150730568,2.159273461320666e-09,1,2.159273461320666e-09,0,2.159273461320666e-09,0,2.159273461320666e-09,0,2.159273461320666e-09,1,2.159273461320666e-09,1,2.159273461320666e-09,1,2.159273461320666e-09,1,2.159273461320666e-09,5.266058411320788e-08,2.159273461320666e-09,2.249437640918314e-06,2.159273461320666e-09,0.0198311600093532,2.159273461320666e-09,-0.05678228232681506,2.159273461320666e-09,-0.05232792874505387
2.160236926944187e-09,1,2.160236926944187e-09,0,2.160236926944187e-09,0,2.160236926944187e-09,0,2.160236926944187e-09,1,2.160236926944187e-09,1,2.160236926944187e-09,1,2.160236926944187e-09,1,2.160236926944187e-09,2.223277536605926e-06,2.160236926944187e-09,0.03247351128246331,2.160236926944187e-09,-0.05920729259994468,2.160236926944187e-09,-0.02756438376550738,2.160236926944187e-09,1,2.160236926944187e-09,0,2.160236926944187e-09,0,2.160236926944187e-09,0,2.160236926944187e-09,1,2.160236926944187e-09,1,2.160236926944187e-09,1,2.160236926944187e-09,1,2.160236926944187e-09,5.320649251342291e-08,2.160236926944187e-09,1.962621016162762e-06,2.160236926944187e-09,0.03247351130747199,2.160236926944187e-09,-0.05920729504894195,2.160236926944187e-09,-0.02756428870057349
2.161430603594711e-09,1,2.161430603594711e-09,0,2.161430603594711e-09,0,2.161430603594711e-09,0,2.161430603594711e-09,1,2.161430603594711e-09,1,2.161430603594711e-09,1,2.161430603594711e-09,1,2.161430603594711e-09,1.950188403936182e-06,2.161430603594711e-09,0.04854148839146235,2.161430603594711e-09,-0.06162090910432433,2.161430603594711e-09,0.02090773318576555,2.161430603594711e-09,1,2.161430603594711e-09,0,2.161430603594711e-09,0,2.161430603594711e-09,0,2.161430603594711e-09,1,2.161430603594711e-09,1,2.161430603594711e-09,1,2.161430603594711e-09,1,2.161430603594711e-09,5.506775716498105e-08,2.161430603594711e-09,1.694154909698739e-06,2.161430603594711e-09,0.04854148849640605,2.161430603594711e-09,-0.06162090173975791,2.161430603594711e-09,0.02090787360357098
2.162330956270545e-09,1,2.162330956270545e-09,0,2.162330956270545e-09,0,2.162330956270545e-09,0,2.162330956270545e-09,1,2.162330956270545e-09,1,2.162330956270545e-09,1,2.162330956270545e-09,1,2.162330956270545e-09,1.708792152681311e-06,2.162330956270545e-09,0.05971089068912748,2.162330956270545e-09,-0.06308509701390466,2.162330956270545e-09,0.06784764769516632,2.162330956270545e-09,1,2.162330956270545e-09,0,2.162330956270545e-09,0,2.162330956270545e-09,0,2.162330956270545e-09,1,2.162330956270545e-09,1,2.162330956270545e-09,1,2.162330956270545e-09,1,2.162330956270545e-09,5.623519501671861e-08,2.162330956270545e-09,1.534500422170726e-06,2.162330956270545e-09,0.05971089084281669,2.162330956270545e-09,-0.06308508403333395,2.162330956270545e-09,0.06784781215439747
2.163483349188908e-09,1,2.163483349188908e-09,0,2.163483349188908e-09,0,2.163483349188908e-09,0,2.163483349188908e-09,1,2.163483349188908e-09,1,2.163483349188908e-09,1,2.163483349188908e-09,1,2.163483349188908e-09,1.526045683833198e-06,2.163483349188908e-09,0.07035456980303642,2.163483349188908e-09,-0.06460675246551191,2.163483349188908e-09,0.1360588112898504,2.163483349188908e-09,1,2.163483349188908e-09,0,2.163483349188908e-09,0,2.163483349188908e-09,0,2.163483349188908e-09,1,2.163483349188908e-09,1,2.163483349188908e-09,1,2.163483349188908e-09,1,2.163483349188908e-09,5.692345028780778e-08,2.163483349188908e-09,1.378100258151279e-06,2.163483349188908e-09,0.07035457000049493,2.163483349188908e-09,-0.06460673348328629,2.163483349188908e-09,0.1360589954006491
2.164983578524372e-09,1,2.164983578524372e-09,0,2.164983578524372e-09,0,2.164983578524372e-09,0,2.164983578524372e-09,1,2.164983578524372e-09,1,2.164983578524372e-09,1,2.164983578524372e-09,1,2.164983578524372e-09,1.352183461775512e-06,2.164983578524372e-09,0.07537891748222218,2.164983578524372e-09,-0.06547894704653918,2.164983578524372e-09,0.2326510893243957,2.164983578524372e-09,1,2.164983578524372e-09,0,2.164983578524372e-09,0,2.164983578524372e-09,0,2.164983578524372e-09,1,2.164983578524372e-09,1,2.164983578524372e-09,1,2.164983578524372e-09,1,2.164983578524372e-09,5.652305316721067e-08,2.164983578524372e-09,1.268273218627446e-06,2.164983578524372e-09,0.07537891769487588,2.164983578524372e-09,-0.06547890242701397,2.164983578524372e-09,0.2326512863253947
2.166629610047151e-09,1,2.166629610047151e-09,0,2.166629610047151e-09,0,2.166629610047151e-09,0,2.166629610047151e-09,1,2.166629610047151e-09,1,2.166629610047151e-09,1,2.166629610047151e-09,1,2.166629610047151e-09,1.138720681351503e-06,2.166629610047151e-09,0.07011649463049344,2.166629610047151e-09,-0.05782136305440945,2.166629610047151e-09,0.3429216707057595,2.166629610047151e-09,1,2.166629610047151e-09,0,2.166629610047151e-09,0,2.166629610047151e-09,0,2.166629610047151e-09,1,2.166629610047151e-09,1,2.166629610047151e-09,1,2.166629610047151e-09,1,2.166629610047151e-09,5.551749355795287e-08,2.166629610047151e-09,1.103908258375036e-06,2.166629610047151e-09,0.07011649482128465,2.166629610047151e-09,-0.05782116345276993,2.166629610047151e-09,0.342921871619332
2.167940983048077e-09,1,2.167940983048077e-09,0,2.167940983048077e-09,0,2.167940983048077e-09,0,2.167940983048077e-09,1,2.167940983048077e-09,1,2.167940983048077e-09,1,2.167940983048077e-09,1,2.167940983048077e-09,1.039783756989921e-06,2.167940983048077e-09,0.05986682830088241,2.167940983048077e-09,-0.03433160404197733,2.167940983048077e-09,0.4310513593704198,2.167940983048077e-09,1,2.167940983048077e-09,0,2.167940983048077e-09,0,2.167940983048077e-09,0,2.167940983048077e-09,1,2.167940983048077e-09,1,2.167940983048077e-09,1,2.167940983048077e-09,1,2.167940983048077e-09,5.460551287459446e-08,2.167940983048077e-09,1.042756211716299e-06,2.167940983048077e-09,0.05986682845274113,2.167940983048077e-09,-0.03433115702819042,2.167940983048077e-09,0.4310515583940063
