/a0 X,/a0 Y,/a1 X,/a1 Y,/a2 X,/a2 Y,/a3 X,/a3 Y,/b0 X,/b0 Y,/b1 X,/b1 Y,/b2 X,/b2 Y,/b3 X,/b3 Y,/s0 X,/s0 Y,/s1 X,/s1 Y,/s2 X,/s2 Y,/s3 X,/s3 Y,/a4 X,/a4 Y,/a5 X,/a5 Y,/a6 X,/a6 Y,/a7 X,/a7 Y,/b4 X,/b4 Y,/b5 X,/b5 Y,/b6 X,/b6 Y,/b7 X,/b7 Y,/cout X,/cout Y,/s4 X,/s4 Y,/s5 X,/s5 Y,/s6 X,/s6 Y,/s7 X,/s7 Y
1.500255171468071e-08,0,1.500255171468071e-08,0,1.500255171468071e-08,1,1.500255171468071e-08,0,1.500255171468071e-08,0,1.500255171468071e-08,1,1.500255171468071e-08,0,1.500255171468071e-08,1,1.500255171468071e-08,-1.002952612691234e-06,1.500255171468071e-08,0.0003693519847767098,1.500255171468071e-08,-0.0001616920002229314,1.500255171468071e-08,0.0003935166447800808,1.500255171468071e-08,0,1.500255171468071e-08,1,1.500255171468071e-08,0,1.500255171468071e-08,0,1.500255171468071e-08,0,1.500255171468071e-08,1,1.500255171468071e-08,0,1.500255171468071e-08,1,1.500255171468071e-08,-3.557533566782046e-07,1.500255171468071e-08,-2.714126693449864e-06,1.500255171468071e-08,0.0001773953360455366,1.500255171468071e-08,-2.539347232601026e-05,1.500255171468071e-08,0.0003964308614837396
1.50031656891401e-08,0,1.50031656891401e-08,0,1.50031656891401e-08,1,1.50031656891401e-08,0,1.50031656891401e-08,0,1.50031656891401e-08,1,1.50031656891401e-08,0,1.50031656891401e-08,1,1.50031656891401e-08,-1.950161462346284e-06,1.50031656891401e-08,8.415178749934906e-05,1.50031656891401e-08,-0.0001987842554181965,1.50031656891401e-08,6.474126481712925e-05,1.50031656891401e-08,0,1.50031656891401e-08,1,1.50031656891401e-08,0,1.50031656891401e-08,0,1.50031656891401e-08,0,1.50031656891401e-08,1,1.50031656891401e-08,0,1.50031656891401e-08,1,1.50031656891401e-08,-1.273350766042184e-07,1.50031656891401e-08,-3.691383888119429e-06,1.50031656891401e-08,-0.0001756291903398837,1.50031656891401e-08,-3.71809208432268e-05,1.50031656891401e-08,6.742443148530598e-05
1.50039202670391e-08,0,1.50039202670391e-08,0,1.50039202670391e-08,1,1.50039202670391e-08,0,1.50039202670391e-08,0,1.50039202670391e-08,1,1.50039202670391e-08,0,1.50039202670391e-08,1,1.50039202670391e-08,-2.304503559269045e-06,1.50039202670391e-08,-0.0001556446341994509,1.50039202670391e-08,-0.0002221775733567423,1.50039202670391e-08,-0.0002125995822929736,1.50039202670391e-08,0,1.50039202670391e-08,1,1.50039202670391e-08,0,1.50039202670391e-08,0,1.50039202670391e-08,0,1.50039202670391e-08,1,1.50039202670391e-08,0,1.50039202670391e-08,1,1.50039202670391e-08,9.523733342261222e-08,1.50039202670391e-08,-3.588204671170713e-06,1.50039202670391e-08,-0.0004737959512746723,1.50039202670391e-08,-4.034715510424713e-05,1.50039202670391e-08,-0.0002105262790358222
1.500484146611392e-08,0,1.500484146611392e-08,0,1.500484146611392e-08,1,1.500484146611392e-08,0,1.500484146611392e-08,0,1.500484146611392e-08,1,1.500484146611392e-08,0,1.500484146611392e-08,1,1.500484146611392e-08,-2.062540264271533e-06,1.500484146611392e-08,-0.0003405408062581421,1.500484146611392e-08,-0.0002159931072801893,1.500484146611392e-08,-0.0004215639871178509,1.500484146611392e-08,0,1.500484146611392e-08,1,1.500484146611392e-08,0,1.500484146611392e-08,0,1.500484146611392e-08,0,1.500484146611392e-08,1,1.500484146611392e-08,0,1.500484146611392e-08,1,1.500484146611392e-08,2.766320410626486e-07,1.500484146611392e-08,-2.518126096131869e-06,1.500484146611392e-08,-0.0006243074862275724,1.500484146611392e-08,-3.445627992800691e-05,1.500484146611392e-08,-0.0004208459192595925
1.500613303993074e-08,0,1.500613303993074e-08,0,1.500613303993074e-08,1,1.500613303993074e-08,0,1.500613303993074e-08,0,1.500613303993074e-08,1,1.500613303993074e-08,0,1.500613303993074e-08,1,1.500613303993074e-08,-1.239606179833768e-06,1.500613303993074e-08,-0.0004288322391756377,1.500613303993074e-08,-0.0001588229631176321,1.500613303993074e-08,-0.0005136593425549551,1.500613303993074e-08,0,1.500613303993074e-08,1,1.500613303993074e-08,0,1.500613303993074e-08,0,1.500613303993074e-08,0,1.500613303993074e-08,1,1.500613303993074e-08,0,1.500613303993074e-08,1,1.500613303993074e-08,2.880956365635223e-07,1.500613303993074e-08,-9.673481875173483e-07,1.500613303993074e-08,-0.0005939778060143534,1.500613303993074e-08,-2.165129792672941e-05,1.500613303993074e-08,-0.0005137528479879919
1.500763080424684e-08,0,1.500763080424684e-08,0,1.500763080424684e-08,1,1.500763080424684e-08,0,1.500763080424684e-08,0,1.500763080424684e-08,1,1.500763080424684e-08,0,1.500763080424684e-08,1,1.500763080424684e-08,-3.62500217445862e-07,1.500763080424684e-08,-0.000372433801351826,1.500763080424684e-08,-8.350894182753836e-05,1.500763080424684e-08,-0.0004418963100127056,1.500763080424684e-08,0,1.500763080424684e-08,1,1.500763080424684e-08,0,1.500763080424684e-08,0,1.500763080424684e-08,0,1.500763080424684e-08,1,1.500763080424684e-08,0,1.500763080424684e-08,1,1.500763080424684e-08,1.561418581514982e-07,1.500763080424684e-08,4.766379527832938e-07,1.500763080424684e-08,-0.0003827420178259062,1.500763080424684e-08,-8.428047071204915e-06,1.500763080424684e-08,-0.0004426849138549272
1.500959026067317e-08,0,1.500959026067317e-08,0,1.500959026067317e-08,1,1.500959026067317e-08,0,1.500959026067317e-08,0,1.500959026067317e-08,1,1.500959026067317e-08,0,1.500959026067317e-08,1,1.500959026067317e-08,4.637593164734247e-07,1.500959026067317e-08,-0.0002012840782975091,1.500959026067317e-08,3.281856863602252e-06,1.500959026067317e-08,-0.0002287373661330105,1.500959026067317e-08,0,1.500959026067317e-08,1,1.500959026067317e-08,0,1.500959026067317e-08,0,1.500959026067317e-08,0,1.500959026067317e-08,1,1.500959026067317e-08,0,1.500959026067317e-08,1,1.500959026067317e-08,1.301550108674969e-08,1.500959026067317e-08,1.34617848834723e-06,1.500959026067317e-08,-5.772876734107386e-05,1.500959026067317e-08,4.319855723623894e-06,1.500959026067317e-08,-0.0002297116035750304
1.501106617813982e-08,0,1.501106617813982e-08,0,1.501106617813982e-08,1,1.501106617813982e-08,0,1.501106617813982e-08,0,1.501106617813982e-08,1,1.501106617813982e-08,0,1.501106617813982e-08,1,1.501106617813982e-08,9.334356387595688e-07,1.501106617813982e-08,-2.081783506503142e-05,1.501106617813982e-08,4.626908647649236e-05,1.501106617813982e-08,-1.036260025309942e-05,1.501106617813982e-08,0,1.501106617813982e-08,1,1.501106617813982e-08,0,1.501106617813982e-08,0,1.501106617813982e-08,0,1.501106617813982e-08,1,1.501106617813982e-08,0,1.501106617813982e-08,1,1.501106617813982e-08,-2.618307470706205e-08,1.501106617813982e-08,1.388731572380228e-06,1.501106617813982e-08,0.0001200876631675703,1.501106617813982e-08,8.700320772291141e-06,1.501106617813982e-08,-1.120912463094553e-05
1.501248410802759e-08,0,1.501248410802759e-08,0,1.501248410802759e-08,1,1.501248410802759e-08,0,1.501248410802759e-08,0,1.501248410802759e-08,1,1.501248410802759e-08,0,1.501248410802759e-08,1,1.501248410802759e-08,1.258360813748071e-06,1.501248410802759e-08,0.0001825569317097952,1.501248410802759e-08,6.807436287391652e-05,1.501248410802759e-08,0.000230814157559633,1.501248410802759e-08,0,1.501248410802759e-08,1,1.501248410802759e-08,0,1.501248410802759e-08,0,1.501248410802759e-08,0,1.501248410802759e-08,1,1.501248410802759e-08,0,1.501248410802759e-08,1,1.501248410802759e-08,-1.751689741377477e-08,1.501248410802759e-08,1.043998830070346e-06,1.501248410802759e-08,0.0002097506001683085,1.501248410802759e-08,9.717545493430313e-06,1.501248410802759e-08,0.0002300701027725722
1.501416231807025e-08,0,1.501416231807025e-08,0,1.501416231807025e-08,1,1.501416231807025e-08,0,1.501416231807025e-08,0,1.501416231807025e-08,1,1.501416231807025e-08,0,1.501416231807025e-08,1,1.501416231807025e-08,1.245215547161881e-06,1.501416231807025e-08,0.0003566351243191928,1.501416231807025e-08,7.689690688848014e-05,1.501416231807025e-08,0.0004308870105736113,1.501416231807025e-08,0,1.501416231807025e-08,1,1.501416231807025e-08,0,1.501416231807025e-08,0,1.501416231807025e-08,0,1.501416231807025e-08,1,1.501416231807025e-08,0,1.501416231807025e-08,1,1.501416231807025e-08,1.11979789976289e-08,1.501416231807025e-08,4.491611235116555e-07,1.501416231807025e-08,0.0001986589131412281,1.501416231807025e-08,8.141472439682692e-06,1.501416231807025e-08,0.0004306826919964573
1.501565300308192e-08,0,1.501565300308192e-08,0,1.501565300308192e-08,1,1.501565300308192e-08,0,1.501565300308192e-08,0,1.501565300308192e-08,1,1.501565300308192e-08,0,1.501565300308192e-08,1,1.501565300308192e-08,9.523529567244393e-07,1.501565300308192e-08,0.0004474568528317507,1.501565300308192e-08,9.245944732927603e-05,1.501565300308192e-08,0.0005314796685807978,1.501565300308192e-08,0,1.501565300308192e-08,1,1.501565300308192e-08,0,1.501565300308192e-08,0,1.501565300308192e-08,0,1.501565300308192e-08,1,1.501565300308192e-08,0,1.501565300308192e-08,1,1.501565300308192e-08,3.80750970531904e-08,1.501565300308192e-08,1.861672950232717e-09,1.501565300308192e-08,0.0001390351234098049,1.501565300308192e-08,5.558264496939102e-06,1.501565300308192e-08,0.000531053281511039
1.501683848943812e-08,0,1.501683848943812e-08,0,1.501683848943812e-08,1,1.501683848943812e-08,0,1.501683848943812e-08,0,1.501683848943812e-08,1,1.501683848943812e-08,0,1.501683848943812e-08,1,1.501683848943812e-08,6.496170186830187e-07,1.501683848943812e-08,0.0004733914210307391,1.501683848943812e-08,0.0001608687913098112,1.501683848943812e-08,0.0005582663824127806,1.501683848943812e-08,0,1.501683848943812e-08,1,1.501683848943812e-08,0,1.501683848943812e-08,0,1.501683848943812e-08,0,1.501683848943812e-08,1,1.501683848943812e-08,0,1.501683848943812e-08,1,1.501683848943812e-08,5.235239138034894e-08,1.501683848943812e-08,-2.122723260445449e-07,1.501683848943812e-08,7.733949035860172e-05,1.501683848943812e-08,4.454723473216798e-06,1.501683848943812e-08,0.0005569674289547709
1.501792541055598e-08,0,1.501792541055598e-08,0,1.501792541055598e-08,1,1.501792541055598e-08,0,1.501792541055598e-08,0,1.501792541055598e-08,1,1.501792541055598e-08,0,1.501792541055598e-08,1,1.501792541055598e-08,3.891944492467824e-07,1.501792541055598e-08,0.0004721481591707712,1.501792541055598e-08,0.0003107926477017156,1.501792541055598e-08,0.0005551272174591777,1.501792541055598e-08,0,1.501792541055598e-08,1,1.501792541055598e-08,0,1.501792541055598e-08,0,1.501792541055598e-08,0,1.501792541055598e-08,1,1.501792541055598e-08,0,1.501792541055598e-08,1,1.501792541055598e-08,6.169997157535509e-08,1.501792541055598e-08,-2.881952335536443e-07,1.501792541055598e-08,2.489169639961572e-05,1.501792541055598e-08,5.243312229974502e-06,1.501792541055598e-08,0.0005523080427270624
1.501907997182708e-08,0,1.501907997182708e-08,0,1.501907997182708e-08,1,1.501907997182708e-08,0,1.501907997182708e-08,0,1.501907997182708e-08,1,1.501907997182708e-08,0,1.501907997182708e-08,1,1.501907997182708e-08,1.604484755038453e-07,1.501907997182708e-08,0.0004542809794573233,1.501907997182708e-08,0.000483581358126477,1.501907997182708e-08,0.0005340791052276703,1.501907997182708e-08,0,1.501907997182708e-08,1,1.501907997182708e-08,0,1.501907997182708e-08,0,1.501907997182708e-08,0,1.501907997182708e-08,1,1.501907997182708e-08,0,1.501907997182708e-08,1,1.501907997182708e-08,6.558746345789262e-08,1.501907997182708e-08,-2.821160865280387e-07,1.501907997182708e-08,-1.958380510824789e-05,1.501907997182708e-08,8.769809410988584e-06,1.501907997182708e-08,0.0005298593395146933
1.502072655360845e-08,0,1.502072655360845e-08,0,1.502072655360845e-08,1,1.502072655360845e-08,0,1.502072655360845e-08,0,1.502072655360845e-08,1,1.502072655360845e-08,0,1.502072655360845e-08,1,1.502072655360845e-08,-6.978898076143387e-08,1.502072655360845e-08,0.0004146308177042913,1.502072655360845e-08,0.0006391719124453907,1.502072655360845e-08,0.0004897045664959265,1.502072655360845e-08,0,1.502072655360845e-08,1,1.502072655360845e-08,0,1.502072655360845e-08,0,1.502072655360845e-08,0,1.502072655360845e-08,1,1.502072655360845e-08,0,1.502072655360845e-08,1,1.502072655360845e-08,6.746998514702848e-08,1.502072655360845e-08,-1.855971728959099e-07,1.502072655360845e-08,-6.044979231694581e-05,1.502072655360845e-08,1.939773930434127e-05,1.502072655360845e-08,0.0004848899319298566
1.502195924648237e-08,0,1.502195924648237e-08,0,1.502195924648237e-08,1,1.502195924648237e-08,0,1.502195924648237e-08,0,1.502195924648237e-08,1,1.502195924648237e-08,0,1.502195924648237e-08,1,1.502195924648237e-08,-1.645621350000162e-07,1.502195924648237e-08,0.0003813201543467068,1.502195924648237e-08,0.0006736694726855139,1.502195924648237e-08,0.0004538067465800114,1.502195924648237e-08,0,1.502195924648237e-08,1,1.502195924648237e-08,0,1.502195924648237e-08,0,1.502195924648237e-08,0,1.502195924648237e-08,1,1.502195924648237e-08,0,1.502195924648237e-08,1,1.502195924648237e-08,6.51231498172747e-08,1.502195924648237e-08,-9.112979562676414e-08,1.502195924648237e-08,-7.516265836466019e-05,1.502195924648237e-08,2.987265987095389e-05,1.502195924648237e-08,0.0004493903006165703
1.502359648442072e-08,0,1.502359648442072e-08,0,1.502359648442072e-08,1,1.502359648442072e-08,0,1.502359648442072e-08,0,1.502359648442072e-08,1,1.502359648442072e-08,0,1.502359648442072e-08,1,1.502359648442072e-08,-2.16812202726997e-07,1.502359648442072e-08,0.0003408323087679281,1.502359648442072e-08,0.0006481078782703683,1.502359648442072e-08,0.0004125020590747902,1.502359648442072e-08,0,1.502359648442072e-08,1,1.502359648442072e-08,0,1.502359648442072e-08,0,1.502359648442072e-08,0,1.502359648442072e-08,1,1.502359648442072e-08,0,1.502359648442072e-08,1,1.502359648442072e-08,6.256222799879975e-08,1.502359648442072e-08,3.127880185833005e-08,1.502359648442072e-08,-8.355177512207655e-05,1.502359648442072e-08,4.914495929473796e-05,1.502359648442072e-08,0.0004088490534511432
1.502554723031922e-08,0,1.502554723031922e-08,0,1.502554723031922e-08,1,1.502554723031922e-08,0,1.502554723031922e-08,0,1.502554723031922e-08,1,1.502554723031922e-08,0,1.502554723031922e-08,1,1.502554723031922e-08,-2.020315203513407e-07,1.502554723031922e-08,0.0003034043542952152,1.502554723031922e-08,0.0005731705821032565,1.502554723031922e-08,0.0003787631684192298,1.502554723031922e-08,0,1.502554723031922e-08,1,1.502554723031922e-08,0,1.502554723031922e-08,0,1.502554723031922e-08,0,1.502554723031922e-08,1,1.502554723031922e-08,0,1.502554723031922e-08,1,1.502554723031922e-08,5.795982469307601e-08,1.502554723031922e-08,1.150923399624301e-07,1.502554723031922e-08,-7.328163968911447e-05,1.502554723031922e-08,6.306323547908004e-05,1.502554723031922e-08,0.0003756735538928855
1.502628046791094e-08,0,1.502628046791094e-08,0,1.502628046791094e-08,1,1.502628046791094e-08,0,1.502628046791094e-08,0,1.502628046791094e-08,1,1.502628046791094e-08,0,1.502628046791094e-08,1,1.502628046791094e-08,-1.846836258573564e-07,1.502628046791094e-08,0.0002930475367789905,1.502628046791094e-08,0.0005419204197967268,1.502628046791094e-08,0.0003712059269115699,1.502628046791094e-08,0,1.502628046791094e-08,1,1.502628046791094e-08,0,1.502628046791094e-08,0,1.502628046791094e-08,0,1.502628046791094e-08,1,1.502628046791094e-08,0,1.502628046791094e-08,1,1.502628046791094e-08,5.742165427667547e-08,1.502628046791094e-08,1.388393960982546e-07,1.502628046791094e-08,-6.766052113132749e-05,1.502628046791094e-08,6.472310516835659e-05,1.502628046791094e-08,0.000368166308037598
1.502774694309438e-08,0,1.502774694309438e-08,0,1.502774694309438e-08,1,1.502774694309438e-08,0,1.502774694309438e-08,0,1.502774694309438e-08,1,1.502774694309438e-08,0,1.502774694309438e-08,1,1.502774694309438e-08,-1.405782651562433e-07,1.502774694309438e-08,0.0002785307087452747,1.502774694309438e-08,0.0004858640571823999,1.502774694309438e-08,0.0003648485439350556,1.502774694309438e-08,0,1.502774694309438e-08,1,1.502774694309438e-08,0,1.502774694309438e-08,0,1.502774694309438e-08,0,1.502774694309438e-08,1,1.502774694309438e-08,0,1.502774694309438e-08,1,1.502774694309438e-08,5.47595604869963e-08,1.502774694309438e-08,1.67864698768253e-07,1.502774694309438e-08,-5.617024536430105e-05,1.502774694309438e-08,6.22439248995937e-05,1.502774694309438e-08,0.0003616359083342764
1.502848018068611e-08,0,1.502848018068611e-08,0,1.502848018068611e-08,1,1.502848018068611e-08,0,1.502848018068611e-08,0,1.502848018068611e-08,1,1.502848018068611e-08,0,1.502848018068611e-08,1,1.502848018068611e-08,-1.178500415634542e-07,1.502848018068611e-08,0.0002744326291371574,1.502848018068611e-08,0.0004619794630919102,1.502848018068611e-08,0.0003661451470556219,1.502848018068611e-08,0,1.502848018068611e-08,1,1.502848018068611e-08,0,1.502848018068611e-08,0,1.502848018068611e-08,0,1.502848018068611e-08,1,1.502848018068611e-08,0,1.502848018068611e-08,1,1.502848018068611e-08,5.45991705125689e-08,1.502848018068611e-08,1.786216948516877e-07,1.502848018068611e-08,-5.039098487202784e-05,1.502848018068611e-08,5.85507713101588e-05,1.502848018068611e-08,0.0003627146283032993
1.502994665586955e-08,0,1.502994665586955e-08,0,1.502994665586955e-08,1,1.502994665586955e-08,0,1.502994665586955e-08,0,1.502994665586955e-08,1,1.502994665586955e-08,0,1.502994665586955e-08,1,1.502994665586955e-08,-7.146995687635965e-08,1.502994665586955e-08,0.0002720623943994145,1.502994665586955e-08,0.0004247015460931218,1.502994665586955e-08,0.000377490220324226,1.502994665586955e-08,0,1.502994665586955e-08,1,1.502994665586955e-08,0,1.502994665586955e-08,0,1.502994665586955e-08,0,1.502994665586955e-08,1,1.502994665586955e-08,0,1.502994665586955e-08,1,1.502994665586955e-08,5.292597448061172e-08,1.502994665586955e-08,1.869876679464287e-07,1.502994665586955e-08,-3.939155882134483e-05,1.502994665586955e-08,4.823711710423609e-05,1.502994665586955e-08,0.0003733754443628147
1.503067989346127e-08,0,1.503067989346127e-08,0,1.503067989346127e-08,1,1.503067989346127e-08,0,1.503067989346127e-08,0,1.503067989346127e-08,1,1.503067989346127e-08,0,1.503067989346127e-08,1,1.503067989346127e-08,-5.063780423403108e-08,1.503067989346127e-08,0.0002738319758763776,1.503067989346127e-08,0.0004113562495957238,1.503067989346127e-08,0.0003876870388183702,1.503067989346127e-08,0,1.503067989346127e-08,1,1.503067989346127e-08,0,1.503067989346127e-08,0,1.503067989346127e-08,0,1.503067989346127e-08,1,1.503067989346127e-08,0,1.503067989346127e-08,1,1.503067989346127e-08,5.322447270690076e-08,1.503067989346127e-08,1.897770183936681e-07,1.503067989346127e-08,-3.422283464304094e-05,1.503067989346127e-08,4.215249964214353e-05,1.503067989346127e-08,0.0003831045962853285
1.503214636864471e-08,0,1.503214636864471e-08,0,1.503214636864471e-08,1,1.503214636864471e-08,0,1.503214636864471e-08,0,1.503214636864471e-08,1,1.503214636864471e-08,0,1.503214636864471e-08,1,1.503214636864471e-08,-1.097892712577814e-08,1.503214636864471e-08,0.0002827984474850208,1.503214636864471e-08,0.0003952346311411115,1.503214636864471e-08,0.0004169848837213403,1.503214636864471e-08,0,1.503214636864471e-08,1,1.503214636864471e-08,0,1.503214636864471e-08,0,1.503214636864471e-08,0,1.503214636864471e-08,1,1.503214636864471e-08,0,1.503214636864471e-08,1,1.503214636864471e-08,5.207357933659033e-08,1.503214636864471e-08,1.86526789031701e-07,1.503214636864471e-08,-2.485424536710051e-05,1.503214636864471e-08,2.988393271775868e-05,1.503214636864471e-08,0.0004112060331430838
1.503287960623643e-08,0,1.503287960623643e-08,0,1.503287960623643e-08,1,1.503287960623643e-08,0,1.503287960623643e-08,0,1.503287960623643e-08,1,1.503287960623643e-08,0,1.503287960623643e-08,1,1.503287960623643e-08,5.591433337823953e-09,1.503287960623643e-08,0.0002900720397698236,1.503287960623643e-08,0.0003923572700213927,1.503287960623643e-08,0.0004363340972247727,1.503287960623643e-08,0,1.503287960623643e-08,1,1.503287960623643e-08,0,1.503287960623643e-08,0,1.503287960623643e-08,0,1.503287960623643e-08,1,1.503287960623643e-08,0,1.503287960623643e-08,1,1.503287960623643e-08,5.257917494279579e-08,1.503287960623643e-08,1.852474233360552e-07,1.503287960623643e-08,-2.064958518158848e-05,1.503287960623643e-08,2.40708289053138e-05,1.503287960623643e-08,0.0004298098415674249
1.503434608141988e-08,0,1.503434608141988e-08,0,1.503434608141988e-08,1,1.503434608141988e-08,0,1.503434608141988e-08,0,1.503434608141988e-08,1,1.503434608141988e-08,0,1.503434608141988e-08,1,1.503434608141988e-08,3.606183987701176e-08,1.503434608141988e-08,0.0003097915454376365,1.503434608141988e-08,0.0003966688034147341,1.503434608141988e-08,0.0004839928964787765,1.503434608141988e-08,0,1.503434608141988e-08,1,1.503434608141988e-08,0,1.503434608141988e-08,0,1.503434608141988e-08,0,1.503434608141988e-08,1,1.503434608141988e-08,0,1.503434608141988e-08,1,1.503434608141988e-08,5.181966435557166e-08,1.503434608141988e-08,1.766024452915065e-07,1.503434608141988e-08,-1.331610482579909e-05,1.503434608141988e-08,1.415542855123431e-05,1.503434608141988e-08,0.0004756739078939874
1.50350793190116e-08,0,1.50350793190116e-08,0,1.50350793190116e-08,1,1.50350793190116e-08,0,1.50350793190116e-08,0,1.50350793190116e-08,1,1.50350793190116e-08,0,1.50350793190116e-08,1,1.50350793190116e-08,4.790425713059287e-08,1.50350793190116e-08,0.0003223602856125599,1.50350793190116e-08,0.0004037568169234475,1.50350793190116e-08,0.0005124326211533537,1.50350793190116e-08,0,1.50350793190116e-08,1,1.50350793190116e-08,0,1.50350793190116e-08,0,1.50350793190116e-08,0,1.50350793190116e-08,1,1.50350793190116e-08,0,1.50350793190116e-08,1,1.50350793190116e-08,5.245440429404038e-08,1.50350793190116e-08,1.737241611653142e-07,1.50350793190116e-08,-1.01358849942673e-05,1.50350793190116e-08,1.026578535272809e-05,1.50350793190116e-08,0.0005030610178938807
1.503654579419504e-08,0,1.503654579419504e-08,0,1.503654579419504e-08,1,1.503654579419504e-08,0,1.503654579419504e-08,0,1.503654579419504e-08,1,1.503654579419504e-08,0,1.503654579419504e-08,1,1.503654579419504e-08,6.866536226859178e-08,1.503654579419504e-08,0.0003524607418322161,1.503654579419504e-08,0.000427583734883111,1.503654579419504e-08,0.0005766253084759324,1.503654579419504e-08,0,1.503654579419504e-08,1,1.503654579419504e-08,0,1.503654579419504e-08,0,1.503654579419504e-08,0,1.503654579419504e-08,1,1.503654579419504e-08,0,1.503654579419504e-08,1,1.503654579419504e-08,5.192662932601661e-08,1.503654579419504e-08,1.636244572001189e-07,1.503654579419504e-08,-4.738452451672727e-06,1.503654579419504e-08,5.208167572933343e-06,1.503654579419504e-08,0.0005649319840586114
1.503947874456193e-08,0,1.503947874456193e-08,0,1.503947874456193e-08,1,1.503947874456193e-08,0,1.503947874456193e-08,0,1.503947874456193e-08,1,1.503947874456193e-08,0,1.503947874456193e-08,1,1.503947874456193e-08,8.653511350750201e-08,1.503947874456193e-08,0.0004302536508529807,1.503947874456193e-08,0.0005114966146561303,1.503947874456193e-08,0.0007085246367093185,1.503947874456193e-08,0,1.503947874456193e-08,1,1.503947874456193e-08,0,1.503947874456193e-08,0,1.503947874456193e-08,0,1.503947874456193e-08,1,1.503947874456193e-08,0,1.503947874456193e-08,1,1.503947874456193e-08,5.288195353729972e-08,1.503947874456193e-08,1.485410862701424e-07,1.503947874456193e-08,2.919719755448495e-06,1.503947874456193e-08,7.411693933933093e-06,1.503947874456193e-08,0.0006932416428942299
1.504480574039812e-08,0,1.504480574039812e-08,0,1.504480574039812e-08,1,1.504480574039812e-08,0,1.504480574039812e-08,0,1.504480574039812e-08,1,1.504480574039812e-08,0,1.504480574039812e-08,1,1.504480574039812e-08,-1.586446583915377e-08,1.504480574039812e-08,0.0005510138133908712,1.504480574039812e-08,0.0007127034377911163,1.504480574039812e-08,0.0004237234827833689,1.504480574039812e-08,0,1.504480574039812e-08,1,1.504480574039812e-08,0,1.504480574039812e-08,0,1.504480574039812e-08,0,1.504480574039812e-08,1,1.504480574039812e-08,0,1.504480574039812e-08,1,1.504480574039812e-08,5.285925233474484e-08,1.504480574039812e-08,1.264891311794644e-07,1.504480574039812e-08,9.312100520618405e-06,1.504480574039812e-08,3.953462817188625e-06,1.504480574039812e-08,0.0004448265615897187
1.504942833389122e-08,0,1.504942833389122e-08,0,1.504942833389122e-08,1,1.504942833389122e-08,0,1.504942833389122e-08,0,1.504942833389122e-08,1,1.504942833389122e-08,0,1.504942833389122e-08,1,1.504942833389122e-08,-4.558087442361372e-07,1.504942833389122e-08,0.0002748735540820253,1.504942833389122e-08,0.0005232692238283944,1.504942833389122e-08,-0.001771191305652741,1.504942833389122e-08,0,1.504942833389122e-08,1,1.504942833389122e-08,0,1.504942833389122e-08,0,1.504942833389122e-08,0,1.504942833389122e-08,1,1.504942833389122e-08,0,1.504942833389122e-08,1,1.504942833389122e-08,5.374758024124397e-08,1.504942833389122e-08,1.206528705650415e-07,1.504942833389122e-08,1.069445480552841e-05,1.504942833389122e-08,-0.0002593137930777871,1.504942833389122e-08,-0.001601029041206975
1.505294906782109e-08,0,1.505294906782109e-08,0,1.505294906782109e-08,1,1.505294906782109e-08,0,1.505294906782109e-08,0,1.505294906782109e-08,1,1.505294906782109e-08,0,1.505294906782109e-08,1,1.505294906782109e-08,-1.05466744257511e-06,1.505294906782109e-08,-0.0006908736375502357,1.505294906782109e-08,-0.0004802719656081265,1.505294906782109e-08,-0.005601815436426284,1.505294906782109e-08,0,1.505294906782109e-08,1,1.505294906782109e-08,0,1.505294906782109e-08,0,1.505294906782109e-08,0,1.505294906782109e-08,1,1.505294906782109e-08,0,1.505294906782109e-08,1,1.505294906782109e-08,5.318724200404513e-08,1.505294906782109e-08,1.145207747700976e-07,1.505294906782109e-08,9.561664920019605e-06,1.505294906782109e-08,-0.0006215513318769947,1.505294906782109e-08,-0.005256158266084614
1.505630759966991e-08,0,1.505630759966991e-08,0,1.505630759966991e-08,1,1.505630759966991e-08,0,1.505630759966991e-08,0,1.505630759966991e-08,1,1.505630759966991e-08,0,1.505630759966991e-08,1,1.505630759966991e-08,-1.726166239258603e-06,1.505630759966991e-08,-0.002680712965927117,1.505630759966991e-08,-0.002738001764262588,1.505630759966991e-08,-0.01098819236296304,1.505630759966991e-08,0,1.505630759966991e-08,1,1.505630759966991e-08,0,1.505630759966991e-08,0,1.505630759966991e-08,0,1.505630759966991e-08,1,1.505630759966991e-08,0,1.505630759966991e-08,1,1.505630759966991e-08,5.37241798313709e-08,1.505630759966991e-08,1.168181986124232e-07,1.505630759966991e-08,8.571902880160981e-06,1.505630759966991e-08,-0.0009727053647545987,1.505630759966991e-08,-0.01054922004326459
