/c0 X,/c0 Y,/p0 X,/p0 Y,/g1 X,/g1 Y,/p1 X,/p1 Y,/g2 X,/g2 Y,/p2 X,/p2 Y,/g3 X,/g3 Y,/p3 X,/p3 Y,/c4 X,/c4 Y,/c3 X,/c3 Y,/c2 X,/c2 Y,/c1 X,/c1 Y,/g0 X,/g0 Y
3.500027457652753e-08,1,3.500027457652753e-08,0,3.500027457652753e-08,0,3.500027457652753e-08,0,3.500027457652753e-08,1,3.500027457652753e-08,0,3.500027457652753e-08,0,3.500027457652753e-08,0,3.500027457652753e-08,1.000021969345457,3.500027457652753e-08,0.0006353629990604006,3.500027457652753e-08,-4.596892442891076e-06,3.500027457652753e-08,7.905602313181926e-05,3.500027457652753e-08,0
3.500028120611213e-08,1,3.500028120611213e-08,0,3.500028120611213e-08,0,3.500028120611213e-08,0,3.500028120611213e-08,1,3.500028120611213e-08,0,3.500028120611213e-08,0,3.500028120611213e-08,0,3.500028120611213e-08,1.000022500155465,3.500028120611213e-08,0.000652991522632234,3.500028120611213e-08,-4.638374615045885e-06,3.500028120611213e-08,8.122102302923551e-05,3.500028120611213e-08,0
3.500028715412696e-08,1,3.500028715412696e-08,0,3.500028715412696e-08,0,3.500028715412696e-08,0,3.500028715412696e-08,1,3.500028715412696e-08,0,3.500028715412696e-08,0,3.500028715412696e-08,0,3.500028715412696e-08,1.00002296165174,3.500028715412696e-08,0.0006608810266914845,3.500028715412696e-08,-4.677624989131134e-06,3.500028715412696e-08,8.319808400973547e-05,3.500028715412696e-08,0
3.500028877185983e-08,1,3.500028877185983e-08,0,3.500028877185983e-08,0,3.500028877185983e-08,0,3.500028877185983e-08,1,3.500028877185983e-08,0,3.500028877185983e-08,0,3.500028877185983e-08,0,3.500028877185983e-08,1.000023086673105,3.500028877185983e-08,0.0006610669564848996,3.500028877185983e-08,-4.688654653312667e-06,3.500028877185983e-08,8.374472221065932e-05,3.500028877185983e-08,0
3.500029200732556e-08,1,3.500029200732556e-08,0,3.500029200732556e-08,0,3.500029200732556e-08,0,3.500029200732556e-08,1,3.500029200732556e-08,0,3.500029200732556e-08,0,3.500029200732556e-08,0,3.500029200732556e-08,1.000023338411107,3.500029200732556e-08,0.000660185449297675,3.500029200732556e-08,-4.711086352642151e-06,3.500029200732556e-08,8.484662883716753e-05,3.500029200732556e-08,0
3.50002967901887e-08,1,3.50002967901887e-08,0,3.50002967901887e-08,0,3.50002967901887e-08,0,3.50002967901887e-08,1,3.50002967901887e-08,0,3.50002967901887e-08,0,3.50002967901887e-08,0,3.50002967901887e-08,1.000023713888708,3.50002967901887e-08,0.0006584773095411327,3.50002967901887e-08,-4.745362262895763e-06,3.50002967901887e-08,8.648920269552152e-05,3.50002967901887e-08,0
3.500029869376791e-08,1,3.500029869376791e-08,0,3.500029869376791e-08,0,3.500029869376791e-08,0,3.500029869376791e-08,1,3.500029869376791e-08,0,3.500029869376791e-08,0,3.500029869376791e-08,0,3.500029869376791e-08,1.000023864560965,3.500029869376791e-08,0.0006579308790611377,3.500029869376791e-08,-4.759442183925025e-06,3.500029869376791e-08,8.714852516498711e-05,3.500029869376791e-08,0
3.500030250092633e-08,1,3.500030250092633e-08,0,3.500030250092633e-08,0,3.500030250092633e-08,0,3.500030250092633e-08,1,3.500030250092633e-08,0,3.500030250092633e-08,0,3.500030250092633e-08,0,3.500030250092633e-08,1.000024167923364,3.500030250092633e-08,0.0006568678010086005,3.500030250092633e-08,-4.788453560890605e-06,3.500030250092633e-08,8.847935112961013e-05,3.500030250092633e-08,0
3.500031011524317e-08,1,3.500031011524317e-08,0,3.500031011524317e-08,0,3.500031011524317e-08,0,3.500031011524317e-08,1,3.500031011524317e-08,0,3.500031011524317e-08,0,3.500031011524317e-08,0,3.500031011524317e-08,1.000024782981224,3.500031011524317e-08,0.0006548196815277942,3.500031011524317e-08,-4.850429707556791e-06,3.500031011524317e-08,9.118772293264183e-05,3.500031011524317e-08,0
3.500032534387684e-08,1,3.500032534387684e-08,0,3.500032534387684e-08,0,3.500032534387684e-08,0,3.500032534387684e-08,1,3.500032534387684e-08,0,3.500032534387684e-08,0,3.500032534387684e-08,0,3.500032534387684e-08,1.000026052798102,3.500032534387684e-08,0.0006511777312104264,3.500032534387684e-08,-4.995259079490259e-06,3.500032534387684e-08,9.680871727239947e-05,3.500032534387684e-08,0
3.500035222544161e-08,1,3.500035222544161e-08,0,3.500035222544161e-08,0,3.500035222544161e-08,0,3.500035222544161e-08,1,3.500035222544161e-08,0,3.500035222544161e-08,0,3.500035222544161e-08,0,3.500035222544161e-08,1.000028445857781,3.500035222544161e-08,0.000646322914363957,3.500035222544161e-08,-5.364234623595313e-06,3.500035222544161e-08,0.0001074917577193179,3.500035222544161e-08,0
3.500035710002034e-08,1,3.500035710002034e-08,0,3.500035710002034e-08,0,3.500035710002034e-08,0,3.500035710002034e-08,1,3.500035710002034e-08,0,3.500035710002034e-08,0,3.500035710002034e-08,0,3.500035710002034e-08,1.00002890209518,3.500035710002034e-08,0.0006456631089063014,3.500035710002034e-08,-5.451158923450249e-06,3.500035710002034e-08,0.0001095367885059525,3.500035710002034e-08,0
3.500036684917781e-08,1,3.500036684917781e-08,0,3.500036684917781e-08,0,3.500036684917781e-08,0,3.500036684917781e-08,1,3.500036684917781e-08,0,3.500036684917781e-08,0,3.500036684917781e-08,0,3.500036684917781e-08,1.000029836068784,3.500036684917781e-08,0.0006445468858745755,3.500036684917781e-08,-5.65616693555529e-06,3.500036684917781e-08,0.00011373002020762,3.500036684917781e-08,0
3.500037631626722e-08,1,3.500037631626722e-08,0,3.500037631626722e-08,0,3.500037631626722e-08,0,3.500037631626722e-08,1,3.500037631626722e-08,0,3.500037631626722e-08,0,3.500037631626722e-08,0,3.500037631626722e-08,1.000030755024154,3.500037631626722e-08,0.0006437249545574546,3.500037631626722e-08,-5.901507433198074e-06,3.500037631626722e-08,0.0001179360075046502,3.500037631626722e-08,0
3.500037821389384e-08,1,3.500037821389384e-08,0,3.500037821389384e-08,0,3.500037821389384e-08,0,3.500037821389384e-08,1,3.500037821389384e-08,0,3.500037821389384e-08,0,3.500037821389384e-08,0,3.500037821389384e-08,1.0000309376527,3.500037821389384e-08,0.0006435905373301217,3.500037821389384e-08,-5.956597254683939e-06,3.500037821389384e-08,0.0001187941730853024,3.500037821389384e-08,0
3.500038200914707e-08,1,3.500038200914707e-08,0,3.500038200914707e-08,0,3.500038200914707e-08,0,3.500038200914707e-08,1,3.500038200914707e-08,0,3.500038200914707e-08,0,3.500038200914707e-08,0,3.500038200914707e-08,1.000031295494488,3.500038200914707e-08,0.0006433514398933672,3.500038200914707e-08,-6.071734270912973e-06,3.500038200914707e-08,0.000120525180555351,3.500038200914707e-08,0
3.500038323924134e-08,1,3.500038323924134e-08,0,3.500038323924134e-08,0,3.500038323924134e-08,0,3.500038323924134e-08,1,3.500038323924134e-08,0,3.500038323924134e-08,0,3.500038323924134e-08,0,3.500038323924134e-08,1.000031408815695,3.500038323924134e-08,0.000643282335575367,3.500038323924134e-08,-6.110116336076152e-06,3.500038323924134e-08,0.0001210903737532913,3.500038323924134e-08,0
3.500038569942988e-08,1,3.500038569942988e-08,0,3.500038569942988e-08,0,3.500038569942988e-08,0,3.500038569942988e-08,1,3.500038569942988e-08,0,3.500038569942988e-08,0,3.500038569942988e-08,0,3.500038569942988e-08,1.000031628836628,3.500038569942988e-08,0.0006431565306962087,3.500038569942988e-08,-6.186255319398333e-06,3.500038569942988e-08,0.0001222269627211266,3.500038569942988e-08,0
3.500039061980694e-08,1,3.500039061980694e-08,0,3.500039061980694e-08,0,3.500039061980694e-08,0,3.500039061980694e-08,1,3.500039061980694e-08,0,3.500039061980694e-08,0,3.500039061980694e-08,0,3.500039061980694e-08,1.00003202006012,3.500039061980694e-08,0.0006429538589963945,3.500039061980694e-08,-6.317157584343423e-06,3.500039061980694e-08,0.0001245244479694908,3.500039061980694e-08,0
3.500039204551875e-08,1,3.500039204551875e-08,0,3.500039204551875e-08,0,3.500039204551875e-08,0,3.500039204551875e-08,1,3.500039204551875e-08,0,3.500039204551875e-08,0,3.500039204551875e-08,0,3.500039204551875e-08,1.000032117033713,3.500039204551875e-08,0.000642907120959523,3.500039204551875e-08,-6.346326488917838e-06,3.500039204551875e-08,0.0001251960321141023,3.500039204551875e-08,0
3.500039489694237e-08,1,3.500039489694237e-08,0,3.500039489694237e-08,0,3.500039489694237e-08,0,3.500039489694237e-08,1,3.500039489694237e-08,0,3.500039489694237e-08,0,3.500039489694237e-08,0,3.500039489694237e-08,1.000032283760696,3.500039489694237e-08,0.00064282941162608,3.500039489694237e-08,-6.383222920226619e-06,3.500039489694237e-08,0.0001265467737840776,3.500039489694237e-08,0
3.500039745674608e-08,1,3.500039745674608e-08,0,3.500039745674608e-08,0,3.500039745674608e-08,0,3.500039745674608e-08,1,3.500039745674608e-08,0,3.500039745674608e-08,0,3.500039745674608e-08,0,3.500039745674608e-08,1.000032426537578,3.500039745674608e-08,0.0006427776921567023,3.500039745674608e-08,-6.389586398226233e-06,3.500039745674608e-08,0.0001277680646850285,3.500039745674608e-08,0
3.500040078584031e-08,1,3.500040078584031e-08,0,3.500040078584031e-08,0,3.500040078584031e-08,0,3.500040078584031e-08,1,3.500040078584031e-08,0,3.500040078584031e-08,0,3.500040078584031e-08,0,3.500040078584031e-08,1.000032703398414,3.500040078584031e-08,0.0006427354114522442,3.500040078584031e-08,-6.364642227226949e-06,3.500040078584031e-08,0.0001293681086396574,3.500040078584031e-08,0
3.500040353313597e-08,1,3.500040353313597e-08,0,3.500040353313597e-08,0,3.500040353313597e-08,0,3.500040353313597e-08,1,3.500040353313597e-08,0,3.500040353313597e-08,0,3.500040353313597e-08,0,3.500040353313597e-08,1.000033069696881,3.500040353313597e-08,0.0006427218469922288,3.500040353313597e-08,-6.325067197550408e-06,3.500040353313597e-08,0.0001306983920230435,3.500040353313597e-08,0
3.500040440402395e-08,1,3.500040440402395e-08,0,3.500040440402395e-08,0,3.500040440402395e-08,0,3.500040440402395e-08,1,3.500040440402395e-08,0,3.500040440402395e-08,0,3.500040440402395e-08,0,3.500040440402395e-08,1.000033214190152,3.500040440402395e-08,0.0006427216203157226,3.500040440402395e-08,-6.31051520254243e-06,3.500040440402395e-08,0.0001311219072602415,3.500040440402395e-08,0
3.500040614579993e-08,1,3.500040614579993e-08,0,3.500040614579993e-08,0,3.500040614579993e-08,0,3.500040614579993e-08,1,3.500040614579993e-08,0,3.500040614579993e-08,0,3.500040614579993e-08,0,3.500040614579993e-08,1.000033530003287,3.500040614579993e-08,0.0006427267611122085,3.500040614579993e-08,-6.280387627800086e-06,3.500040614579993e-08,0.0001319713050902234,3.500040614579993e-08,0
3.500040962935189e-08,1,3.500040962935189e-08,0,3.500040962935189e-08,0,3.500040962935189e-08,0,3.500040962935189e-08,1,3.500040962935189e-08,0,3.500040962935189e-08,0,3.500040962935189e-08,0,3.500040962935189e-08,1.000034220848148,3.500040962935189e-08,0.0006427588652906751,3.500040962935189e-08,-6.218983116389431e-06,3.500040962935189e-08,0.0001336798719531123,3.500040962935189e-08,0
3.50004165964558e-08,1,3.50004165964558e-08,0,3.50004165964558e-08,0,3.50004165964558e-08,0,3.50004165964558e-08,1,3.50004165964558e-08,0,3.50004165964558e-08,0,3.50004165964558e-08,0,3.50004165964558e-08,1.000035684587968,3.50004165964558e-08,0.0006429084367485669,3.50004165964558e-08,-6.098207093028918e-06,3.50004165964558e-08,0.0001371352056822063,3.50004165964558e-08,0
3.500041942846442e-08,1,3.500041942846442e-08,0,3.500041942846442e-08,0,3.500041942846442e-08,0,3.500041942846442e-08,1,3.500041942846442e-08,0,3.500041942846442e-08,0,3.500041942846442e-08,0,3.500041942846442e-08,1.000036290303173,3.500041942846442e-08,0.0006430009545568977,3.500041942846442e-08,-6.050227965557418e-06,3.500041942846442e-08,0.0001385536295104737,3.500041942846442e-08,0
3.500042509248167e-08,1,3.500042509248167e-08,0,3.500042509248167e-08,0,3.500042509248167e-08,0,3.500042509248167e-08,1,3.500042509248167e-08,0,3.500042509248167e-08,0,3.500042509248167e-08,0,3.500042509248167e-08,1.000037505837453,3.500042509248167e-08,0.0006432370256064857,3.500042509248167e-08,-5.954844099608326e-06,3.500042509248167e-08,0.0001414116858394993,3.500042509248167e-08,0
3.500043642051615e-08,1,3.500043642051615e-08,0,3.500043642051615e-08,0,3.500043642051615e-08,0,3.500043642051615e-08,1,3.500043642051615e-08,0,3.500043642051615e-08,0,3.500043642051615e-08,0,3.500043642051615e-08,1.00003996271048,3.500043642051615e-08,0.0006439173884898132,3.500043642051615e-08,-5.764308718352354e-06,3.500043642051615e-08,0.0001472173313476106,3.500043642051615e-08,0
3.500045907658513e-08,1,3.500045907658513e-08,0,3.500045907658513e-08,0,3.500045907658513e-08,0,3.500045907658513e-08,1,3.500045907658513e-08,0,3.500045907658513e-08,0,3.500045907658513e-08,0,3.500045907658513e-08,1.000045069835189,3.500045907658513e-08,0.000646336778520427,3.500045907658513e-08,-5.379677398036477e-06,3.500045907658513e-08,0.0001593773920203964,3.500045907658513e-08,0
3.50004881111994e-08,1,3.50004881111994e-08,0,3.50004881111994e-08,0,3.50004881111994e-08,0,3.50004881111994e-08,1,3.50004881111994e-08,0,3.50004881111994e-08,0,3.50004881111994e-08,0,3.50004881111994e-08,1.000053221998574,3.50004881111994e-08,0.0006549266194293007,3.50004881111994e-08,-4.852395015280568e-06,3.50004881111994e-08,0.000178735331881653,3.50004881111994e-08,0
3.500051292111516e-08,1,3.500051292111516e-08,0,3.500051292111516e-08,0,3.500051292111516e-08,0,3.500051292111516e-08,1,3.500051292111516e-08,0,3.500051292111516e-08,0,3.500051292111516e-08,0,3.500051292111516e-08,1.000061772268205,3.500051292111516e-08,0.0006678737984730537,3.500051292111516e-08,-4.361011450594524e-06,3.500051292111516e-08,0.0001996595122025599,3.500051292111516e-08,0
3.500052085020603e-08,1,3.500052085020603e-08,0,3.500052085020603e-08,0,3.500052085020603e-08,0,3.500052085020603e-08,1,3.500052085020603e-08,0,3.500052085020603e-08,0,3.500052085020603e-08,0,3.500052085020603e-08,1.000063128928786,3.500052085020603e-08,0.0006689143796108182,3.500052085020603e-08,-4.225776883149008e-06,3.500052085020603e-08,0.0002035340328803648,3.500052085020603e-08,0
3.500053184653498e-08,1,3.500053184653498e-08,0,3.500053184653498e-08,0,3.500053184653498e-08,0,3.500053184653498e-08,1,3.500053184653498e-08,0,3.500053184653498e-08,0,3.500053184653498e-08,0,3.500053184653498e-08,1.000061466515005,3.500053184653498e-08,0.0006603489272134796,3.500053184653498e-08,-4.129934252991411e-06,3.500053184653498e-08,0.0002004161574571039,3.500053184653498e-08,0
3.50005350571439e-08,1,3.50005350571439e-08,0,3.50005350571439e-08,0,3.50005350571439e-08,0,3.50005350571439e-08,1,3.50005350571439e-08,0,3.50005350571439e-08,0,3.50005350571439e-08,0,3.50005350571439e-08,1.000060785380488,3.50005350571439e-08,0.0006568923188115072,3.50005350571439e-08,-4.114794354959516e-06,3.50005350571439e-08,0.0001989138206342907,3.50005350571439e-08,0
3.500054147836175e-08,1,3.500054147836175e-08,0,3.500054147836175e-08,0,3.500054147836175e-08,0,3.500054147836175e-08,1,3.500054147836175e-08,0,3.500054147836175e-08,0,3.500054147836175e-08,0,3.500054147836175e-08,1.000059958391235,3.500054147836175e-08,0.0006514497342207727,3.500054147836175e-08,-4.065286833593437e-06,3.500054147836175e-08,0.0001974313465632019,3.500054147836175e-08,0
3.500055104013406e-08,1,3.500055104013406e-08,0,3.500055104013406e-08,0,3.500055104013406e-08,0,3.500055104013406e-08,1,3.500055104013406e-08,0,3.500055104013406e-08,0,3.500055104013406e-08,0,3.500055104013406e-08,1.000058579930108,3.500055104013406e-08,0.0006434400167516552,3.500055104013406e-08,-3.983387895763559e-06,3.500055104013406e-08,0.0001950763993150246,3.500055104013406e-08,0
3.500056353625554e-08,1,3.500056353625554e-08,0,3.500056353625554e-08,0,3.500056353625554e-08,0,3.500056353625554e-08,1,3.500056353625554e-08,0,3.500056353625554e-08,0,3.500056353625554e-08,0,3.500056353625554e-08,1.000056773846378,3.500056353625554e-08,0.0006329242376068267,3.500056353625554e-08,-3.886282493262053e-06,3.500056353625554e-08,0.000191740521800055,3.500056353625554e-08,0
3.500056978431628e-08,1,3.500056978431628e-08,0,3.500056978431628e-08,0,3.500056978431628e-08,0,3.500056978431628e-08,1,3.500056978431628e-08,0,3.500056978431628e-08,0,3.500056978431628e-08,0,3.500056978431628e-08,1.000055918719412,3.500056978431628e-08,0.0006278661594601695,3.500056978431628e-08,-3.835244523457497e-06,3.500056978431628e-08,0.0001902313872748887,3.500056978431628e-08,0
3.500058228043776e-08,1,3.500058228043776e-08,0,3.500058228043776e-08,0,3.500058228043776e-08,0,3.500058228043776e-08,1,3.500058228043776e-08,0,3.500058228043776e-08,0,3.500058228043776e-08,0,3.500058228043776e-08,1.000054154417326,3.500058228043776e-08,0.000617692177691924,3.500058228043776e-08,-3.736789251841338e-06,3.500058228043776e-08,0.0001870016847424081,3.500058228043776e-08,0
3.500060727268072e-08,1,3.500060727268072e-08,0,3.500060727268072e-08,0,3.500060727268072e-08,0,3.500060727268072e-08,1,3.500060727268072e-08,0,3.500060727268072e-08,0,3.500060727268072e-08,0,3.500060727268072e-08,1.00005076942881,3.500060727268072e-08,0.0005980684461555366,3.500060727268072e-08,-3.541905443682857e-06,3.500060727268072e-08,0.0001807829077401112,3.500060727268072e-08,0
3.500065725716665e-08,1,3.500065725716665e-08,0,3.500065725716665e-08,0,3.500065725716665e-08,0,3.500065725716665e-08,1,3.500065725716665e-08,0,3.500065725716665e-08,0,3.500065725716665e-08,0,3.500065725716665e-08,1.000044256189428,3.500065725716665e-08,0.0005609611473740687,3.500065725716665e-08,-3.162170498240666e-06,3.500065725716665e-08,0.00016854941597592,3.500065725716665e-08,0
3.50007572261385e-08,1,3.50007572261385e-08,0,3.50007572261385e-08,0,3.50007572261385e-08,0,3.50007572261385e-08,1,3.50007572261385e-08,0,3.50007572261385e-08,0,3.50007572261385e-08,0,3.50007572261385e-08,1.000032522397936,3.50007572261385e-08,0.0004955499905024352,3.50007572261385e-08,-2.444751764125186e-06,3.50007572261385e-08,0.0001454947540748572,3.50007572261385e-08,0
3.500093353450377e-08,1,3.500093353450377e-08,0,3.500093353450377e-08,0,3.500093353450377e-08,0,3.500093353450377e-08,1,3.500093353450377e-08,0,3.500093353450377e-08,0,3.500093353450377e-08,0,3.500093353450377e-08,1.000015405419111,3.500093353450377e-08,0.0004189159446614076,3.500093353450377e-08,-1.314761868227974e-06,3.500093353450377e-08,0.0001087187546961878,3.500093353450377e-08,0
3.500096986615701e-08,1,3.500096986615701e-08,0,3.500096986615701e-08,0,3.500096986615701e-08,0,3.500096986615701e-08,1,3.500096986615701e-08,0,3.500096986615701e-08,0,3.500096986615701e-08,0,3.500096986615701e-08,1.000012363716799,3.500096986615701e-08,0.0004163053336779955,3.500096986615701e-08,-1.103763263589257e-06,3.500096986615701e-08,0.0001017980571143328,3.500096986615701e-08,0
3.500101562953427e-08,1,3.500101562953427e-08,0,3.500101562953427e-08,0,3.500101562953427e-08,0,3.500101562953427e-08,1,3.500101562953427e-08,0,3.500101562953427e-08,0,3.500101562953427e-08,0,3.500101562953427e-08,1.00000834862527,3.500101562953427e-08,0.000405882075015274,3.500101562953427e-08,-6.254210007633603e-07,3.500101562953427e-08,9.32721022666935e-05,3.500101562953427e-08,0
3.500102987585145e-08,1,3.500102987585145e-08,0,3.500102987585145e-08,0,3.500102987585145e-08,0,3.500102987585145e-08,1,3.500102987585145e-08,0,3.500102987585145e-08,0,3.500102987585145e-08,0,3.500102987585145e-08,1.000007005667517,3.500102987585145e-08,0.0004025370988242927,3.500102987585145e-08,-5.164558170195405e-07,3.500102987585145e-08,9.071699790165075e-05,3.500102987585145e-08,0
3.500105836848579e-08,1,3.500105836848579e-08,0,3.500105836848579e-08,0,3.500105836848579e-08,0,3.500105836848579e-08,1,3.500105836848579e-08,0,3.500105836848579e-08,0,3.500105836848579e-08,0,3.500105836848579e-08,1.00000421945823,3.500105836848579e-08,0.0003970182225685056,3.500105836848579e-08,-3.294271883928711e-07,3.500105836848579e-08,8.563472911019405e-05,3.500105836848579e-08,0
3.500106648655263e-08,1,3.500106648655263e-08,0,3.500106648655263e-08,0,3.500106648655263e-08,0,3.500106648655263e-08,1,3.500106648655263e-08,0,3.500106648655263e-08,0,3.500106648655263e-08,0,3.500106648655263e-08,1.000003568715899,3.500106648655263e-08,0.0003950962530494367,3.500106648655263e-08,-2.669162144763243e-07,3.500106648655263e-08,8.422521098979874e-05,3.500106648655263e-08,0
3.500108232541251e-08,1,3.500108232541251e-08,0,3.500108232541251e-08,0,3.500108232541251e-08,0,3.500108232541251e-08,1,3.500108232541251e-08,0,3.500108232541251e-08,0,3.500108232541251e-08,0,3.500108232541251e-08,1.00000311491015,3.500108232541251e-08,0.0003923788853091273,3.500108232541251e-08,-1.695467215809507e-07,3.500108232541251e-08,8.147210053754893e-05,3.500108232541251e-08,0
3.500108838890303e-08,1,3.500108838890303e-08,0,3.500108838890303e-08,0,3.500108838890303e-08,0,3.500108838890303e-08,1,3.500108838890303e-08,0,3.500108838890303e-08,0,3.500108838890303e-08,0,3.500108838890303e-08,1.000003188480052,3.500108838890303e-08,0.0003910326726173208,3.500108838890303e-08,-1.260187224368854e-07,3.500108838890303e-08,8.043339750746193e-05,3.500108838890303e-08,0
3.500110051588406e-08,1,3.500110051588406e-08,0,3.500110051588406e-08,0,3.500110051588406e-08,0,3.500110051588406e-08,1,3.500110051588406e-08,0,3.500110051588406e-08,0,3.500110051588406e-08,0,3.500110051588406e-08,1.000003227308033,3.500110051588406e-08,0.0003889955954913241,3.500110051588406e-08,-5.156961084560706e-08,3.500110051588406e-08,7.836503937783674e-05,3.500110051588406e-08,0
3.500112476984611e-08,1,3.500112476984611e-08,0,3.500112476984611e-08,0,3.500112476984611e-08,0,3.500112476984611e-08,1,3.500112476984611e-08,0,3.500112476984611e-08,0,3.500112476984611e-08,0,3.500112476984611e-08,1.000003167299903,3.500112476984611e-08,0.0003847010832297733,3.500112476984611e-08,1.005578742129438e-07,3.500112476984611e-08,7.429076710631572e-05,3.500112476984611e-08,0
3.500117327777023e-08,1,3.500117327777023e-08,0,3.500117327777023e-08,0,3.500117327777023e-08,0,3.500117327777023e-08,1,3.500117327777023e-08,0,3.500117327777023e-08,0,3.500117327777023e-08,0,3.500117327777023e-08,1.000003072628279,3.500117327777023e-08,0.0003772409689762658,3.500117327777023e-08,3.812779074627142e-07,3.500117327777023e-08,6.638932532571478e-05,3.500117327777023e-08,0
3.500127029361846e-08,1,3.500127029361846e-08,0,3.500127029361846e-08,0,3.500127029361846e-08,0,3.500127029361846e-08,1,3.500127029361846e-08,0,3.500127029361846e-08,0,3.500127029361846e-08,0,3.500127029361846e-08,1.000002675575851,3.500127029361846e-08,0.0003646348008304891,3.500127029361846e-08,8.833238376223431e-07,3.500127029361846e-08,5.153846153804091e-05,3.500127029361846e-08,0
3.500144231979325e-08,1,3.500144231979325e-08,0,3.500144231979325e-08,0,3.500144231979325e-08,0,3.500144231979325e-08,1,3.500144231979325e-08,0,3.500144231979325e-08,0,3.500144231979325e-08,0,3.500144231979325e-08,1.000001613093201,3.500144231979325e-08,0.0003584467077373813,3.500144231979325e-08,1.580839568235486e-06,3.500144231979325e-08,2.813865784000057e-05,3.500144231979325e-08,0
3.500152427496219e-08,1,3.500152427496219e-08,0,3.500152427496219e-08,0,3.500152427496219e-08,0,3.500152427496219e-08,1,3.500152427496219e-08,0,3.500152427496219e-08,0,3.500152427496219e-08,0,3.500152427496219e-08,1.000000944594084,3.500152427496219e-08,0.0003863641778688039,3.500152427496219e-08,2.041227113445652e-06,3.500152427496219e-08,2.409100344668004e-05,3.500152427496219e-08,0
3.500155029900524e-08,1,3.500155029900524e-08,0,3.500155029900524e-08,0,3.500155029900524e-08,0,3.500155029900524e-08,1,3.500155029900524e-08,0,3.500155029900524e-08,0,3.500155029900524e-08,0,3.500155029900524e-08,1.000000727269152,3.500155029900524e-08,0.000407622178964299,3.500155029900524e-08,2.10513457760767e-06,3.500155029900524e-08,2.188670869639846e-05,3.500155029900524e-08,0
3.500160234709135e-08,1,3.500160234709135e-08,0,3.500160234709135e-08,0,3.500160234709135e-08,0,3.500160234709135e-08,1,3.500160234709135e-08,0,3.500160234709135e-08,0,3.500160234709135e-08,0,3.500160234709135e-08,1.000000250477736,3.500160234709135e-08,0.0005015240847323756,3.500160234709135e-08,2.234637131899044e-06,3.500160234709135e-08,1.729374993854451e-05,3.500160234709135e-08,0
3.500164767800437e-08,1,3.500164767800437e-08,0,3.500164767800437e-08,0,3.500164767800437e-08,0,3.500164767800437e-08,1,3.500164767800437e-08,0,3.500164767800437e-08,0,3.500164767800437e-08,0,3.500164767800437e-08,0.9999998341967904,3.500164767800437e-08,0.0006231908416086906,3.500164767800437e-08,2.332954448729911e-06,3.500164767800437e-08,1.359968692293183e-05,3.500164767800437e-08,0
3.500166027947482e-08,1,3.500166027947482e-08,0,3.500166027947482e-08,0,3.500166027947482e-08,0,3.500166027947482e-08,1,3.500166027947482e-08,0,3.500166027947482e-08,0,3.500166027947482e-08,0,3.500166027947482e-08,0.9999997129000178,3.500166027947482e-08,0.0006282445516270262,3.500166027947482e-08,2.3549722256128e-06,3.500166027947482e-08,1.24351591999795e-05,3.500166027947482e-08,0
3.50016804086727e-08,1,3.50016804086727e-08,0,3.50016804086727e-08,0,3.50016804086727e-08,0,3.50016804086727e-08,1,3.50016804086727e-08,0,3.50016804086727e-08,0,3.50016804086727e-08,0,3.50016804086727e-08,0.9999995211568709,3.50016804086727e-08,0.0005747354697223294,3.50016804086727e-08,2.398168820099546e-06,3.50016804086727e-08,1.089957992572161e-05,3.50016804086727e-08,0
3.500168922790779e-08,1,3.500168922790779e-08,0,3.500168922790779e-08,0,3.500168922790779e-08,0,3.500168922790779e-08,1,3.500168922790779e-08,0,3.500168922790779e-08,0,3.500168922790779e-08,0,3.500168922790779e-08,0.999999437822069,3.500168922790779e-08,0.0005539030213204074,3.500168922790779e-08,2.409376386509713e-06,3.500168922790779e-08,1.008551968316472e-05,3.500168922790779e-08,0
3.500170325142324e-08,1,3.500170325142324e-08,0,3.500170325142324e-08,0,3.500170325142324e-08,0,3.500170325142324e-08,1,3.500170325142324e-08,0,3.500170325142324e-08,0,3.500170325142324e-08,0,3.500170325142324e-08,0.9999993020007953,3.500170325142324e-08,0.0005249392583956643,3.500170325142324e-08,2.437869566610574e-06,3.500170325142324e-08,9.024529903323456e-06,3.500170325142324e-08,0
3.500171958385459e-08,1,3.500171958385459e-08,0,3.500171958385459e-08,0,3.500171958385459e-08,0,3.500171958385459e-08,1,3.500171958385459e-08,0,3.500171958385459e-08,0,3.500171958385459e-08,0,3.500171958385459e-08,0.9999991451892157,3.500171958385459e-08,0.0004859359717221983,3.500171958385459e-08,2.462064807290552e-06,3.500171958385459e-08,7.655828942355584e-06,3.500171958385459e-08,0
3.50017384897878e-08,1,3.50017384897878e-08,0,3.50017384897878e-08,0,3.50017384897878e-08,0,3.50017384897878e-08,1,3.50017384897878e-08,0,3.50017384897878e-08,0,3.50017384897878e-08,0,3.50017384897878e-08,0.999998961130787,3.50017384897878e-08,0.0004459624673480439,3.50017384897878e-08,2.494654694543151e-06,3.50017384897878e-08,6.203834166181353e-06,3.50017384897878e-08,0
