/c0 X,/c0 Y,/p0 X,/p0 Y,/g1 X,/g1 Y,/p1 X,/p1 Y,/g2 X,/g2 Y,/p2 X,/p2 Y,/g3 X,/g3 Y,/p3 X,/p3 Y,/c4 X,/c4 Y,/c3 X,/c3 Y,/c2 X,/c2 Y,/c1 X,/c1 Y,/g0 X,/g0 Y
2.000168097171182e-08,1,2.000168097171182e-08,1,2.000168097171182e-08,1,2.000168097171182e-08,0,2.000168097171182e-08,1,2.000168097171182e-08,1,2.000168097171182e-08,1,2.000168097171182e-08,1,2.000168097171182e-08,1.393587397763989e-05,2.000168097171182e-08,0.9999998502948739,2.000168097171182e-08,0.01926156371312302,2.000168097171182e-08,1.007304312527904,2.000168097171182e-08,1
2.000169422079586e-08,1,2.000169422079586e-08,1,2.000169422079586e-08,1,2.000169422079586e-08,0,2.000169422079586e-08,1,2.000169422079586e-08,1,2.000169422079586e-08,1,2.000169422079586e-08,1,2.000169422079586e-08,1.242231195453511e-05,2.000169422079586e-08,0.9999998503891103,2.000169422079586e-08,0.01870086075149399,2.000169422079586e-08,1.00709028150779,2.000169422079586e-08,1
2.000172071896394e-08,1,2.000172071896394e-08,1,2.000172071896394e-08,1,2.000172071896394e-08,0,2.000172071896394e-08,1,2.000172071896394e-08,1,2.000172071896394e-08,1,2.000172071896394e-08,1,2.000172071896394e-08,9.503595255896793e-06,2.000172071896394e-08,0.9999998507367899,2.000172071896394e-08,0.0176055972298295,2.000172071896394e-08,1.006670378573497,2.000172071896394e-08,1
2.000177371530011e-08,1,2.000177371530011e-08,1,2.000177371530011e-08,1,2.000177371530011e-08,0,2.000177371530011e-08,1,2.000177371530011e-08,1,2.000177371530011e-08,1,2.000177371530011e-08,1,2.000177371530011e-08,3.967208013334689e-06,2.000177371530011e-08,0.9999998519918586,2.000177371530011e-08,0.01547253650445615,2.000177371530011e-08,1.005865274632587,2.000177371530011e-08,1
2.000187970797244e-08,1,2.000187970797244e-08,1,2.000187970797244e-08,1,2.000187970797244e-08,0,2.000187970797244e-08,1,2.000187970797244e-08,1,2.000187970797244e-08,1,2.000187970797244e-08,1,2.000187970797244e-08,-5.858074567814507e-06,2.000187970797244e-08,0.999999856721963,2.000187970797244e-08,0.0114605017428506,2.000187970797244e-08,1.004383539288119,2.000187970797244e-08,1
2.000209169331711e-08,1,2.000209169331711e-08,1,2.000209169331711e-08,1,2.000209169331711e-08,0,2.000209169331711e-08,1,2.000209169331711e-08,1,2.000209169331711e-08,1,2.000209169331711e-08,1,2.000209169331711e-08,-2.14037613461585e-05,2.000209169331711e-08,0.9999998706300517,2.000209169331711e-08,0.004306457565318986,2.000209169331711e-08,1.001879610618402,2.000209169331711e-08,1
2.000251566400643e-08,1,2.000251566400643e-08,1,2.000251566400643e-08,1,2.000251566400643e-08,0,2.000251566400643e-08,1,2.000251566400643e-08,1,2.000251566400643e-08,1,2.000251566400643e-08,1,2.000251566400643e-08,-4.026067917251414e-05,2.000251566400643e-08,0.99999991163234,2.000251566400643e-08,-0.008414324470472193,2.000251566400643e-08,0.9987027291063594,2.000251566400643e-08,1
2.000319516107937e-08,1,2.000319516107937e-08,1,2.000319516107937e-08,1,2.000319516107937e-08,0,2.000319516107937e-08,1,2.000319516107937e-08,1,2.000319516107937e-08,1,2.000319516107937e-08,1,2.000319516107937e-08,-4.458371140142081e-05,2.000319516107937e-08,0.9999999816351802,2.000319516107937e-08,-0.02351768562932539,2.000319516107937e-08,0.9962954605701843,2.000319516107937e-08,1
2.000407949388728e-08,1,2.000407949388728e-08,1,2.000407949388728e-08,1,2.000407949388728e-08,0,2.000407949388728e-08,1,2.000407949388728e-08,1,2.000407949388728e-08,1,2.000407949388728e-08,1,2.000407949388728e-08,-2.822089511821787e-05,2.000407949388728e-08,1.000000039550925,2.000407949388728e-08,-0.03664817406350534,2.000407949388728e-08,0.9952644491217529,2.000407949388728e-08,1
2.000513882530071e-08,1,2.000513882530071e-08,1,2.000513882530071e-08,1,2.000513882530071e-08,0,2.000513882530071e-08,1,2.000513882530071e-08,1,2.000513882530071e-08,1,2.000513882530071e-08,1,2.000513882530071e-08,-6.215668646509103e-06,2.000513882530071e-08,1.000000052916864,2.000513882530071e-08,-0.04934033672491683,2.000513882530071e-08,0.9955366412249572,2.000513882530071e-08,1
2.000647776542304e-08,1,2.000647776542304e-08,1,2.000647776542304e-08,1,2.000647776542304e-08,0,2.000647776542304e-08,1,2.000647776542304e-08,1,2.000647776542304e-08,1,2.000647776542304e-08,1,2.000647776542304e-08,8.821904526964755e-06,2.000647776542304e-08,1.000000020350745,2.000647776542304e-08,-0.06770803040933687,2.000647776542304e-08,0.996617832624679,2.000647776542304e-08,1
2.000807771074494e-08,1,2.000807771074494e-08,1,2.000807771074494e-08,1,2.000807771074494e-08,0,2.000807771074494e-08,1,2.000807771074494e-08,1,2.000807771074494e-08,1,2.000807771074494e-08,1,2.000807771074494e-08,1.181858578342434e-05,2.000807771074494e-08,0.9999999768107394,2.000807771074494e-08,-0.09743256435808841,2.000807771074494e-08,0.9978843919783139,2.000807771074494e-08,1
2.001011498917921e-08,1,2.001011498917921e-08,1,2.001011498917921e-08,1,2.001011498917921e-08,0,2.001011498917921e-08,1,2.001011498917921e-08,1,2.001011498917921e-08,1,2.001011498917921e-08,1,2.001011498917921e-08,2.648053543462014e-05,2.001011498917921e-08,0.9999999497973238,2.001011498917921e-08,-0.1154678806020833,2.001011498917921e-08,0.9989614768934943,2.001011498917921e-08,1
2.00116206234221e-08,1,2.00116206234221e-08,1,2.00116206234221e-08,1,2.00116206234221e-08,0,2.00116206234221e-08,1,2.00116206234221e-08,1,2.00116206234221e-08,1,2.00116206234221e-08,1,2.00116206234221e-08,5.659399309420666e-05,2.00116206234221e-08,0.9999999523927358,2.00116206234221e-08,-0.07128929201321631,2.00116206234221e-08,0.9994055330323594,2.00116206234221e-08,1
2.001285552021819e-08,1,2.001285552021819e-08,1,2.001285552021819e-08,1,2.001285552021819e-08,0,2.001285552021819e-08,1,2.001285552021819e-08,1,2.001285552021819e-08,1,2.001285552021819e-08,1,2.001285552021819e-08,8.876761778085991e-05,2.001285552021819e-08,0.9999999577039085,2.001285552021819e-08,0.02916917205042789,2.001285552021819e-08,0.9996264751588835,2.001285552021819e-08,1
2.001405605861024e-08,1,2.001405605861024e-08,1,2.001405605861024e-08,1,2.001405605861024e-08,0,2.001405605861024e-08,1,2.001405605861024e-08,1,2.001405605861024e-08,1,2.001405605861024e-08,1,2.001405605861024e-08,0.0001055289177220975,2.001405605861024e-08,0.9999999626395853,2.001405605861024e-08,0.1775312473461892,2.001405605861024e-08,0.9997632336902599,2.001405605861024e-08,1
2.001512420158972e-08,1,2.001512420158972e-08,1,2.001512420158972e-08,1,2.001512420158972e-08,0,2.001512420158972e-08,1,2.001512420158972e-08,1,2.001512420158972e-08,1,2.001512420158972e-08,1,2.001512420158972e-08,9.396223913542539e-05,2.001512420158972e-08,0.9999999654493342,2.001512420158972e-08,0.3360923655594036,2.001512420158972e-08,0.9998425000194937,2.001512420158972e-08,1
2.001630114962295e-08,1,2.001630114962295e-08,1,2.001630114962295e-08,1,2.001630114962295e-08,0,2.001630114962295e-08,1,2.001630114962295e-08,1,2.001630114962295e-08,1,2.001630114962295e-08,1,2.001630114962295e-08,6.183829015507419e-05,2.001630114962295e-08,0.9999999709944585,2.001630114962295e-08,0.5234420945281028,2.001630114962295e-08,0.9998996333265545,2.001630114962295e-08,1
2.001748414129454e-08,1,2.001748414129454e-08,1,2.001748414129454e-08,1,2.001748414129454e-08,0,2.001748414129454e-08,1,2.001748414129454e-08,1,2.001748414129454e-08,1,2.001748414129454e-08,1,2.001748414129454e-08,2.51976129698998e-05,2.001748414129454e-08,0.999999975487722,2.001748414129454e-08,0.7070869844587363,2.001748414129454e-08,0.9999364402774208,2.001748414129454e-08,1
2.001864803884121e-08,1,2.001864803884121e-08,1,2.001864803884121e-08,1,2.001864803884121e-08,0,2.001864803884121e-08,1,2.001864803884121e-08,1,2.001864803884121e-08,1,2.001864803884121e-08,1,2.001864803884121e-08,2.114435890197279e-06,2.001864803884121e-08,0.9999999801228429,2.001864803884121e-08,0.8524610375518687,2.001864803884121e-08,0.9999593232354955,2.001864803884121e-08,1
2.001962395773777e-08,1,2.001962395773777e-08,1,2.001962395773777e-08,1,2.001962395773777e-08,0,2.001962395773777e-08,1,2.001962395773777e-08,1,2.001962395773777e-08,1,2.001962395773777e-08,1,2.001962395773777e-08,-1.782148259815947e-05,2.001962395773777e-08,0.9999999836566381,2.001962395773777e-08,0.9190837405831596,2.001962395773777e-08,0.9999721423428221,2.001962395773777e-08,1
2.002052369424579e-08,1,2.002052369424579e-08,1,2.002052369424579e-08,1,2.002052369424579e-08,0,2.002052369424579e-08,1,2.002052369424579e-08,1,2.002052369424579e-08,1,2.002052369424579e-08,1,2.002052369424579e-08,-9.113017603297001e-05,2.002052369424579e-08,0.9999999827626402,2.002052369424579e-08,0.9470680934339311,2.002052369424579e-08,0.9999801348008095,2.002052369424579e-08,1
2.002163053640741e-08,1,2.002163053640741e-08,1,2.002163053640741e-08,1,2.002163053640741e-08,0,2.002163053640741e-08,1,2.002163053640741e-08,1,2.002163053640741e-08,1,2.002163053640741e-08,1,2.002163053640741e-08,-0.0002665513458358535,2.002163053640741e-08,0.9999999843831004,2.002163053640741e-08,0.9658264323689244,2.002163053640741e-08,0.9999871185115644,2.002163053640741e-08,1
2.002251584255522e-08,1,2.002251584255522e-08,1,2.002251584255522e-08,1,2.002251584255522e-08,0,2.002251584255522e-08,1,2.002251584255522e-08,1,2.002251584255522e-08,1,2.002251584255522e-08,1,2.002251584255522e-08,-0.000400239541401002,2.002251584255522e-08,0.999999989104537,2.002251584255522e-08,0.9749986312685291,2.002251584255522e-08,0.9999907180633072,2.002251584255522e-08,1
2.002377272226642e-08,1,2.002377272226642e-08,1,2.002377272226642e-08,1,2.002377272226642e-08,0,2.002377272226642e-08,1,2.002377272226642e-08,1,2.002377272226642e-08,1,2.002377272226642e-08,1,2.002377272226642e-08,-0.0005532995751519295,2.002377272226642e-08,0.9999999672131192,2.002377272226642e-08,0.9833800320067222,2.002377272226642e-08,0.9999943695776987,2.002377272226642e-08,1
2.002517143614735e-08,1,2.002517143614735e-08,1,2.002517143614735e-08,1,2.002517143614735e-08,0,2.002517143614735e-08,1,2.002517143614735e-08,1,2.002517143614735e-08,1,2.002517143614735e-08,1,2.002517143614735e-08,-0.0005497105017977222,2.002517143614735e-08,0.9999999424820256,2.002517143614735e-08,0.989036381662512,2.002517143614735e-08,0.9999966271330591,2.002517143614735e-08,1
2.002670742275342e-08,1,2.002670742275342e-08,1,2.002670742275342e-08,1,2.002670742275342e-08,0,2.002670742275342e-08,1,2.002670742275342e-08,1,2.002670742275342e-08,1,2.002670742275342e-08,1,2.002670742275342e-08,-0.0004490195140660318,2.002670742275342e-08,0.9999999281276423,2.002670742275342e-08,0.9928470558492422,2.002670742275342e-08,0.9999982183322237,2.002670742275342e-08,1
2.002808644603008e-08,1,2.002808644603008e-08,1,2.002808644603008e-08,1,2.002808644603008e-08,0,2.002808644603008e-08,1,2.002808644603008e-08,1,2.002808644603008e-08,1,2.002808644603008e-08,1,2.002808644603008e-08,-0.000393492488198821,2.002808644603008e-08,0.9999999309332921,2.002808644603008e-08,0.9950168870975232,2.002808644603008e-08,0.9999988555657323,2.002808644603008e-08,1
2.002983478501031e-08,1,2.002983478501031e-08,1,2.002983478501031e-08,1,2.002983478501031e-08,0,2.002983478501031e-08,1,2.002983478501031e-08,1,2.002983478501031e-08,1,2.002983478501031e-08,1,2.002983478501031e-08,-0.0004412670832188707,2.002983478501031e-08,0.9999999495401929,2.002983478501031e-08,0.9968135586702105,2.002983478501031e-08,0.9999994909639099,2.002983478501031e-08,1
2.00321958665283e-08,1,2.00321958665283e-08,1,2.00321958665283e-08,1,2.00321958665283e-08,0,2.00321958665283e-08,1,2.00321958665283e-08,1,2.00321958665283e-08,1,2.00321958665283e-08,1,2.00321958665283e-08,-0.0003124273417716921,2.00321958665283e-08,0.9999999833788398,2.00321958665283e-08,0.9982367799005208,2.00321958665283e-08,0.9999997111358186,2.00321958665283e-08,1
2.003452067707055e-08,1,2.003452067707055e-08,1,2.003452067707055e-08,1,2.003452067707055e-08,0,2.003452067707055e-08,1,2.003452067707055e-08,1,2.003452067707055e-08,1,2.003452067707055e-08,1,2.003452067707055e-08,0.001156671785021495,2.003452067707055e-08,0.99999997756222,2.003452067707055e-08,0.9990101668671006,2.003452067707055e-08,0.999999943717342,2.003452067707055e-08,1
2.003635713637728e-08,1,2.003635713637728e-08,1,2.003635713637728e-08,1,2.003635713637728e-08,0,2.003635713637728e-08,1,2.003635713637728e-08,1,2.003635713637728e-08,1,2.003635713637728e-08,1,2.003635713637728e-08,0.003612249282739582,2.003635713637728e-08,0.9999998435271962,2.003635713637728e-08,0.9993638438880361,2.003635713637728e-08,0.9999998768717908,2.003635713637728e-08,1
2.003807215698504e-08,1,2.003807215698504e-08,1,2.003807215698504e-08,1,2.003807215698504e-08,0,2.003807215698504e-08,1,2.003807215698504e-08,1,2.003807215698504e-08,1,2.003807215698504e-08,1,2.003807215698504e-08,0.00582831899428856,2.003807215698504e-08,0.9999997570353264,2.003807215698504e-08,0.9995838460062036,2.003807215698504e-08,1.000000002394795,2.003807215698504e-08,1
2.00399367046648e-08,1,2.00399367046648e-08,1,2.00399367046648e-08,1,2.00399367046648e-08,0,2.00399367046648e-08,1,2.00399367046648e-08,1,2.00399367046648e-08,1,2.00399367046648e-08,1,2.00399367046648e-08,0.007117577338435614,2.00399367046648e-08,0.9999998588181178,2.00399367046648e-08,0.9997326832593734,2.00399367046648e-08,0.9999999060333032,2.00399367046648e-08,1
2.004191600080879e-08,1,2.004191600080879e-08,1,2.004191600080879e-08,1,2.004191600080879e-08,0,2.004191600080879e-08,1,2.004191600080879e-08,1,2.004191600080879e-08,1,2.004191600080879e-08,1,2.004191600080879e-08,0.007856265232358344,2.004191600080879e-08,1.000000091081565,2.004191600080879e-08,0.9998382368047063,2.004191600080879e-08,1.000000016499797,2.004191600080879e-08,1
2.004379632130405e-08,1,2.004379632130405e-08,1,2.004379632130405e-08,1,2.004379632130405e-08,0,2.004379632130405e-08,1,2.004379632130405e-08,1,2.004379632130405e-08,1,2.004379632130405e-08,1,2.004379632130405e-08,0.006309165604472517,2.004379632130405e-08,1.000000129862739,2.004379632130405e-08,0.9998944425634478,2.004379632130405e-08,0.999999913355097,2.004379632130405e-08,1
2.00457225344104e-08,1,2.00457225344104e-08,1,2.00457225344104e-08,1,2.00457225344104e-08,0,2.00457225344104e-08,1,2.00457225344104e-08,1,2.00457225344104e-08,1,2.00457225344104e-08,1,2.00457225344104e-08,-0.003745348565293651,2.00457225344104e-08,0.9999999844532459,2.00457225344104e-08,0.9999371874784925,2.00457225344104e-08,1.000000018670139,2.00457225344104e-08,1
2.004717399360149e-08,1,2.004717399360149e-08,1,2.004717399360149e-08,1,2.004717399360149e-08,0,2.004717399360149e-08,1,2.004717399360149e-08,1,2.004717399360149e-08,1,2.004717399360149e-08,1,2.004717399360149e-08,-0.01600953532156116,2.004717399360149e-08,0.9999998955715633,2.004717399360149e-08,0.9999525176630012,2.004717399360149e-08,0.9999999150967875,2.004717399360149e-08,1
2.004855122052314e-08,1,2.004855122052314e-08,1,2.004855122052314e-08,1,2.004855122052314e-08,0,2.004855122052314e-08,1,2.004855122052314e-08,1,2.004855122052314e-08,1,2.004855122052314e-08,1,2.004855122052314e-08,-0.0266447808450327,2.004855122052314e-08,1.000000133861854,2.004855122052314e-08,0.9999693683343531,2.004855122052314e-08,1.000000018227385,2.004855122052314e-08,1
2.00502370250694e-08,1,2.00502370250694e-08,1,2.00502370250694e-08,1,2.00502370250694e-08,0,2.00502370250694e-08,1,2.00502370250694e-08,1,2.00502370250694e-08,1,2.00502370250694e-08,1,2.00502370250694e-08,-0.03944171278402339,2.00502370250694e-08,1.000001132657411,2.00502370250694e-08,0.9999764285407928,2.00502370250694e-08,0.9999999158887625,2.00502370250694e-08,1
2.005163537160185e-08,1,2.005163537160185e-08,1,2.005163537160185e-08,1,2.005163537160185e-08,0,2.005163537160185e-08,1,2.005163537160185e-08,1,2.005163537160185e-08,1,2.005163537160185e-08,1,2.005163537160185e-08,-0.05268735843274742,2.005163537160185e-08,1.000002281365795,2.005163537160185e-08,0.9999866929983671,2.005163537160185e-08,1.000000017526456,2.005163537160185e-08,1
2.005338318991009e-08,1,2.005338318991009e-08,1,2.005338318991009e-08,1,2.005338318991009e-08,0,2.005338318991009e-08,1,2.005338318991009e-08,1,2.005338318991009e-08,1,2.005338318991009e-08,1,2.005338318991009e-08,-0.07779314204999002,2.005338318991009e-08,1.000002941986538,2.005338318991009e-08,0.9999880096457138,2.005338318991009e-08,0.9999999164753807,2.005338318991009e-08,1
2.005522857334548e-08,1,2.005522857334548e-08,1,2.005522857334548e-08,1,2.005522857334548e-08,0,2.005522857334548e-08,1,2.005522857334548e-08,1,2.005522857334548e-08,1,2.005522857334548e-08,1,2.005522857334548e-08,-0.1070323961995215,2.005522857334548e-08,1.000001796156943,2.005522857334548e-08,0.9999957652398503,2.005522857334548e-08,1.000000016818922,2.005522857334548e-08,1
2.005652166463234e-08,1,2.005652166463234e-08,1,2.005652166463234e-08,1,2.005652166463234e-08,0,2.005652166463234e-08,1,2.005652166463234e-08,1,2.005652166463234e-08,1,2.005652166463234e-08,1,2.005652166463234e-08,-0.1098125490375512,2.005652166463234e-08,1.000000339910751,2.005652166463234e-08,0.9999934311000694,2.005652166463234e-08,0.999999917084928,2.005652166463234e-08,1
2.005796987406757e-08,1,2.005796987406757e-08,1,2.005796987406757e-08,1,2.005796987406757e-08,0,2.005796987406757e-08,1,2.005796987406757e-08,1,2.005796987406757e-08,1,2.005796987406757e-08,1,2.005796987406757e-08,-0.06122474089939971,2.005796987406757e-08,0.9999995629922125,2.005796987406757e-08,0.9999989591096209,2.005796987406757e-08,1.000000015988701,2.005796987406757e-08,1
2.005913268449407e-08,1,2.005913268449407e-08,1,2.005913268449407e-08,1,2.005913268449407e-08,0,2.005913268449407e-08,1,2.005913268449407e-08,1,2.005913268449407e-08,1,2.005913268449407e-08,1,2.005913268449407e-08,0.03205912424087556,2.005913268449407e-08,1.000001394101549,2.005913268449407e-08,0.9999956226044926,2.005913268449407e-08,0.9999999178296254,2.005913268449407e-08,1
2.006046940643762e-08,1,2.006046940643762e-08,1,2.006046940643762e-08,1,2.006046940643762e-08,0,2.006046940643762e-08,1,2.006046940643762e-08,1,2.006046940643762e-08,1,2.006046940643762e-08,1,2.006046940643762e-08,0.1923770634791233,2.006046940643762e-08,1.000004417524441,2.006046940643762e-08,1.000000536152225,2.006046940643762e-08,1.000000015121866,2.006046940643762e-08,1
2.006178820117505e-08,1,2.006178820117505e-08,1,2.006178820117505e-08,1,2.006178820117505e-08,0,2.006178820117505e-08,1,2.006178820117505e-08,1,2.006178820117505e-08,1,2.006178820117505e-08,1,2.006178820117505e-08,0.3851401600948017,2.006178820117505e-08,0.9999997846521357,2.006178820117505e-08,0.999996845166792,2.006178820117505e-08,0.9999999185818669,2.006178820117505e-08,1
2.006302378007168e-08,1,2.006302378007168e-08,1,2.006302378007168e-08,1,2.006302378007168e-08,0,2.006302378007168e-08,1,2.006302378007168e-08,1,2.006302378007168e-08,1,2.006302378007168e-08,1,2.006302378007168e-08,0.5776807111939014,2.006302378007168e-08,0.999986941977831,2.006302378007168e-08,1.000001351960652,2.006302378007168e-08,1.000000014261079,2.006302378007168e-08,1
2.006426126492984e-08,1,2.006426126492984e-08,1,2.006426126492984e-08,1,2.006426126492984e-08,0,2.006426126492984e-08,1,2.006426126492984e-08,1,2.006426126492984e-08,1,2.006426126492984e-08,1,2.006426126492984e-08,0.7591886018412457,2.006426126492984e-08,0.9999783052505918,2.006426126492984e-08,0.9999974742328702,2.006426126492984e-08,0.9999999193973719,2.006426126492984e-08,1
2.006540692383585e-08,1,2.006540692383585e-08,1,2.006540692383585e-08,1,2.006540692383585e-08,0,2.006540692383585e-08,1,2.006540692383585e-08,1,2.006540692383585e-08,1,2.006540692383585e-08,1,2.006540692383585e-08,0.8817822740150881,2.006540692383585e-08,0.9999841340401042,2.006540692383585e-08,1.00000175799423,2.006540692383585e-08,1.000000013368336,2.006540692383585e-08,1
2.006634668144773e-08,1,2.006634668144773e-08,1,2.006634668144773e-08,1,2.006634668144773e-08,0,2.006634668144773e-08,1,2.006634668144773e-08,1,2.006634668144773e-08,1,2.006634668144773e-08,1,2.006634668144773e-08,0.9304930842121857,2.006634668144773e-08,0.9999904252547679,2.006634668144773e-08,0.9999977975671281,2.006634668144773e-08,0.9999999203740473,2.006634668144773e-08,1
2.006734844601939e-08,1,2.006734844601939e-08,1,2.006734844601939e-08,1,2.006734844601939e-08,0,2.006734844601939e-08,1,2.006734844601939e-08,1,2.006734844601939e-08,1,2.006734844601939e-08,1,2.006734844601939e-08,0.9550969962756548,2.006734844601939e-08,1.000000143604757,2.006734844601939e-08,1.000001933820489,2.006734844601939e-08,1.000000012307497,2.006734844601939e-08,1
2.006825232169026e-08,1,2.006825232169026e-08,1,2.006825232169026e-08,1,2.006825232169026e-08,0,2.006825232169026e-08,1,2.006825232169026e-08,1,2.006825232169026e-08,1,2.006825232169026e-08,1,2.006825232169026e-08,0.9678951160885116,2.006825232169026e-08,1.000005974336686,2.006825232169026e-08,0.9999980651798399,2.006825232169026e-08,0.9999999214210177,2.006825232169026e-08,1
2.006924676115933e-08,1,2.006924676115933e-08,1,2.006924676115933e-08,1,2.006924676115933e-08,0,2.006924676115933e-08,1,2.006924676115933e-08,1,2.006924676115933e-08,1,2.006924676115933e-08,1,2.006924676115933e-08,0.9771106428630273,2.006924676115933e-08,1.00000912724411,2.006924676115933e-08,1.000001992847526,2.006924676115933e-08,1.000000011247056,2.006924676115933e-08,1
2.007068707763756e-08,1,2.007068707763756e-08,1,2.007068707763756e-08,1,2.007068707763756e-08,0,2.007068707763756e-08,1,2.007068707763756e-08,1,2.007068707763756e-08,1,2.007068707763756e-08,1,2.007068707763756e-08,0.9854509403417239,2.007068707763756e-08,1.000009791234001,2.007068707763756e-08,0.999998021256152,2.007068707763756e-08,0.9999999222497584,2.007068707763756e-08,1
2.007273775323162e-08,1,2.007273775323162e-08,1,2.007273775323162e-08,1,2.007273775323162e-08,0,2.007273775323162e-08,1,2.007273775323162e-08,1,2.007273775323162e-08,1,2.007273775323162e-08,1,2.007273775323162e-08,0.9919608286554731,2.007273775323162e-08,1.000006846581519,2.007273775323162e-08,1.000001919121206,2.007273775323162e-08,1.000000010657084,2.007273775323162e-08,1
2.00749140955558e-08,1,2.00749140955558e-08,1,2.00749140955558e-08,1,2.00749140955558e-08,0,2.00749140955558e-08,1,2.00749140955558e-08,1,2.00749140955558e-08,1,2.00749140955558e-08,1,2.00749140955558e-08,0.9954706834053917,2.00749140955558e-08,1.000003075084596,2.00749140955558e-08,0.9999980269179922,2.00749140955558e-08,0.9999999227008773,2.00749140955558e-08,1
2.007731161897462e-08,1,2.007731161897462e-08,1,2.007731161897462e-08,1,2.007731161897462e-08,0,2.007731161897462e-08,1,2.007731161897462e-08,1,2.007731161897462e-08,1,2.007731161897462e-08,1,2.007731161897462e-08,0.9975175846804674,2.007731161897462e-08,1.000000339586262,2.007731161897462e-08,1.000001897575743,2.007731161897462e-08,1.000000010224542,2.007731161897462e-08,1
2.007974773427218e-08,1,2.007974773427218e-08,1,2.007974773427218e-08,1,2.007974773427218e-08,0,2.007974773427218e-08,1,2.007974773427218e-08,1,2.007974773427218e-08,1,2.007974773427218e-08,1,2.007974773427218e-08,0.998631925659912,2.007974773427218e-08,0.9999992353979913,2.007974773427218e-08,0.9999980414242787,2.007974773427218e-08,0.9999999230947904,2.007974773427218e-08,1
2.008227752697262e-08,1,2.008227752697262e-08,1,2.008227752697262e-08,1,2.008227752697262e-08,0,2.008227752697262e-08,1,2.008227752697262e-08,1,2.008227752697262e-08,1,2.008227752697262e-08,1,2.008227752697262e-08,0.9992606794400135,2.008227752697262e-08,0.9999989852024989,2.008227752697262e-08,1.000001883484565,2.008227752697262e-08,1.000000009833409,2.008227752697262e-08,1
2.008548211751126e-08,1,2.008548211751126e-08,1,2.008548211751126e-08,1,2.008548211751126e-08,0,2.008548211751126e-08,1,2.008548211751126e-08,1,2.008548211751126e-08,1,2.008548211751126e-08,1,2.008548211751126e-08,0.9996651016691385,2.008548211751126e-08,0.9999992350256295,2.008548211751126e-08,0.9999980548357,2.008548211751126e-08,0.9999999234308399,2.008548211751126e-08,1
2.008955419370566e-08,1,2.008955419370566e-08,1,2.008955419370566e-08,1,2.008955419370566e-08,0,2.008955419370566e-08,1,2.008955419370566e-08,1,2.008955419370566e-08,1,2.008955419370566e-08,1,2.008955419370566e-08,0.9998818563049972,2.008955419370566e-08,0.9999995612030229,2.008955419370566e-08,1.000001871207248,2.008955419370566e-08,1.000000009565035,2.008955419370566e-08,1
2.009487557019894e-08,1,2.009487557019894e-08,1,2.009487557019894e-08,1,2.009487557019894e-08,0,2.009487557019894e-08,1,2.009487557019894e-08,1,2.009487557019894e-08,1,2.009487557019894e-08,1,2.009487557019894e-08,0.9999724044092629,2.009487557019894e-08,0.9999998622700058,2.009487557019894e-08,0.9999980667412517,2.009487557019894e-08,0.999999923635961,2.009487557019894e-08,1
2.010203733871024e-08,1,2.010203733871024e-08,1,2.010203733871024e-08,1,2.010203733871024e-08,0,2.010203733871024e-08,1,2.010203733871024e-08,1,2.010203733871024e-08,1,2.010203733871024e-08,1,2.010203733871024e-08,0.9999976412016354,2.010203733871024e-08,0.9999999372592084,2.010203733871024e-08,1.000001860455672,2.010203733871024e-08,1.000000009408499,2.010203733871024e-08,1
2.011255638354866e-08,1,2.011255638354866e-08,1,2.011255638354866e-08,1,2.011255638354866e-08,0,2.011255638354866e-08,1,2.011255638354866e-08,1,2.011255638354866e-08,1,2.011255638354866e-08,1,2.011255638354866e-08,1.00000020107494,2.011255638354866e-08,0.9999999849681308,2.011255638354866e-08,0.9999980769884965,2.011255638354866e-08,0.9999999237470956,2.011255638354866e-08,1
2.012729098750139e-08,1,2.012729098750139e-08,1,2.012729098750139e-08,1,2.012729098750139e-08,0,2.012729098750139e-08,1,2.012729098750139e-08,1,2.012729098750139e-08,1,2.012729098750139e-08,1,2.012729098750139e-08,1.000000275006524,2.012729098750139e-08,0.9999999502772312,2.012729098750139e-08,1.000001850315643,2.012729098750139e-08,1.000000009331079,2.012729098750139e-08,1
2.014904192395169e-08,1,2.014904192395169e-08,1,2.014904192395169e-08,1,2.014904192395169e-08,0,2.014904192395169e-08,1,2.014904192395169e-08,1,2.014904192395169e-08,1,2.014904192395169e-08,1,2.014904192395169e-08,1.000000078077784,2.014904192395169e-08,0.9999999836727995,2.014904192395169e-08,0.9999980865431211,2.014904192395169e-08,0.9999999238011041,2.014904192395169e-08,1
2.018684364000714e-08,1,2.018684364000714e-08,1,2.018684364000714e-08,1,2.018684364000714e-08,0,2.018684364000714e-08,1,2.018684364000714e-08,1,2.018684364000714e-08,1,2.018684364000714e-08,1,2.018684364000714e-08,1.000000301439512,2.018684364000714e-08,0.9999999505903558,2.018684364000714e-08,1.000001841293422,2.018684364000714e-08,1.000000009296706,2.018684364000714e-08,1
2.024054413908117e-08,1,2.024054413908117e-08,1,2.024054413908117e-08,1,2.024054413908117e-08,0,2.024054413908117e-08,1,2.024054413908117e-08,1,2.024054413908117e-08,1,2.024054413908117e-08,1,2.024054413908117e-08,1.000000069461618,2.024054413908117e-08,0.9999999835617442,2.024054413908117e-08,0.9999980957834165,2.024054413908117e-08,0.9999999238225186,2.024054413908117e-08,1
