/c4 X,/c4 Y,/s3 X,/s3 Y,/s2 X,/s2 Y,/s1 X,/s1 Y,/s0 X,/s0 Y,/b3 X,/b3 Y,/a3 X,/a3 Y,/b2 X,/b2 Y,/a2 X,/a2 Y,/b1 X,/b1 Y,/a1 X,/a1 Y,/b0 X,/b0 Y,/a0 X,/a0 Y,/c0 X,/c0 Y
2.500122186558485e-08,1.000000298785605,2.500122186558485e-08,0.9970280788798831,2.500122186558485e-08,0.9999437470373972,2.500122186558485e-08,0.9975307282371624,2.500122186558485e-08,0.001910540941974837,2.500122186558485e-08,0,2.500122186558485e-08,1,2.500122186558485e-08,1,2.500122186558485e-08,1,2.500122186558485e-08,0,2.500122186558485e-08,1,2.500122186558485e-08,1,2.500122186558485e-08,1,2.500122186558485e-08,1
2.500127050076759e-08,1.000000303231616,2.500127050076759e-08,0.9969734890393425,2.500127050076759e-08,0.999945313287118,2.500127050076759e-08,0.9974893260127269,2.500127050076759e-08,0.00192859091908333,2.500127050076759e-08,0,2.500127050076759e-08,1,2.500127050076759e-08,1,2.500127050076759e-08,1,2.500127050076759e-08,0,2.500127050076759e-08,1,2.500127050076759e-08,1,2.500127050076759e-08,1,2.500127050076759e-08,1
2.500128057225925e-08,1.000000303775741,2.500128057225925e-08,0.9969568163604878,2.500128057225925e-08,0.9999455293744481,2.500128057225925e-08,0.9974768941460975,2.500128057225925e-08,0.001931716871240715,2.500128057225925e-08,0,2.500128057225925e-08,1,2.500128057225925e-08,1,2.500128057225925e-08,1,2.500128057225925e-08,0,2.500128057225925e-08,1,2.500128057225925e-08,1,2.500128057225925e-08,1,2.500128057225925e-08,1
2.500130071524256e-08,1.000000304177212,2.500130071524256e-08,0.9969058885822101,2.500130071524256e-08,0.9999456638627339,2.500130071524256e-08,0.9974422470035016,2.500130071524256e-08,0.001937808479116427,2.500130071524256e-08,0,2.500130071524256e-08,1,2.500130071524256e-08,1,2.500130071524256e-08,1,2.500130071524256e-08,0,2.500130071524256e-08,1,2.500130071524256e-08,1,2.500130071524256e-08,1,2.500130071524256e-08,1
2.500130590250972e-08,1.00000030419426,2.500130590250972e-08,0.9968863427187384,2.500130590250972e-08,0.9999456003471079,2.500130590250972e-08,0.9974300405527322,2.500130590250972e-08,0.001939254041608797,2.500130590250972e-08,0,2.500130590250972e-08,1,2.500130590250972e-08,1,2.500130590250972e-08,1,2.500130590250972e-08,0,2.500130590250972e-08,1,2.500130590250972e-08,1,2.500130590250972e-08,1,2.500130590250972e-08,1
2.500131627704402e-08,1.000000304238739,2.500131627704402e-08,0.9968424958798285,2.500131627704402e-08,0.999945296869254,2.500131627704402e-08,0.9973936581260487,2.500131627704402e-08,0.00194205682377313,2.500131627704402e-08,0,2.500131627704402e-08,1,2.500131627704402e-08,1,2.500131627704402e-08,1,2.500131627704402e-08,0,2.500131627704402e-08,1,2.500131627704402e-08,1,2.500131627704402e-08,1,2.500131627704402e-08,1
2.500131900929945e-08,1.00000030423369,2.500131900929945e-08,0.9968362126444126,2.500131900929945e-08,0.9999452067780552,2.500131900929945e-08,0.9973803539685532,2.500131900929945e-08,0.001942754067583702,2.500131900929945e-08,0,2.500131900929945e-08,1,2.500131900929945e-08,1,2.500131900929945e-08,1,2.500131900929945e-08,0,2.500131900929945e-08,1,2.500131900929945e-08,1,2.500131900929945e-08,1,2.500131900929945e-08,1
2.500132037542716e-08,1.000000304225123,2.500132037542716e-08,0.9968367588925294,2.500132037542716e-08,0.9999451837420206,2.500132037542716e-08,0.9973734414869991,2.500132037542716e-08,0.001943102165545055,2.500132037542716e-08,0,2.500132037542716e-08,1,2.500132037542716e-08,1,2.500132037542716e-08,1,2.500132037542716e-08,0,2.500132037542716e-08,1,2.500132037542716e-08,1,2.500132037542716e-08,1,2.500132037542716e-08,1
2.500132310768259e-08,1.00000030419875,2.500132310768259e-08,0.9968392250351229,2.500132310768259e-08,0.9999452032775185,2.500132310768259e-08,0.9973654635631594,2.500132310768259e-08,0.00194380344986392,2.500132310768259e-08,0,2.500132310768259e-08,1,2.500132310768259e-08,1,2.500132310768259e-08,1,2.500132310768259e-08,0,2.500132310768259e-08,1,2.500132310768259e-08,1,2.500132310768259e-08,1,2.500132310768259e-08,1
2.500132582329424e-08,1.000000304163032,2.500132582329424e-08,0.9968414957663841,2.500132582329424e-08,0.9999452971521605,2.500132582329424e-08,0.9973657460152672,2.500132582329424e-08,0.001944521001453129,2.500132582329424e-08,0,2.500132582329424e-08,1,2.500132582329424e-08,1,2.500132582329424e-08,1,2.500132582329424e-08,0,2.500132582329424e-08,1,2.500132582329424e-08,1,2.500132582329424e-08,1,2.500132582329424e-08,1
2.500132994474504e-08,1.000000308309177,2.500132994474504e-08,0.9968449294925582,2.500132994474504e-08,0.9999455259622904,2.500132994474504e-08,0.9973690448640629,2.500132994474504e-08,0.001945609132392984,2.500132994474504e-08,0,2.500132994474504e-08,1,2.500132994474504e-08,1,2.500132994474504e-08,1,2.500132994474504e-08,0,2.500132994474504e-08,1,2.500132994474504e-08,1,2.500132994474504e-08,1,2.500132994474504e-08,1
2.500133340298535e-08,1.000000315930242,2.500133340298535e-08,0.9968475715249078,2.500133340298535e-08,0.99994628461554,2.500133340298535e-08,0.997371075300192,2.500133340298535e-08,0.001946503338182408,2.500133340298535e-08,0,2.500133340298535e-08,1,2.500133340298535e-08,1,2.500133340298535e-08,1,2.500133340298535e-08,0,2.500133340298535e-08,1,2.500133340298535e-08,1,2.500133340298535e-08,1,2.500133340298535e-08,1
2.500134031946597e-08,1.000000320661675,2.500134031946597e-08,0.9968533417583434,2.500134031946597e-08,0.9999470199671718,2.500134031946597e-08,0.9973756208177488,2.500134031946597e-08,0.001948251919758164,2.500134031946597e-08,0,2.500134031946597e-08,1,2.500134031946597e-08,1,2.500134031946597e-08,1,2.500134031946597e-08,0,2.500134031946597e-08,1,2.500134031946597e-08,1,2.500134031946597e-08,1,2.500134031946597e-08,1
2.500135415242721e-08,1.000000317267845,2.500135415242721e-08,0.9968650099973824,2.500135415242721e-08,0.9999477905861466,2.500135415242721e-08,0.9973847826599437,2.500135415242721e-08,0.001951628675141252,2.500135415242721e-08,0,2.500135415242721e-08,1,2.500135415242721e-08,1,2.500135415242721e-08,1,2.500135415242721e-08,0,2.500135415242721e-08,1,2.500135415242721e-08,1,2.500135415242721e-08,1,2.500135415242721e-08,1
2.500138181834968e-08,1.0000003198947,2.500138181834968e-08,0.9968892670431008,2.500138181834968e-08,0.9999498882782547,2.500138181834968e-08,0.9974039595993641,2.500138181834968e-08,0.001958035931005902,2.500138181834968e-08,0,2.500138181834968e-08,1,2.500138181834968e-08,1,2.500138181834968e-08,1,2.500138181834968e-08,0,2.500138181834968e-08,1,2.500138181834968e-08,1,2.500138181834968e-08,1,2.500138181834968e-08,1
2.500143715019462e-08,1.000000316483981,2.500143715019462e-08,0.9969409998654858,2.500143715019462e-08,0.9999534960731885,2.500143715019462e-08,0.9974450304796144,2.500143715019462e-08,0.001971018048128549,2.500143715019462e-08,0,2.500143715019462e-08,1,2.500143715019462e-08,1,2.500143715019462e-08,1,2.500143715019462e-08,0,2.500143715019462e-08,1,2.500143715019462e-08,1,2.500143715019462e-08,1,2.500143715019462e-08,1
2.500154781388451e-08,1.000000314370745,2.500154781388451e-08,0.9970570511505858,2.500154781388451e-08,0.9999610129878226,2.500154781388451e-08,0.9975381721995347,2.500154781388451e-08,0.002019052487063239,2.500154781388451e-08,0,2.500154781388451e-08,1,2.500154781388451e-08,1,2.500154781388451e-08,1,2.500154781388451e-08,0,2.500154781388451e-08,1,2.500154781388451e-08,1,2.500154781388451e-08,1,2.500154781388451e-08,1
2.500160269194065e-08,1.000000310062087,2.500160269194065e-08,0.9971201813915502,2.500160269194065e-08,0.9999644567680015,2.500160269194065e-08,0.9975893225368836,2.500160269194065e-08,0.002068740973720758,2.500160269194065e-08,0,2.500160269194065e-08,1,2.500160269194065e-08,1,2.500160269194065e-08,1,2.500160269194065e-08,0,2.500160269194065e-08,1,2.500160269194065e-08,1,2.500160269194065e-08,1,2.500160269194065e-08,1
2.500162317589018e-08,1.000000310123976,2.500162317589018e-08,0.9971446600654186,2.500162317589018e-08,0.9999659317061976,2.500162317589018e-08,0.997609287728336,2.500162317589018e-08,0.002096337275610597,2.500162317589018e-08,0,2.500162317589018e-08,1,2.500162317589018e-08,1,2.500162317589018e-08,1,2.500162317589018e-08,0,2.500162317589018e-08,1,2.500162317589018e-08,1,2.500162317589018e-08,1,2.500162317589018e-08,1
2.50016511290678e-08,1.000000350988052,2.50016511290678e-08,0.9971787216767199,2.50016511290678e-08,0.999967347875781,2.50016511290678e-08,0.9976371913443526,2.50016511290678e-08,0.002153658107709188,2.50016511290678e-08,0,2.50016511290678e-08,1,2.50016511290678e-08,1,2.50016511290678e-08,1,2.50016511290678e-08,0,2.50016511290678e-08,1,2.50016511290678e-08,1,2.50016511290678e-08,1,2.50016511290678e-08,1
2.500165976352308e-08,1.000000362972723,2.500165976352308e-08,0.997189443016901,2.500165976352308e-08,0.9999679726451269,2.500165976352308e-08,0.9976460474475611,2.500165976352308e-08,0.002178564031685775,2.500165976352308e-08,0,2.500165976352308e-08,1,2.500165976352308e-08,1,2.500165976352308e-08,1,2.500165976352308e-08,0,2.500165976352308e-08,1,2.500165976352308e-08,1,2.500165976352308e-08,1,2.500165976352308e-08,1
2.500167703243364e-08,1.000000357160878,2.500167703243364e-08,0.9972110680522709,2.500167703243364e-08,0.9999689548397669,2.500167703243364e-08,0.9976639210266441,2.500167703243364e-08,0.002232922864525783,2.500167703243364e-08,0,2.500167703243364e-08,1,2.500167703243364e-08,1,2.500167703243364e-08,1,2.500167703243364e-08,0,2.500167703243364e-08,1,2.500167703243364e-08,1,2.500167703243364e-08,1,2.500167703243364e-08,1
2.500168332147835e-08,1.0000003580537,2.500168332147835e-08,0.997219036281911,2.500168332147835e-08,0.9999694142475368,2.500168332147835e-08,0.9976704935719983,2.500168332147835e-08,0.002239488381250106,2.500168332147835e-08,0,2.500168332147835e-08,1,2.500168332147835e-08,1,2.500168332147835e-08,1,2.500168332147835e-08,0,2.500168332147835e-08,1,2.500168332147835e-08,1,2.500168332147835e-08,1,2.500168332147835e-08,1
2.500169374047891e-08,1.000000356335978,2.500169374047891e-08,0.9972322921845951,2.500169374047891e-08,0.9999699851889052,2.500169374047891e-08,0.9976812214524482,2.500169374047891e-08,0.002230152763153736,2.500169374047891e-08,0,2.500169374047891e-08,1,2.500169374047891e-08,1,2.500169374047891e-08,1,2.500169374047891e-08,0,2.500169374047891e-08,1,2.500169374047891e-08,1,2.500169374047891e-08,1,2.500169374047891e-08,1
2.500169732247212e-08,1.000000354771288,2.500169732247212e-08,0.9972368882466406,2.500169732247212e-08,0.9999702490237667,2.500169732247212e-08,0.997684926645917,2.500169732247212e-08,0.00222836525759927,2.500169732247212e-08,0,2.500169732247212e-08,1,2.500169732247212e-08,1,2.500169732247212e-08,1,2.500169732247212e-08,0,2.500169732247212e-08,1,2.500169732247212e-08,1,2.500169732247212e-08,1,2.500169732247212e-08,1
2.500170448645854e-08,1.000000353200037,2.500170448645854e-08,0.9972460921513805,2.500170448645854e-08,0.9999706467264629,2.500170448645854e-08,0.9976923312857769,2.500170448645854e-08,0.002223928742705191,2.500170448645854e-08,0,2.500170448645854e-08,1,2.500170448645854e-08,1,2.500170448645854e-08,1,2.500170448645854e-08,0,2.500170448645854e-08,1,2.500170448645854e-08,1,2.500170448645854e-08,1,2.500170448645854e-08,1
2.500171881443137e-08,1.000000348952792,2.500171881443137e-08,0.9972646687789001,2.500171881443137e-08,0.9999715328813032,2.500171881443137e-08,0.9977073189262904,2.500171881443137e-08,0.002213665022969017,2.500171881443137e-08,0,2.500171881443137e-08,1,2.500171881443137e-08,1,2.500171881443137e-08,1,2.500171881443137e-08,0,2.500171881443137e-08,1,2.500171881443137e-08,1,2.500171881443137e-08,1,2.500171881443137e-08,1
2.500174747037705e-08,1.000000341252582,2.500174747037705e-08,0.9973023884861811,2.500174747037705e-08,0.9999732048785224,2.500174747037705e-08,0.9977377628656952,2.500174747037705e-08,0.002192520753702475,2.500174747037705e-08,0,2.500174747037705e-08,1,2.500174747037705e-08,1,2.500174747037705e-08,1,2.500174747037705e-08,0,2.500174747037705e-08,1,2.500174747037705e-08,1,2.500174747037705e-08,1,2.500174747037705e-08,1
2.500180478226839e-08,1.000000324294741,2.500180478226839e-08,0.9973800806579367,2.500180478226839e-08,0.9999765511253237,2.500180478226839e-08,0.9978006248442304,2.500180478226839e-08,0.002143947012699204,2.500180478226839e-08,0,2.500180478226839e-08,1,2.500180478226839e-08,1,2.500180478226839e-08,1,2.500180478226839e-08,0,2.500180478226839e-08,1,2.500180478226839e-08,1,2.500180478226839e-08,1,2.500180478226839e-08,1
2.500191940605108e-08,1.000000289322048,2.500191940605108e-08,0.997543898812299,2.500191940605108e-08,0.999982880668189,2.500191940605108e-08,0.9979336213323415,2.500191940605108e-08,0.002027928027948057,2.500191940605108e-08,0,2.500191940605108e-08,1,2.500191940605108e-08,1,2.500191940605108e-08,1,2.500191940605108e-08,0,2.500191940605108e-08,1,2.500191940605108e-08,1,2.500191940605108e-08,1,2.500191940605108e-08,1
2.500214865361645e-08,1.00000021514695,2.500214865361645e-08,0.9980021543133115,2.500214865361645e-08,0.9999944753471548,2.500214865361645e-08,0.9982229044253806,2.500214865361645e-08,0.00160255012188816,2.500214865361645e-08,0,2.500214865361645e-08,1,2.500214865361645e-08,1,2.500214865361645e-08,1,2.500214865361645e-08,0,2.500214865361645e-08,1,2.500214865361645e-08,1,2.500214865361645e-08,1,2.500214865361645e-08,1
2.50026071487472e-08,1.000000073076222,2.50026071487472e-08,0.9990326537744114,2.50026071487472e-08,1.00001354733656,2.50026071487472e-08,0.9991599599889737,2.50026071487472e-08,0.0006979271364160062,2.50026071487472e-08,0,2.50026071487472e-08,1,2.50026071487472e-08,1,2.50026071487472e-08,1,2.50026071487472e-08,0,2.50026071487472e-08,1,2.50026071487472e-08,1,2.50026071487472e-08,1,2.50026071487472e-08,1
2.500338072791412e-08,0.9999999084152666,2.500338072791412e-08,1.000764549120901,2.500338072791412e-08,1.000040360393011,2.500338072791412e-08,1.000586317129691,2.500338072791412e-08,-0.0007847921348042795,2.500338072791412e-08,0,2.500338072791412e-08,1,2.500338072791412e-08,1,2.500338072791412e-08,1,2.500338072791412e-08,0,2.500338072791412e-08,1,2.500338072791412e-08,1,2.500338072791412e-08,1,2.500338072791412e-08,1
2.500427009822984e-08,0.9999998472229804,2.500427009822984e-08,1.002432598860429,2.500427009822984e-08,1.00005315415913,2.500427009822984e-08,1.001985995135477,2.500427009822984e-08,-0.002214312349197846,2.500427009822984e-08,0,2.500427009822984e-08,1,2.500427009822984e-08,1,2.500427009822984e-08,1,2.500427009822984e-08,0,2.500427009822984e-08,1,2.500427009822984e-08,1,2.500427009822984e-08,1,2.500427009822984e-08,1
2.500533904904318e-08,0.9999998881015396,2.500533904904318e-08,1.004064154957567,2.500533904904318e-08,1.000052705321373,2.500533904904318e-08,1.003341892634289,2.500533904904318e-08,-0.003571632268478353,2.500533904904318e-08,0,2.500533904904318e-08,1,2.500533904904318e-08,1,2.500533904904318e-08,1,2.500533904904318e-08,0,2.500533904904318e-08,1,2.500533904904318e-08,1,2.500533904904318e-08,1,2.500533904904318e-08,1
2.500664211224538e-08,0.9999999679946827,2.500664211224538e-08,1.005632383565087,2.500664211224538e-08,1.000042493086721,2.500664211224538e-08,1.004638498007423,2.500664211224538e-08,-0.00482502945248168,2.500664211224538e-08,0,2.500664211224538e-08,1,2.500664211224538e-08,1,2.500664211224538e-08,1,2.500664211224538e-08,0,2.500664211224538e-08,1,2.500664211224538e-08,1,2.500664211224538e-08,1,2.500664211224538e-08,1
2.500831989442837e-08,0.9999999681805363,2.500831989442837e-08,1.007190527192554,2.500831989442837e-08,1.000016418614373,2.500831989442837e-08,1.005905079204102,2.500831989442837e-08,-0.005975861942908959,2.500831989442837e-08,0,2.500831989442837e-08,1,2.500831989442837e-08,1,2.500831989442837e-08,1,2.500831989442837e-08,0,2.500831989442837e-08,1,2.500831989442837e-08,1,2.500831989442837e-08,1,2.500831989442837e-08,1
2.500955255009575e-08,0.9999999520196645,2.500955255009575e-08,1.008116696992579,2.500955255009575e-08,0.9999890065736473,2.500955255009575e-08,1.006639509685407,2.500955255009575e-08,-0.006555044443456356,2.500955255009575e-08,0,2.500955255009575e-08,1,2.500955255009575e-08,1,2.500955255009575e-08,1,2.500955255009575e-08,0,2.500955255009575e-08,1,2.500955255009575e-08,1,2.500955255009575e-08,1,2.500955255009575e-08,1
2.5010800119468e-08,0.999999922511401,2.5010800119468e-08,1.008945847259581,2.5010800119468e-08,0.9999629823208764,2.5010800119468e-08,1.007275695700127,2.5010800119468e-08,-0.006991934483630132,2.5010800119468e-08,0,2.5010800119468e-08,1,2.5010800119468e-08,1,2.5010800119468e-08,1,2.5010800119468e-08,0,2.5010800119468e-08,1,2.5010800119468e-08,1,2.5010800119468e-08,1,2.5010800119468e-08,1
2.501166049160363e-08,0.9999999086733568,2.501166049160363e-08,1.009480266498166,2.501166049160363e-08,0.9999425446532657,2.501166049160363e-08,1.007674587817552,2.501166049160363e-08,-0.007247546268853463,2.501166049160363e-08,0,2.501166049160363e-08,1,2.501166049160363e-08,1,2.501166049160363e-08,1,2.501166049160363e-08,0,2.501166049160363e-08,1,2.501166049160363e-08,1,2.501166049160363e-08,1,2.501166049160363e-08,1
2.501278674692172e-08,1.000000046000863,2.501278674692172e-08,1.010167971162054,2.501278674692172e-08,0.9999246892002802,2.501278674692172e-08,1.008170527362619,2.501278674692172e-08,-0.007595474708638278,2.501278674692172e-08,0,2.501278674692172e-08,1,2.501278674692172e-08,1,2.501278674692172e-08,1,2.501278674692172e-08,0,2.501278674692172e-08,1,2.501278674692172e-08,1,2.501278674692172e-08,1,2.501278674692172e-08,1
2.501365096376804e-08,1.000000155745211,2.501365096376804e-08,1.010700020090845,2.501365096376804e-08,0.9999280159193246,2.501365096376804e-08,1.008543539479202,2.501365096376804e-08,-0.007893129512286079,2.501365096376804e-08,0,2.501365096376804e-08,1,2.501365096376804e-08,1,2.501365096376804e-08,1,2.501365096376804e-08,0,2.501365096376804e-08,1,2.501365096376804e-08,1,2.501365096376804e-08,1,2.501365096376804e-08,1
2.501446110126399e-08,1.000000143260859,2.501446110126399e-08,1.011213456994593,2.501446110126399e-08,0.9999264849860722,2.501446110126399e-08,1.00889292190719,2.501446110126399e-08,-0.008212960211766053,2.501446110126399e-08,0,2.501446110126399e-08,1,2.501446110126399e-08,1,2.501446110126399e-08,1,2.501446110126399e-08,0,2.501446110126399e-08,1,2.501446110126399e-08,1,2.501446110126399e-08,1,2.501446110126399e-08,1
2.501531577565601e-08,1.000000121727162,2.501531577565601e-08,1.011775118879302,2.501531577565601e-08,0.9999283697986893,2.501531577565601e-08,1.009266461902446,2.501531577565601e-08,-0.008592482087019997,2.501531577565601e-08,0,2.501531577565601e-08,1,2.501531577565601e-08,1,2.501531577565601e-08,1,2.501531577565601e-08,0,2.501531577565601e-08,1,2.501531577565601e-08,1,2.501531577565601e-08,1,2.501531577565601e-08,1
2.501621834693007e-08,1.000000079344744,2.501621834693007e-08,1.012397427640587,2.501621834693007e-08,0.9999324667638673,2.501621834693007e-08,1.009667404927743,2.501621834693007e-08,-0.009047546005028814,2.501621834693007e-08,0,2.501621834693007e-08,1,2.501621834693007e-08,1,2.501621834693007e-08,1,2.501621834693007e-08,0,2.501621834693007e-08,1,2.501621834693007e-08,1,2.501621834693007e-08,1,2.501621834693007e-08,1
2.501739917585568e-08,1.000000004103165,2.501739917585568e-08,1.013268128277818,2.501739917585568e-08,0.9999386108850983,2.501739917585568e-08,1.01021133246554,2.501739917585568e-08,-0.00972601794011925,2.501739917585568e-08,0,2.501739917585568e-08,1,2.501739917585568e-08,1,2.501739917585568e-08,1,2.501739917585568e-08,0,2.501739917585568e-08,1,2.501739917585568e-08,1,2.501739917585568e-08,1,2.501739917585568e-08,1
2.501892600616573e-08,0.9999999126797945,2.501892600616573e-08,1.014520169998292,2.501892600616573e-08,0.999944106345009,2.501892600616573e-08,1.010958407636119,2.501892600616573e-08,-0.0107654370831717,2.501892600616573e-08,0,2.501892600616573e-08,1,2.501892600616573e-08,1,2.501892600616573e-08,1,2.501892600616573e-08,0,2.501892600616573e-08,1,2.501892600616573e-08,1,2.501892600616573e-08,1,2.501892600616573e-08,1
2.502086154003051e-08,0.9999999168317202,2.502086154003051e-08,1.016368107176008,2.502086154003051e-08,0.9999433388617691,2.502086154003051e-08,1.012016098214066,2.502086154003051e-08,-0.01236198749790378,2.502086154003051e-08,0,2.502086154003051e-08,1,2.502086154003051e-08,1,2.502086154003051e-08,1,2.502086154003051e-08,0,2.502086154003051e-08,1,2.502086154003051e-08,1,2.502086154003051e-08,1,2.502086154003051e-08,1
2.502336222947769e-08,1.000000316135023,2.502336222947769e-08,1.019252509923324,2.502336222947769e-08,0.9999323509916934,2.502336222947769e-08,1.013635898129262,2.502336222947769e-08,-0.01487173573072875,2.502336222947769e-08,0,2.502336222947769e-08,1,2.502336222947769e-08,1,2.502336222947769e-08,1,2.502336222947769e-08,0,2.502336222947769e-08,1,2.502336222947769e-08,1,2.502336222947769e-08,1,2.502336222947769e-08,1
2.502574703784322e-08,1.000000652935378,2.502574703784322e-08,1.022419599770291,2.502574703784322e-08,0.9999433281683474,2.502574703784322e-08,1.015521387165805,2.502574703784322e-08,-0.0175531535986162,2.502574703784322e-08,0,2.502574703784322e-08,1,2.502574703784322e-08,1,2.502574703784322e-08,1,2.502574703784322e-08,0,2.502574703784322e-08,1,2.502574703784322e-08,1,2.502574703784322e-08,1,2.502574703784322e-08,1
2.502813963037746e-08,1.000000565086699,2.502813963037746e-08,1.025661764811017,2.502813963037746e-08,1.000039877225838,2.502813963037746e-08,1.017774873155008,2.502813963037746e-08,-0.02016426951043236,2.502813963037746e-08,0,2.502813963037746e-08,1,2.502813963037746e-08,1,2.502813963037746e-08,1,2.502813963037746e-08,0,2.502813963037746e-08,1,2.502813963037746e-08,1,2.502813963037746e-08,1,2.502813963037746e-08,1
2.503090823352948e-08,0.9999989065016821,2.503090823352948e-08,1.028906117125335,2.503090823352948e-08,1.000299872782992,2.503090823352948e-08,1.02070520423551,2.503090823352948e-08,-0.02256250827602499,2.503090823352948e-08,0,2.503090823352948e-08,1,2.503090823352948e-08,1,2.503090823352948e-08,1,2.503090823352948e-08,0,2.503090823352948e-08,1,2.503090823352948e-08,1,2.503090823352948e-08,1,2.503090823352948e-08,1
2.503375081422017e-08,0.999999451995026,2.503375081422017e-08,1.031117167081319,2.503375081422017e-08,1.000648059790447,2.503375081422017e-08,1.023707386809943,2.503375081422017e-08,-0.0239402379638169,2.503375081422017e-08,0,2.503375081422017e-08,1,2.503375081422017e-08,1,2.503375081422017e-08,1,2.503375081422017e-08,0,2.503375081422017e-08,1,2.503375081422017e-08,1,2.503375081422017e-08,1,2.503375081422017e-08,1
2.503658699928254e-08,1.000001084198901,2.503658699928254e-08,1.030821644935038,2.503658699928254e-08,1.00093462410297,2.503658699928254e-08,1.026258240730309,2.503658699928254e-08,-0.02392738018714552,2.503658699928254e-08,0,2.503658699928254e-08,1,2.503658699928254e-08,1,2.503658699928254e-08,1,2.503658699928254e-08,0,2.503658699928254e-08,1,2.503658699928254e-08,1,2.503658699928254e-08,1,2.503658699928254e-08,1
2.503845859662766e-08,1.000000735940943,2.503845859662766e-08,1.026262844414512,2.503845859662766e-08,1.001224210156851,2.503845859662766e-08,1.027515007141205,2.503845859662766e-08,-0.02247831260369601,2.503845859662766e-08,0,2.503845859662766e-08,1,2.503845859662766e-08,1,2.503845859662766e-08,1,2.503845859662766e-08,0,2.503845859662766e-08,1,2.503845859662766e-08,1,2.503845859662766e-08,1,2.503845859662766e-08,1
2.504057666412805e-08,0.9999960939922015,2.504057666412805e-08,1.009428932680717,2.504057666412805e-08,1.00144463412752,2.504057666412805e-08,1.02830797506404,2.504057666412805e-08,-0.01544030814479248,2.504057666412805e-08,0,2.504057666412805e-08,1,2.504057666412805e-08,1,2.504057666412805e-08,1,2.504057666412805e-08,0,2.504057666412805e-08,1,2.504057666412805e-08,1,2.504057666412805e-08,1,2.504057666412805e-08,1
2.504239549649329e-08,0.9999915844236058,2.504239549649329e-08,0.9821020574405167,2.504239549649329e-08,1.001783114530395,2.504239549649329e-08,1.027928442424361,2.504239549649329e-08,0.000886986248527485,2.504239549649329e-08,0,2.504239549649329e-08,1,2.504239549649329e-08,1,2.504239549649329e-08,1,2.504239549649329e-08,0,2.504239549649329e-08,1,2.504239549649329e-08,1,2.504239549649329e-08,1,2.504239549649329e-08,1
2.504401259291944e-08,0.99998880331975,2.504401259291944e-08,0.9496207453981178,2.504401259291944e-08,1.002236968742796,2.504401259291944e-08,1.025526086389481,2.504401259291944e-08,0.02681895936456663,2.504401259291944e-08,0,2.504401259291944e-08,1,2.504401259291944e-08,1,2.504401259291944e-08,1,2.504401259291944e-08,0,2.504401259291944e-08,1,2.504401259291944e-08,1,2.504401259291944e-08,1,2.504401259291944e-08,1
2.504569036659874e-08,0.9999901761667261,2.504569036659874e-08,0.9103035605409967,2.504569036659874e-08,1.002642263751333,2.504569036659874e-08,1.018316914359668,2.504569036659874e-08,0.0643234643051,2.504569036659874e-08,0,2.504569036659874e-08,1,2.504569036659874e-08,1,2.504569036659874e-08,1,2.504569036659874e-08,0,2.504569036659874e-08,1,2.504569036659874e-08,1,2.504569036659874e-08,1,2.504569036659874e-08,1
2.504769783611548e-08,0.9999975879836007,2.504769783611548e-08,0.8575019776844346,2.504769783611548e-08,1.002279667828854,2.504769783611548e-08,0.9998066612894909,2.504769783611548e-08,0.1196092426684811,2.504769783611548e-08,0,2.504769783611548e-08,1,2.504769783611548e-08,1,2.504769783611548e-08,1,2.504769783611548e-08,0,2.504769783611548e-08,1,2.504769783611548e-08,1,2.504769783611548e-08,1,2.504769783611548e-08,1
2.504958304888253e-08,0.9999999435864011,2.504958304888253e-08,0.802837486590495,2.504958304888253e-08,1.000355957693331,2.504958304888253e-08,0.9724880413294706,2.504958304888253e-08,0.1783987628088081,2.504958304888253e-08,0,2.504958304888253e-08,1,2.504958304888253e-08,1,2.504958304888253e-08,1,2.504958304888253e-08,0,2.504958304888253e-08,1,2.504958304888253e-08,1,2.504958304888253e-08,1,2.504958304888253e-08,1
2.505122421117872e-08,0.9999971573307734,2.505122421117872e-08,0.7509982091782826,2.505122421117872e-08,0.9975900634461029,2.505122421117872e-08,0.9427744617438664,2.505122421117872e-08,0.2326504021897938,2.505122421117872e-08,0,2.505122421117872e-08,1,2.505122421117872e-08,1,2.505122421117872e-08,1,2.505122421117872e-08,0,2.505122421117872e-08,1,2.505122421117872e-08,1,2.505122421117872e-08,1,2.505122421117872e-08,1
2.505267759833853e-08,0.9999949958612618,2.505267759833853e-08,0.7008877132987988,2.505267759833853e-08,0.9943850611882514,2.505267759833853e-08,0.9131261822806993,2.505267759833853e-08,0.2818731046046412,2.505267759833853e-08,0,2.505267759833853e-08,1,2.505267759833853e-08,1,2.505267759833853e-08,1,2.505267759833853e-08,0,2.505267759833853e-08,1,2.505267759833853e-08,1,2.505267759833853e-08,1,2.505267759833853e-08,1
2.505421639193456e-08,1.0000063653888,2.505421639193456e-08,0.6421733984351669,2.505421639193456e-08,0.9907042202965005,2.505421639193456e-08,0.87881769599027,2.505421639193456e-08,0.3348715512657165,2.505421639193456e-08,0,2.505421639193456e-08,1,2.505421639193456e-08,1,2.505421639193456e-08,1,2.505421639193456e-08,0,2.505421639193456e-08,1,2.505421639193456e-08,1,2.505421639193456e-08,1,2.505421639193456e-08,1
