/in X,/in Y,/output X,/output Y
2.509006171813931e-08,0.09938281860688392,2.509006171813931e-08,0.9921792759637956
2.509380579852927e-08,0.06194201470734562,2.509380579852927e-08,0.9935151385283835
2.509690289926464e-08,0.03097100735364766,2.509690289926464e-08,0.9939518306142812
2.51e-08,0,2.51e-08,0.9942600481613049
2.51000241960995e-08,0,2.51000241960995e-08,0.9943170370747455
2.510007258829848e-08,0,2.510007258829848e-08,0.9944407875024295
2.510016937269646e-08,0,2.510016937269646e-08,0.9946838195015333
2.510021776489545e-08,0,2.510021776489545e-08,0.9947999618051669
2.510031454929342e-08,0,2.510031454929342e-08,0.9950271490592737
2.510050811808937e-08,0,2.510050811808937e-08,0.9954493450761129
2.510060490248735e-08,0,2.510060490248735e-08,0.9956478322433293
2.51007984712833e-08,0,2.51007984712833e-08,0.9960179645736305
2.51011856088752e-08,0,2.51011856088752e-08,0.9966679119510137
2.5101959884059e-08,0,2.5101959884059e-08,0.9976722541873916
2.51023470216509e-08,0,2.51023470216509e-08,0.9980523039598639
2.51031212968347e-08,0,2.51031212968347e-08,0.9986397899542463
2.51046698472023e-08,0,2.51046698472023e-08,0.9993519200358822
2.510776694793751e-08,0,2.510776694793751e-08,0.9998899690822944
2.511358964315923e-08,0,2.511358964315923e-08,1.000017947846682
2.512189899633748e-08,0,2.512189899633748e-08,0.9999929494649284
2.513592855422799e-08,0,2.513592855422799e-08,1.000003742798391
2.516398767000901e-08,0,2.516398767000901e-08,0.9999971214280643
2.522010590157103e-08,0,2.522010590157103e-08,1.000002410110832
2.533234236469509e-08,0,2.533234236469509e-08,0.9999976629473279
2.55568152909432e-08,0,2.55568152909432e-08,1.000002165194219
2.600576114343942e-08,0,2.600576114343942e-08,0.9999977795056695
2.680576114343942e-08,0,2.680576114343942e-08,1.000002106041075
2.760576114343942e-08,0,2.760576114343942e-08,0.9999978213896769
2.840576114343942e-08,0,2.840576114343942e-08,1.000002064614431
2.920576114343942e-08,0,2.920576114343942e-08,0.9999978623589098
3e-08,0,3e-08,1.000002023954812
3.000156250000001e-08,0.01562500000003426,3.000156250000001e-08,1.00262499176904
3.000468750000001e-08,0.04687500000010278,3.000468750000001e-08,1.005560778083853
3.001093750000003e-08,0.1093750000002398,3.001093750000003e-08,1.006421811407244
3.001811763407312e-08,0.1811763407311625,3.001811763407312e-08,1.007306507250921
3.002594238652165e-08,0.2594238652164567,3.002594238652165e-08,1.009097666252055
3.004159189141871e-08,0.415918914187045,3.004159189141871e-08,1.015661457993958
3.004941664386724e-08,0.4941664386723391,3.004941664386724e-08,1.014512274617113
3.005391101777882e-08,0.5391101777882098,3.005391101777882e-08,1.003399811292774
3.005819232932947e-08,0.5819232932946177,3.005819232932947e-08,0.9726767469421103
3.006308082208408e-08,0.6308082208407916,3.006308082208408e-08,0.8931134586121389
3.006726313454494e-08,0.6726313454493448,3.006726313454494e-08,0.7735229261413509
3.00717312358537e-08,0.7173123585369624,3.00717312358537e-08,0.5814523984544959
3.007649623075892e-08,0.7649623075891903,3.007649623075892e-08,0.3145723196759181
3.007857035955482e-08,0.7857035955481761,3.007857035955482e-08,0.1911546545581719
3.007935334146867e-08,0.7935334146866717,3.007935334146867e-08,0.1480160707748886
3.008091930529637e-08,0.8091930529636627,3.008091930529637e-08,0.0819529576735281
3.008231762947111e-08,0.823176294711042,3.008231762947111e-08,0.04806160590183917
3.008396604501146e-08,0.8396604501145493,3.008396604501146e-08,0.02662141636874201
3.008564784342676e-08,0.8564784342675895,3.008564784342676e-08,0.01551030664272239
3.008751869682596e-08,0.8751869682595343,3.008751869682596e-08,0.00949382705756761
3.008987826409697e-08,0.8987826409696209,3.008987826409697e-08,0.006391076033034478
3.009293637112656e-08,0.929363711265518,3.009293637112656e-08,0.005060326874492839
3.009689551721058e-08,0.9689551721058013,3.009689551721058e-08,0.004490302931175648
3.01e-08,1,3.01e-08,0.004215946512298075
3.010009701508717e-08,1,3.010009701508717e-08,0.003972798716571274
3.01002910452615e-08,1,3.01002910452615e-08,0.003507155911983042
3.010067910561017e-08,1,3.010067910561017e-08,0.00272960184721445
3.010145522630751e-08,1,3.010145522630751e-08,0.001640880000446967
3.010300746770217e-08,1,3.010300746770217e-08,0.0005492958412467811
3.010611195049151e-08,1,3.010611195049151e-08,6.51088649778e-07
3.011024964854949e-08,1,3.011024964854949e-08,-4.813718013576326e-06
3.011648009612322e-08,1,3.011648009612322e-08,1.863706160510232e-06
3.012759237729955e-08,1,3.012759237729955e-08,-1.021046732797505e-06
3.01498169396522e-08,1,3.01498169396522e-08,8.36675618801193e-07
3.019426606435751e-08,1,3.019426606435751e-08,-6.779243986342997e-07
3.028316431376814e-08,1,3.028316431376814e-08,6.941278211782001e-07
3.046096081258938e-08,1,3.046096081258938e-08,-6.127807939393524e-07
3.081655381023186e-08,1,3.081655381023186e-08,6.629689148607903e-07
3.152773980551682e-08,1,3.152773980551682e-08,-5.975407119557834e-07
3.232773980551682e-08,1,3.232773980551682e-08,6.534939147875114e-07
3.312773980551682e-08,1,3.312773980551682e-08,-5.886966439528153e-07
3.392773980551682e-08,1,3.392773980551682e-08,6.447189645873713e-07
3.446386990275842e-08,1,3.446386990275842e-08,-5.778681196994858e-07
3.500000000000001e-08,1,3.500000000000001e-08,6.318772329072102e-07
3.500156250000001e-08,0.9843749999999244,3.500156250000001e-08,-0.002239280717347209
3.500468750000002e-08,0.9531249999998559,3.500468750000002e-08,-0.004471200286608831
3.501093750000003e-08,0.8906249999997188,3.501093750000003e-08,-0.004907559514429703
3.501774466969951e-08,0.8225533030049166,3.501774466969951e-08,-0.006039505519794745
3.502578295474208e-08,0.7421704525792906,3.502578295474208e-08,-0.008066439526700237
3.50418595248272e-08,0.5814047517280387,3.50418595248272e-08,-0.01548540427431177
3.50455670181758e-08,0.544329818242006,3.50455670181758e-08,-0.01667616371753589
3.505298200487301e-08,0.4701799512699405,3.505298200487301e-08,-0.001991839538234245
3.505757694529928e-08,0.4242305470072144,3.505757694529928e-08,0.03458588639554858
3.506266814555247e-08,0.3733185444753635,3.506266814555247e-08,0.1342427729430761
3.50665742227193e-08,0.3342577728070961,3.50665742227193e-08,0.263881287133417
3.507130248509852e-08,0.2869751490148924,3.507130248509852e-08,0.4882398309396879
3.507431640001222e-08,0.256835999877872,3.507431640001222e-08,0.6626274807456635
3.507638246367113e-08,0.2361753632887039,3.507638246367113e-08,0.7856505223618312
3.507812774867073e-08,0.218722513292725,3.507812774867073e-08,0.8762680696269949
3.508005443978615e-08,0.1994556021385693,3.508005443978615e-08,0.9389423551750572
3.508167718093668e-08,0.1832281906332268,3.508167718093668e-08,0.9635853916559132
3.508322221913553e-08,0.1677778086447983,3.508322221913553e-08,0.9760624515185135
3.508489870788858e-08,0.1510129211142957,3.508489870788858e-08,0.9838414773237464
3.508705641948575e-08,0.1294358051425686,3.508705641948575e-08,0.9890367288706751
3.50900617181392e-08,0.0993828186080089,3.50900617181392e-08,0.9921792759637286
3.509380579852912e-08,0.06194201470886762,3.509380579852912e-08,0.9935151385283523
3.509690289926456e-08,0.0309710073544418,3.509690289926456e-08,0.9939518306142721
3.510000000000001e-08,0,3.510000000000001e-08,0.99426004816131
3.510002419609951e-08,0,3.510002419609951e-08,0.9943170370747588
3.51000725882985e-08,0,3.51000725882985e-08,0.9944407875024597
3.510016937269649e-08,0,3.510016937269649e-08,0.9946838195015943
3.510021776489548e-08,0,3.510021776489548e-08,0.9947999618052424
3.510031454929347e-08,0,3.510031454929347e-08,0.9950271490593762
3.510050811808945e-08,0,3.510050811808945e-08,0.9954493450762619
3.510060490248744e-08,0,3.510060490248744e-08,0.9956478322434983
3.510079847128341e-08,0,3.510079847128341e-08,0.9960179645738336
3.510118560887537e-08,0,3.510118560887537e-08,0.9966679119512651
3.510195988405927e-08,0,3.510195988405927e-08,0.9976722541876837
3.510234702165123e-08,0,3.510234702165123e-08,0.998052303960156
3.510312129683513e-08,0,3.510312129683513e-08,0.9986397899545184
3.510466984720295e-08,0,3.510466984720295e-08,0.9993519200360839
3.510776694793858e-08,0,3.510776694793858e-08,0.9998899690823716
3.511358964316082e-08,0,3.511358964316082e-08,1.000017947846674
3.512189899634006e-08,0,3.512189899634006e-08,0.9999929494649303
3.513592855423282e-08,0,3.513592855423282e-08,1.00000374279839
3.516398767001834e-08,0,3.516398767001834e-08,0.9999971214280645
3.522010590158938e-08,0,3.522010590158938e-08,1.000002410110831
3.533234236473146e-08,0,3.533234236473146e-08,0.9999976629473282
3.555681529101562e-08,0,3.555681529101562e-08,1.000002165194219
3.600576114358395e-08,0,3.600576114358395e-08,0.9999977795056697
3.680576114358395e-08,0,3.680576114358395e-08,1.000002106041075
3.760576114358395e-08,0,3.760576114358395e-08,0.9999978213896771
