/a X,/a Y,/b X,/b Y,/Cin X,/Cin Y,/G X,/G Y,/P X,/P Y,/S X,/S Y,/Cout X,/Cout Y
7.697649873715772e-09,0,7.697649873715772e-09,1,7.697649873715772e-09,0,7.697649873715772e-09,0.0002780545389505181,7.697649873715772e-09,0.9915935655894815,7.697649873715772e-09,0.9796645529156012,7.697649873715772e-09,7.062586164376308e-05
7.698088114536954e-09,0,7.698088114536954e-09,1,7.698088114536954e-09,0,7.698088114536954e-09,0.0002614742174317767,7.698088114536954e-09,0.9918048325844274,7.698088114536954e-09,0.981041257898446,7.698088114536954e-09,6.639746335970535e-05
7.698307234947545e-09,0,7.698307234947545e-09,1,7.698307234947545e-09,0,7.698307234947545e-09,0.000253400220217745,7.698307234947545e-09,0.9919078019316833,7.698307234947545e-09,0.9816914263024106,7.698307234947545e-09,6.42678130129682e-05
7.698745475768727e-09,0,7.698745475768727e-09,1,7.698745475768727e-09,0,7.698745475768727e-09,0.0002382944347753299,7.698745475768727e-09,0.9921089695062223,7.698745475768727e-09,0.9829315662044297,7.698745475768727e-09,6.042368212542339e-05
7.699621957411091e-09,0,7.699621957411091e-09,1,7.699621957411091e-09,0,7.699621957411091e-09,0.0002104280146261433,7.699621957411091e-09,0.9924921123766872,7.699621957411091e-09,0.985161687408719,7.699621957411091e-09,5.320377446676464e-05
7.701374920695818e-09,0,7.701374920695818e-09,1,7.701374920695818e-09,0,7.701374920695818e-09,0.0001641876688218284,7.701374920695818e-09,0.993187439878275,7.701374920695818e-09,0.9888046632919077,7.701374920695818e-09,4.137345128834687e-05
7.702251402338182e-09,0,7.702251402338182e-09,1,7.702251402338182e-09,0,7.702251402338182e-09,0.0001449676068786072,7.702251402338182e-09,0.9935023982463703,7.702251402338182e-09,0.990266405654404,7.702251402338182e-09,3.639909637846018e-05
7.70400436562291e-09,0,7.70400436562291e-09,1,7.70400436562291e-09,0,7.70400436562291e-09,0.0001131550436417236,7.70400436562291e-09,0.9940752177205974,7.70400436562291e-09,0.9926555135847075,7.70400436562291e-09,2.830675399124361e-05
7.707510292192366e-09,0,7.707510292192366e-09,1,7.707510292192366e-09,0,7.707510292192366e-09,6.821868750717447e-05,7.707510292192366e-09,0.9950250402723887,7.707510292192366e-09,0.9958616679753148,7.707510292192366e-09,1.696848735776688e-05
7.709263255477094e-09,0,7.709263255477094e-09,1,7.709263255477094e-09,0,7.709263255477094e-09,5.330911185960677e-05,7.709263255477094e-09,0.9954148208686722,7.709263255477094e-09,0.9968772780881633,7.709263255477094e-09,1.32160736641391e-05
7.71276918204655e-09,0,7.71276918204655e-09,1,7.71276918204655e-09,0,7.71276918204655e-09,3.20265720062091e-05,7.71276918204655e-09,0.9960648351884545,7.71276918204655e-09,0.9982392079368499,7.71276918204655e-09,7.918407033009134e-06
7.719781035185461e-09,0,7.719781035185461e-09,1,7.719781035185461e-09,0,7.719781035185461e-09,1.06950853308714e-05,7.719781035185461e-09,0.9969842915706278,7.719781035185461e-09,0.9995002283191269,7.719781035185461e-09,2.734437964039519e-06
7.732404144044202e-09,0,7.732404144044202e-09,1,7.732404144044202e-09,0,7.732404144044202e-09,-6.846101239105261e-08,7.732404144044202e-09,0.9978998441610545,7.732404144044202e-09,0.9999987721884201,7.732404144044202e-09,1.481848449265563e-07
7.749415378598165e-09,0,7.749415378598165e-09,1,7.749415378598165e-09,0,7.749415378598165e-09,-1.307621772195921e-06,7.749415378598165e-09,0.9984619113557017,7.749415378598165e-09,1.000001117648611,7.749415378598165e-09,7.365377455358773e-08
7.775125886970073e-09,0,7.775125886970073e-09,1,7.775125886970073e-09,0,7.775125886970073e-09,-1.984295973233559e-06,7.775125886970073e-09,0.9988703029214877,7.775125886970073e-09,0.9999995130285491,7.775125886970073e-09,1.32768257446144e-08
7.82345384194667e-09,0,7.82345384194667e-09,1,7.82345384194667e-09,0,7.82345384194667e-09,-2.518144241102627e-06,7.82345384194667e-09,0.9992525103512031,7.82345384194667e-09,1.000000951781179,7.82345384194667e-09,8.374769229304312e-08
7.886967685967704e-09,0,7.886967685967704e-09,1,7.886967685967704e-09,0,7.886967685967704e-09,-2.909774900517246e-06,7.886967685967704e-09,0.999490501296906,7.886967685967704e-09,0.9999994767643839,7.886967685967704e-09,1.070601105120131e-08
7.971743723965389e-09,0,7.971743723965389e-09,1,7.971743723965389e-09,0,7.971743723965389e-09,-3.022617338049924e-06,7.971743723965389e-09,0.9996490185795873,7.971743723965389e-09,1.000001021522424,7.971743723965389e-09,8.459361307324829e-08
8.081425998782306e-09,0,8.081425998782306e-09,1,8.081425998782306e-09,0,8.081425998782306e-09,-3.215432905369423e-06,8.081425998782306e-09,0.9997523276407051,8.081425998782306e-09,0.9999994525850265,8.081425998782306e-09,1.025147400182922e-08
8.23268774861291e-09,0,8.23268774861291e-09,1,8.23268774861291e-09,0,8.23268774861291e-09,-3.199649794672194e-06,8.23268774861291e-09,0.9998265768991961,8.23268774861291e-09,1.000001041301152,8.23268774861291e-09,8.480323147491736e-08
8.439278229334033e-09,0,8.439278229334033e-09,1,8.439278229334033e-09,0,8.439278229334033e-09,-3.331474264004488e-06,8.439278229334033e-09,0.999877892879931,8.439278229334033e-09,0.9999994404635985,8.439278229334033e-09,1.013354549955938e-08
8.7241989080985e-09,0,8.7241989080985e-09,1,8.7241989080985e-09,0,8.7241989080985e-09,-3.270269043058371e-06,8.7241989080985e-09,0.9999146261331125,8.7241989080985e-09,1.000001046615602,8.7241989080985e-09,8.486790224439156e-08
9.114499206939293e-09,0,9.114499206939293e-09,1,9.114499206939293e-09,0,9.114499206939293e-09,-3.378662275246034e-06,9.114499206939293e-09,0.9999398099564044,9.114499206939293e-09,0.9999994320390937,9.114499206939293e-09,1.009389503764519e-08
9.653023194293156e-09,0,9.653023194293156e-09,1,9.653023194293156e-09,0,9.653023194293156e-09,-3.29971572317281e-06,9.653023194293156e-09,0.9999580290081506,9.653023194293156e-09,1.000001045426145,9.653023194293156e-09,8.489254646430307e-08
1.039687456870889e-08,0,1.039687456870889e-08,1,1.039687456870889e-08,0,1.039687456870889e-08,-3.399050377083509e-06,1.039687456870889e-08,0.9999704305416263,1.039687456870889e-08,0.9999994230385023,1.039687456870889e-08,1.007781552122048e-08
1.1e-08,0,1.1e-08,1,1.1e-08,0,1.1e-08,-3.31084827587939e-06,1.1e-08,0.999976551462046,1.1e-08,1.000001040725589,1.1e-08,8.490611078676586e-08
1.1000390625e-08,0,1.1000390625e-08,0.996093750000008,1.1000390625e-08,0,1.1000390625e-08,-3.602560043573752e-05,1.1000390625e-08,0.9996765206927599,1.1000390625e-08,0.9999969982100604,1.1000390625e-08,-1.94691083427074e-06
1.1001171875e-08,0,1.1001171875e-08,0.988281250000024,1.1001171875e-08,0,1.1001171875e-08,-8.711941406673765e-05,1.1001171875e-08,0.9991185615054421,1.1001171875e-08,0.9999918305970855,1.1001171875e-08,-4.121506362102582e-06
1.1002734375e-08,0,1.1002734375e-08,0.9726562500000558,1.1002734375e-08,0,1.1002734375e-08,-0.0001271759775006993,1.1002734375e-08,0.9982114796886296,1.1002734375e-08,0.9999868728209549,1.1002734375e-08,-2.502205508404532e-06
1.100585937499999e-08,0,1.100585937499999e-08,0.9414062500001197,1.100585937499999e-08,0,1.100585937499999e-08,-0.000108568317592614,1.100585937499999e-08,0.9969317294054962,1.100585937499999e-08,0.9999904513225614,1.100585937499999e-08,2.187506731069128e-06
1.101190351703502e-08,0,1.101190351703502e-08,0.880964829649769,1.101190351703502e-08,0,1.101190351703502e-08,-3.402594687192405e-05,1.101190351703502e-08,0.995490909747381,1.101190351703502e-08,1.000001604147176,1.101190351703502e-08,1.652201374621087e-06
1.102000897255638e-08,0,1.102000897255638e-08,0.7999102744362356,1.102000897255638e-08,0,1.102000897255638e-08,-1.577650591824556e-06,1.102000897255638e-08,0.9945594665527046,1.102000897255638e-08,1.000004664542455,1.102000897255638e-08,-8.455834355159601e-07
1.103229312457439e-08,0,1.103229312457439e-08,0.677068754256098,1.103229312457439e-08,0,1.103229312457439e-08,-1.03675092917558e-06,1.103229312457439e-08,0.9941255763378777,1.103229312457439e-08,1.000002068511178,1.103229312457439e-08,1.005304359455273e-07
1.105249939112042e-08,0,1.105249939112042e-08,0.4750060887958061,1.105249939112042e-08,0,1.105249939112042e-08,-6.240600443069399e-06,1.105249939112042e-08,0.9960457553174231,1.105249939112042e-08,1.00000258174579,1.105249939112042e-08,-1.737677427174721e-08
1.10565142357769e-08,0,1.10565142357769e-08,0.4348576422309771,1.10565142357769e-08,0,1.10565142357769e-08,-2.279455509424689e-05,1.10565142357769e-08,0.9962110212675542,1.10565142357769e-08,0.9999983246837492,1.10565142357769e-08,-3.825196272220546e-07
1.106454392508987e-08,0,1.106454392508987e-08,0.3545607491013192,1.106454392508987e-08,0,1.106454392508987e-08,-9.462862172892504e-06,1.106454392508987e-08,0.9970958406987022,1.106454392508987e-08,1.000000856297769,1.106454392508987e-08,6.772361657963732e-07
1.107101985595374e-08,0,1.107101985595374e-08,0.2898014404626333,1.107101985595374e-08,0,1.107101985595374e-08,3.668706386954951e-06,1.107101985595374e-08,0.9996697489170583,1.107101985595374e-08,1.000008922820892,1.107101985595374e-08,-2.114274392954945e-10
1.10776122815249e-08,0,1.10776122815249e-08,0.2238771847509593,1.10776122815249e-08,0,1.10776122815249e-08,1.113519547296284e-05,1.10776122815249e-08,1.003914777020612,1.10776122815249e-08,1.000010537028875,1.10776122815249e-08,-1.101309522935084e-08
1.108175922938515e-08,0,1.108175922938515e-08,0.1824077061484912,1.108175922938515e-08,0,1.108175922938515e-08,1.258806731000657e-05,1.108175922938515e-08,1.005721799277035,1.108175922938515e-08,1.000000076177658,1.108175922938515e-08,-8.855932792648309e-08
1.108344828245795e-08,0,1.108344828245795e-08,0.1655171754205024,1.108344828245795e-08,0,1.108344828245795e-08,1.163693508962893e-05,1.108344828245795e-08,1.005544807314908,1.108344828245795e-08,0.9999918307193001,1.108344828245795e-08,-1.648357631735515e-07
1.108499082336792e-08,0,1.108499082336792e-08,0.1500917663207907,1.108499082336792e-08,0,1.108499082336792e-08,1.176655478744073e-05,1.108499082336792e-08,1.004954335293172,1.108499082336792e-08,0.9999840646251419,1.108499082336792e-08,-1.15114788361877e-07
1.108696318078244e-08,0,1.108696318078244e-08,0.1303681921756202,1.108696318078244e-08,0,1.108696318078244e-08,1.168893136069731e-05,1.108696318078244e-08,1.003776211683271,1.108696318078244e-08,0.9999765287431922,1.108696318078244e-08,-5.717703215652657e-08
1.108852760154991e-08,0,1.108852760154991e-08,0.1147239845009022,1.108852760154991e-08,0,1.108852760154991e-08,1.15605736395354e-05,1.108852760154991e-08,1.002482667318199,1.108852760154991e-08,0.9999723869046512,1.108852760154991e-08,-6.438663063848706e-09
1.109047330894579e-08,0,1.109047330894579e-08,0.09526691054212266,1.109047330894579e-08,0,1.109047330894579e-08,1.089866527616672e-05,1.109047330894579e-08,0.9986849605982582,1.109047330894579e-08,0.9999547447001742,1.109047330894579e-08,-1.030111681440934e-07
1.109200081559999e-08,0,1.109200081559999e-08,0.0799918440000692,1.109200081559999e-08,0,1.109200081559999e-08,9.59681160568232e-06,1.109200081559999e-08,0.9892739368617002,1.109200081559999e-08,0.9998946759973675,1.109200081559999e-08,-5.073693482854942e-07
1.109319264656569e-08,0,1.109319264656569e-08,0.06807353434307717,1.109319264656569e-08,0,1.109319264656569e-08,8.840912759347432e-06,1.109319264656569e-08,0.9751956835012242,1.109319264656569e-08,0.9998061828311716,1.109319264656569e-08,-6.831564708493315e-07
1.109443412938103e-08,0,1.109443412938103e-08,0.05565870618971347,1.109443412938103e-08,0,1.109443412938103e-08,8.286782095551706e-06,1.109443412938103e-08,0.9545004888670298,1.109443412938103e-08,0.9996934721022585,1.109443412938103e-08,-7.536435991456871e-07
1.109565453239798e-08,0,1.109565453239798e-08,0.04345467602023367,1.109565453239798e-08,0,1.109565453239798e-08,7.85929866662688e-06,1.109565453239798e-08,0.930303739035958,1.109565453239798e-08,0.9995915575309566,1.109565453239798e-08,-7.476417643272241e-07
1.109700506352134e-08,0,1.109700506352134e-08,0.02994936478662591,1.109700506352134e-08,0,1.109700506352134e-08,8.628034536223891e-06,1.109700506352134e-08,0.9009985451663528,1.109700506352134e-08,0.9995065433171988,1.109700506352134e-08,-2.407902623097184e-07
1.109851251473783e-08,0,1.109851251473783e-08,0.01487485262169486,1.109851251473783e-08,0,1.109851251473783e-08,9.617570808780786e-06,1.109851251473783e-08,0.866363090634452,1.109851251473783e-08,0.9994451613862808,1.109851251473783e-08,3.763116728072767e-07
1.11e-08,0,1.11e-08,7.66053886991358e-15,1.11e-08,0,1.11e-08,1.027166093885514e-05,1.11e-08,0.8307662325082988,1.11e-08,0.9994074525900352,1.11e-08,7.625390039896049e-07
1.110004264592471e-08,0,1.110004264592471e-08,0,1.110004264592471e-08,0,1.110004264592471e-08,1.618159837884824e-05,1.110004264592471e-08,0.8297948952086579,1.110004264592471e-08,0.9994072793518096,1.110004264592471e-08,1.308054708490439e-06
1.110012793777413e-08,0,1.110012793777413e-08,0,1.110012793777413e-08,0,1.110012793777413e-08,2.835259541382916e-05,1.110012793777413e-08,0.8278532506731434,1.110012793777413e-08,0.99940695979157,1.110012793777413e-08,2.4811887994212e-06
1.110017058369884e-08,0,1.110017058369884e-08,0,1.110017058369884e-08,0,1.110017058369884e-08,3.418800244991549e-05,1.110017058369884e-08,0.8268811799177795,1.110017058369884e-08,0.9994068035506597,1.110017058369884e-08,3.027424014741089e-06
1.110025587554825e-08,0,1.110025587554825e-08,0,1.110025587554825e-08,0,1.110025587554825e-08,4.517605367555628e-05,1.110025587554825e-08,0.8249331404554927,1.110025587554825e-08,0.99940650932995,1.110025587554825e-08,3.969230687013756e-06
1.110042645924709e-08,0,1.110042645924709e-08,0,1.110042645924709e-08,0,1.110042645924709e-08,6.505550349845962e-05,1.110042645924709e-08,0.8210246064492596,1.110042645924709e-08,0.9994059468278379,1.110042645924709e-08,5.474386598628499e-06
1.110076762664476e-08,0,1.110076762664476e-08,0,1.110076762664476e-08,0,1.110076762664476e-08,9.70261682761987e-05,1.110076762664476e-08,0.8131542884808025,1.110076762664476e-08,0.9994047994120671,1.110076762664476e-08,7.159077636889174e-06
1.11014499614401e-08,0,1.11014499614401e-08,0,1.11014499614401e-08,0,1.11014499614401e-08,0.0001367633590723599,1.11014499614401e-08,0.7972010843054679,1.11014499614401e-08,0.9994015621875753,1.11014499614401e-08,7.262815097958795e-06
1.110281463103079e-08,0,1.110281463103079e-08,0,1.110281463103079e-08,0,1.110281463103079e-08,0.0001577949259976435,1.110281463103079e-08,0.7644220247337553,1.110281463103079e-08,0.9993867007878217,1.110281463103079e-08,2.871059942786918e-06
1.110554397021216e-08,0,1.110554397021216e-08,0,1.110554397021216e-08,0,1.110554397021216e-08,0.0001151811643586825,1.110554397021216e-08,0.6950366207327435,1.110554397021216e-08,0.9993025729161293,1.110554397021216e-08,-3.543793770112827e-06
1.110959442423912e-08,0,1.110959442423912e-08,0,1.110959442423912e-08,0,1.110959442423912e-08,4.184298908962818e-05,1.110959442423912e-08,0.5812672227030088,1.110959442423912e-08,0.9990393874021428,1.110959442423912e-08,-2.515287045999061e-06
1.111378028640546e-08,0,1.111378028640546e-08,0,1.111378028640546e-08,0,1.111378028640546e-08,1.139276904116011e-05,1.111378028640546e-08,0.4550897040093452,1.111378028640546e-08,0.9990978806693049,1.111378028640546e-08,1.275910634934786e-07
1.111712482077681e-08,0,1.111712482077681e-08,0,1.111712482077681e-08,0,1.111712482077681e-08,5.489863940080559e-06,1.111712482077681e-08,0.3586436844392683,1.111712482077681e-08,1.000704552113798,1.111712482077681e-08,7.106869019366957e-07
1.112079715103225e-08,0,1.112079715103225e-08,0,1.112079715103225e-08,0,1.112079715103225e-08,5.185341242484406e-06,1.112079715103225e-08,0.2658169451746127,1.112079715103225e-08,1.005372513022607,1.112079715103225e-08,1.579524261942884e-06
1.112400780730037e-08,0,1.112400780730037e-08,0,1.112400780730037e-08,0,1.112400780730037e-08,4.152513066345778e-06,1.112400780730037e-08,0.2002128025384148,1.112400780730037e-08,1.011977808925698,1.112400780730037e-08,1.321962412593245e-06
1.112856306627651e-08,0,1.112856306627651e-08,0,1.112856306627651e-08,0,1.112856306627651e-08,5.132316822971018e-07,1.112856306627651e-08,0.1329821661476554,1.112856306627651e-08,1.02580532546351,1.112856306627651e-08,-1.163108398001052e-07
1.113316071720291e-08,0,1.113316071720291e-08,0,1.113316071720291e-08,0,1.113316071720291e-08,-1.855338767210962e-06,1.113316071720291e-08,0.08881679590509342,1.113316071720291e-08,1.039645260027995,1.113316071720291e-08,-8.216471307489464e-07
1.113730064920469e-08,0,1.113730064920469e-08,0,1.113730064920469e-08,0,1.113730064920469e-08,-1.625438598921771e-06,1.113730064920469e-08,0.06249448026945092,1.113730064920469e-08,1.005615215032592,1.113730064920469e-08,-5.240898513142141e-07
1.114030816986681e-08,0,1.114030816986681e-08,0,1.114030816986681e-08,0,1.114030816986681e-08,-9.867937910014989e-07,1.114030816986681e-08,0.0482422703463638,1.114030816986681e-08,0.9316444527711052,1.114030816986681e-08,-2.340130388837684e-07
1.114281562870194e-08,0,1.114281562870194e-08,0,1.114281562870194e-08,0,1.114281562870194e-08,-4.000151429142744e-07,1.114281562870194e-08,0.03850619206363425,1.114281562870194e-08,0.8468526242692365,1.114281562870194e-08,-2.987117459411825e-08
1.114553050773453e-08,0,1.114553050773453e-08,0,1.114553050773453e-08,0,1.114553050773453e-08,1.80395280801721e-08,1.114553050773453e-08,0.0297955578612599,1.114553050773453e-08,0.738522760496691,1.114553050773453e-08,9.881970034885481e-08
1.114814370762748e-08,0,1.114814370762748e-08,0,1.114814370762748e-08,0,1.114814370762748e-08,3.066307070664402e-07,1.114814370762748e-08,0.02310238400240049,1.114814370762748e-08,0.6139938552162529,1.114814370762748e-08,1.699672224703306e-07
1.115094068031146e-08,0,1.115094068031146e-08,0,1.115094068031146e-08,0,1.115094068031146e-08,3.728912405267644e-07,1.115094068031146e-08,0.0175755564632826,1.115094068031146e-08,0.4599152661589071,1.115094068031146e-08,1.679827462340112e-07
1.115388483641973e-08,0,1.115388483641973e-08,0,1.115388483641973e-08,0,1.115388483641973e-08,3.755696042718493e-07,1.115388483641973e-08,0.01324671232271375,1.115388483641973e-08,0.2925478973015914,1.115388483641973e-08,1.458408180096349e-07
1.115664908705525e-08,0,1.115664908705525e-08,0,1.115664908705525e-08,0,1.115664908705525e-08,2.737632019539404e-07,1.115664908705525e-08,0.01018360454382181,1.115664908705525e-08,0.1717990982519835,1.115664908705525e-08,1.039894485863156e-07
1.115871256544355e-08,0,1.115871256544355e-08,0,1.115871256544355e-08,0,1.115871256544355e-08,2.881205384316281e-07,1.115871256544355e-08,0.008465151108289038,1.115871256544355e-08,0.1152072551148589,1.115871256544355e-08,1.07969891569517e-07
1.1161416442847e-08,0,1.1161416442847e-08,0,1.1161416442847e-08,0,1.1161416442847e-08,2.436054974648987e-07,1.1161416442847e-08,0.006859610378454927,1.1161416442847e-08,0.06878561621283517,1.1161416442847e-08,9.833362617393647e-08
1.116397345006384e-08,0,1.116397345006384e-08,0,1.116397345006384e-08,0,1.116397345006384e-08,2.20676575147336e-07,1.116397345006384e-08,0.005777598064442222,1.116397345006384e-08,0.04301053822255578,1.116397345006384e-08,8.598224532087441e-08
1.116688116558618e-08,0,1.116688116558618e-08,0,1.116688116558618e-08,0,1.116688116558618e-08,1.549329693274086e-07,1.116688116558618e-08,0.004831795610926165,1.116688116558618e-08,0.02612832789536557,1.116688116558618e-08,6.596107665916312e-08
1.117027253316757e-08,0,1.117027253316757e-08,0,1.117027253316757e-08,0,1.117027253316757e-08,1.805610032462425e-07,1.117027253316757e-08,0.003966572646281754,1.117027253316757e-08,0.01558853099522646,1.117027253316757e-08,7.664208728475492e-08
1.117434538613755e-08,0,1.117434538613755e-08,0,1.117434538613755e-08,0,1.117434538613755e-08,1.604043488428196e-07,1.117434538613755e-08,0.003167096484241581,1.117434538613755e-08,0.009335796607871292,1.117434538613755e-08,7.456321930459632e-08
1.117939312655481e-08,0,1.117939312655481e-08,0,1.117939312655481e-08,0,1.117939312655481e-08,1.768872722174043e-07,1.117939312655481e-08,0.002454246015490196,1.117939312655481e-08,0.005780825855291203,1.117939312655481e-08,7.616319988509449e-08
1.118595395352018e-08,0,1.118595395352018e-08,0,1.118595395352018e-08,0,1.118595395352018e-08,1.190904950536347e-07,1.118595395352018e-08,0.001853549588982818,1.118595395352018e-08,0.00378618048457909,1.118595395352018e-08,5.79724466314674e-08
1.119502904826787e-08,0,1.119502904826787e-08,0,1.119502904826787e-08,0,1.119502904826787e-08,1.242409557515156e-07,1.119502904826787e-08,0.001389138107505323,1.119502904826787e-08,0.002602128131284614,1.119502904826787e-08,5.876695386887602e-08
1.120839506549216e-08,0,1.120839506549216e-08,0,1.120839506549216e-08,0,1.120839506549216e-08,9.024293032418649e-08,1.120839506549216e-08,0.001053874298342219,1.120839506549216e-08,0.001816349134548026,1.120839506549216e-08,5.048549157073365e-08
1.12292404504717e-08,0,1.12292404504717e-08,0,1.12292404504717e-08,0,1.12292404504717e-08,1.171743639669296e-07,1.12292404504717e-08,0.0008001493785221506,1.12292404504717e-08,0.001218179402534465,1.12292404504717e-08,5.702569481677691e-08
1.12556740207331e-08,0,1.12556740207331e-08,0,1.12556740207331e-08,0,1.12556740207331e-08,8.824955017886961e-08,1.12556740207331e-08,0.0006161735484959057,1.12556740207331e-08,0.0008522258155276258,1.12556740207331e-08,4.977935501760007e-08
1.1290707786783e-08,0,1.1290707786783e-08,0,1.1290707786783e-08,0,1.1290707786783e-08,1.168727345696245e-07,1.1290707786783e-08,0.000467260480199257,1.1290707786783e-08,0.000596873991698678,1.1290707786783e-08,5.699534856154248e-08
1.133679947779872e-08,0,1.133679947779872e-08,0,1.133679947779872e-08,0,1.133679947779872e-08,8.845708850187427e-08,1.133679947779872e-08,0.0003508226177700781,1.133679947779872e-08,0.0004261560962011317,1.133679947779872e-08,4.981791214976746e-08
1.139969837445835e-08,0,1.139969837445835e-08,0,1.139969837445835e-08,0,1.139969837445835e-08,1.167456531781936e-07,1.139969837445835e-08,0.0002590628732888195,1.139969837445835e-08,0.0002988265776697388,1.139969837445835e-08,5.696681773213278e-08
1.148460141940539e-08,0,1.148460141940539e-08,0,1.148460141940539e-08,0,1.148460141940539e-08,8.852903087384693e-08,1.148460141940539e-08,0.0001886462120514615,1.148460141940539e-08,0.0002130816890578208,1.148460141940539e-08,4.983534854887278e-08
1.159980743311946e-08,0,1.159980743311946e-08,0,1.159980743311946e-08,0,1.159980743311946e-08,1.167012743180102e-07,1.159980743311946e-08,0.0001386561803184682,1.159980743311946e-08,0.000148144080062909,1.159980743311946e-08,5.69554078091237e-08
1.175594490539178e-08,0,1.175594490539178e-08,0,1.175594490539178e-08,0,1.175594490539178e-08,8.855720361183433e-08,1.175594490539178e-08,0.0001001324779550816,1.175594490539178e-08,0.00010673526406349,1.175594490539178e-08,4.984287776931613e-08
1.196866482141592e-08,0,1.196866482141592e-08,0,1.196866482141592e-08,0,1.196866482141592e-08,1.166826992831644e-07,1.196866482141592e-08,7.180033260416517e-05,1.196866482141592e-08,7.302528051241022e-05,1.196866482141592e-08,5.695030024150169e-08
1.225955713907255e-08,0,1.225955713907255e-08,0,1.225955713907255e-08,0,1.225955713907255e-08,8.856970351536464e-08,1.225955713907255e-08,5.126112093310152e-05,1.225955713907255e-08,5.36456013354295e-05,1.225955713907255e-08,4.984638482722724e-08
1.265837311120789e-08,0,1.265837311120789e-08,0,1.265837311120789e-08,0,1.265837311120789e-08,1.166741289570478e-07,1.265837311120789e-08,3.651242522796004e-05,1.265837311120789e-08,3.544400009555024e-05,1.265837311120789e-08,5.694786020418479e-08
1.320736003150619e-08,0,1.320736003150619e-08,0,1.320736003150619e-08,0,1.320736003150619e-08,8.857565809820205e-08,1.320736003150619e-08,2.581714576517647e-05,1.320736003150619e-08,2.707680650435585e-05,1.320736003150619e-08,4.984809821675582e-08
1.396407567978382e-08,0,1.396407567978382e-08,0,1.396407567978382e-08,0,1.396407567978382e-08,1.166699514543849e-07,1.396407567978382e-08,1.831695616696136e-05,1.396407567978382e-08,1.663396283816421e-05,1.396407567978382e-08,5.694664885533911e-08
1.5e-08,0,1.5e-08,0,1.5e-08,0,1.5e-08,8.857862233011422e-08,1.5e-08,1.284306576479392e-05,1.5e-08,1.382562622289314e-05,1.5e-08,4.984896257838333e-08
1.50005859375e-08,0.003906250000008565,1.50005859375e-08,0,1.50005859375e-08,0,1.50005859375e-08,3.494153307504809e-05,1.50005859375e-08,6.085505945817928e-05,1.50005859375e-08,1.344033722850106e-05,1.50005859375e-08,2.350555278622134e-06
1.500087890625e-08,0.005859375000012848,1.500087890625e-08,0,1.500087890625e-08,0,1.500087890625e-08,5.038741337009133e-05,1.500087890625e-08,8.238651637976496e-05,1.500087890625e-08,1.384169993633341e-05,1.500087890625e-08,3.195416847779402e-06
1.500146484375e-08,0.009765625000021413,1.500146484375e-08,0,1.500146484375e-08,0,1.500146484375e-08,7.069611778920434e-05,1.500146484375e-08,0.0001204988419840835,1.500146484375e-08,1.436103917515717e-05,1.500146484375e-08,3.440763099493784e-06
1.500263671875e-08,0.01757812500003855,1.500263671875e-08,0,1.500263671875e-08,0,1.500263671875e-08,8.429785201891318e-05,1.500263671875e-08,0.0001728030541123766,1.500263671875e-08,1.440305215407966e-05,1.500263671875e-08,1.601719541616682e-06
1.500498046875001e-08,0.0332031250000728,1.500498046875001e-08,0,1.500498046875001e-08,0,1.500498046875001e-08,7.023059895905424e-05,1.500498046875001e-08,0.0002058581385762619,1.500498046875001e-08,1.293171912295603e-05,1.500498046875001e-08,-1.661992398276159e-06
1.500966796875002e-08,0.06445312500014133,1.500966796875002e-08,0,1.500966796875002e-08,0,1.500966796875002e-08,2.217807211326006e-05,1.500966796875002e-08,0.0001776166244250435,1.500966796875002e-08,1.116165276940511e-05,1.500966796875002e-08,-1.576390707662839e-06
1.501668565625826e-08,0.111237708388439,1.501668565625826e-08,0,1.501668565625826e-08,0,1.501668565625826e-08,3.004647018723091e-06,1.501668565625826e-08,0.0001093210949400211,1.501668565625826e-08,1.18451738558934e-05,1.501668565625826e-08,9.120186696422523e-07
1.502809447952815e-08,0.1872965301876713,1.502809447952815e-08,0,1.502809447952815e-08,0,1.502809447952815e-08,4.681630305442827e-06,1.502809447952815e-08,6.902914457340421e-05,1.502809447952815e-08,1.278168185363726e-05,1.502809447952815e-08,-7.220710519927611e-08
1.504736853818034e-08,0.3157902545356309,1.504736853818034e-08,0,1.504736853818034e-08,0,1.504736853818034e-08,4.071505854609525e-06,1.504736853818034e-08,0.0001008197744109169,1.504736853818034e-08,1.233295847834422e-05,1.504736853818034e-08,1.177569313261667e-07
1.505632898585272e-08,0.3755265723514866,1.505632898585272e-08,0,1.505632898585272e-08,0,1.505632898585272e-08,1.02792128489737e-06,1.505632898585272e-08,0.0001230220972705588,1.505632898585272e-08,1.224708285107624e-05,1.505632898585272e-08,-3.189319765145119e-09
1.506679118170805e-08,0.4452745447203225,1.506679118170805e-08,0,1.506679118170805e-08,0,1.506679118170805e-08,-2.520932684568938e-06,1.506679118170805e-08,7.998743120292642e-05,1.506679118170805e-08,1.230842497150481e-05,1.506679118170805e-08,7.945928277537749e-08
1.507548618090492e-08,0.5032412060328079,1.507548618090492e-08,0,1.507548618090492e-08,0,1.507548618090492e-08,-8.590374588791157e-06,1.507548618090492e-08,-0.0001906226018763232,1.507548618090492e-08,1.149795525359862e-05,1.507548618090492e-08,-4.341183346473905e-09
