/output X,/output Y,/b X,/b Y,/a X,/a Y
1.579470581765209e-08,1.000000551796343,1.579470581765209e-08,0,1.579470581765209e-08,1
1.6e-08,0.9999994262961599,1.6e-08,0,1.6e-08,1
1.6000390625e-08,1.00112872499969,1.6000390625e-08,0.003906250000008565,1.6000390625e-08,1
1.6001171875e-08,1.003255860197441,1.6001171875e-08,0.01171875000002569,1.6001171875e-08,1
1.600273437500001e-08,1.006716475688425,1.600273437500001e-08,0.02734375000005996,1.600273437500001e-08,1
1.600585937500001e-08,1.011286878397334,1.600585937500001e-08,0.05859375000012847,1.600585937500001e-08,1
1.601124306214351e-08,1.015103874153348,1.601124306214351e-08,0.1124306214350583,1.601124306214351e-08,1
1.601846127237012e-08,1.017227862515535,1.601846127237012e-08,0.1846127237012312,1.601846127237012e-08,1
1.602758313345427e-08,1.019198073760104,1.602758313345427e-08,0.2758313345427078,1.602758313345427e-08,1
1.604033750129381e-08,1.022850462707794,1.604033750129381e-08,0.4033750129380552,1.604033750129381e-08,1
1.604705131142746e-08,1.023007204134273,1.604705131142746e-08,0.4705131142745566,1.604705131142746e-08,1
1.60533318488333e-08,1.013506243924062,1.60533318488333e-08,0.5333184883329941,1.60533318488333e-08,1
1.605910911577056e-08,0.9819569975463264,1.605910911577056e-08,0.5910911577055979,1.605910911577056e-08,1
1.606533194819557e-08,0.9003067682795212,1.606533194819557e-08,0.6533194819556507,1.606533194819557e-08,1
1.607073716061199e-08,0.7756502580365949,1.607073716061199e-08,0.7073716061199192,1.607073716061199e-08,1
1.607667110769687e-08,0.5718022927400576,1.607667110769687e-08,0.7667110769686994,1.607667110769687e-08,1
1.608255933813336e-08,0.3216228191147761,1.608255933813336e-08,0.8255933813336203,1.608255933813336e-08,1
1.608388402705502e-08,0.2652903551141191,1.608388402705502e-08,0.8388402705502184,1.608388402705502e-08,1
1.608653340489834e-08,0.1751818984481826,1.608653340489834e-08,0.8653340489834145,1.608653340489834e-08,1
1.608884390818526e-08,0.1283841898510946,1.608884390818526e-08,0.8884390818525644,1.608884390818526e-08,1
1.609160818015986e-08,0.09811505364357269,1.609160818015986e-08,0.9160818015986384,1.609160818015986e-08,1
1.609371772121721e-08,0.08196331868930648,1.609371772121721e-08,0.9371772121720758,1.609371772121721e-08,1
1.609625807753467e-08,0.06485871732405932,1.609625807753467e-08,0.962580775346688,1.609625807753467e-08,1
1.609812903876734e-08,0.05395112806601687,1.609812903876734e-08,0.9812903876733484,1.609812903876734e-08,1
1.61e-08,0.04478934316840352,1.61e-08,1,1.61e-08,1
1.610004693998848e-08,0.04445704530164379,1.610004693998848e-08,1,1.610004693998848e-08,1
1.610014081996545e-08,0.04379068807378611,1.610014081996545e-08,1,1.610014081996545e-08,1
1.610032857991937e-08,0.04249336369180584,1.610032857991937e-08,1,1.610032857991937e-08,1
1.610070409982723e-08,0.04003596225690919,1.610070409982723e-08,1,1.610070409982723e-08,1
1.610145513964294e-08,0.03561099330440654,1.610145513964294e-08,1,1.610145513964294e-08,1
1.610295721927435e-08,0.02838155178779326,1.610295721927435e-08,1,1.610295721927435e-08,1
1.610596137853718e-08,0.01852180491811765,1.610596137853718e-08,1,1.610596137853718e-08,1
1.61103690125431e-08,0.01074632347713767,1.61103690125431e-08,1,1.61103690125431e-08,1
1.611598818971892e-08,0.006294006927549793,1.611598818971892e-08,1,1.611598818971892e-08,1
1.612285933598566e-08,0.004086120148454379,1.612285933598566e-08,1,1.612285933598566e-08,1
1.613201134660614e-08,0.002781677840617061,1.613201134660614e-08,1,1.613201134660614e-08,1
1.614499590924394e-08,0.001942945460349179,1.614499590924394e-08,1,1.614499590924394e-08,1
1.616296363264642e-08,0.001338008231736121,1.616296363264642e-08,1,1.616296363264642e-08,1
1.618723801702088e-08,0.0009366167246597308,1.618723801702088e-08,1,1.618723801702088e-08,1
1.621924098634683e-08,0.0006559948761389936,1.621924098634683e-08,1,1.621924098634683e-08,1
1.626216960842723e-08,0.0004653678777197042,1.626216960842723e-08,1,1.626216960842723e-08,1
1.631995587325981e-08,0.0003255263862519978,1.631995587325981e-08,1,1.631995587325981e-08,1
1.639812232102826e-08,0.0002313458746692503,1.639812232102826e-08,1,1.639812232102826e-08,1
1.650385714210768e-08,0.0001602771254510208,1.650385714210768e-08,1,1.650385714210768e-08,1
1.664728640493974e-08,0.0001143812569288051,1.664728640493974e-08,1,1.664728640493974e-08,1
1.684249190392327e-08,7.771779643646311e-05,1.684249190392327e-08,1,1.684249190392327e-08,1
1.710903063247726e-08,5.588815194824871e-05,1.710903063247726e-08,1,1.710903063247726e-08,1
1.747427433242118e-08,3.639446433814722e-05,1.747427433242118e-08,1,1.747427433242118e-08,1
1.797606866055089e-08,2.659715301333235e-05,1.797606866055089e-08,1,1.797606866055089e-08,1
1.866775083364169e-08,1.57016031553811e-05,1.866775083364169e-08,1,1.866775083364169e-08,1
1.962319330905513e-08,1.193113318864714e-05,1.962319330905513e-08,1,1.962319330905513e-08,1
2.031159665452757e-08,7.075946839846083e-06,2.031159665452757e-08,1,2.031159665452757e-08,1
2.1e-08,7.554351080536437e-06,2.1e-08,1,2.1e-08,1
2.1000390625e-08,-0.00104697095279394,2.1000390625e-08,0.9960937499999831,2.1000390625e-08,1
2.100117187500001e-08,-0.002963771498846716,2.100117187500001e-08,0.988281249999966,2.100117187500001e-08,1
2.100273437500001e-08,-0.005770470762548809,2.100273437500001e-08,0.9726562499999317,2.100273437500001e-08,1
2.100585937500002e-08,-0.008822561592746359,2.100585937500002e-08,0.9414062499998632,2.100585937500002e-08,1
2.101066200750756e-08,-0.01061338705485249,2.101066200750756e-08,0.8933799249244438,2.101066200750756e-08,1
2.101703031445221e-08,-0.01169094205907873,2.101703031445221e-08,0.8296968554779318,2.101703031445221e-08,1
2.102574922962931e-08,-0.01338563336781881,2.102574922962931e-08,0.7425077037069487,2.102574922962931e-08,1
2.103964699092426e-08,-0.01840783222997103,2.103964699092426e-08,0.6035300907574312,2.103964699092426e-08,1
2.104562813306627e-08,-0.02013754633206685,2.104562813306627e-08,0.5437186693373399,2.104562813306627e-08,1
2.105307503084501e-08,-0.01150531412995536,2.105307503084501e-08,0.4692496915499533,2.105307503084501e-08,1
2.105874255955099e-08,0.01823946809590275,2.105874255955099e-08,0.4125744044901393,2.105874255955099e-08,1
2.106505455581406e-08,0.1049425226461747,2.106505455581406e-08,0.3494544418593762,2.106505455581406e-08,1
2.107013990955317e-08,0.2256250319093888,2.107013990955317e-08,0.2986009044683083,2.107013990955317e-08,1
2.107594317644017e-08,0.4208041479660803,2.107594317644017e-08,0.2405682355983159,2.107594317644017e-08,1
2.108036763497375e-08,0.6020847535165792,2.108036763497375e-08,0.1963236502624757,2.108036763497375e-08,1
2.108513755364076e-08,0.7955611020348514,2.108513755364076e-08,0.14862446359246,2.108513755364076e-08,1
2.108602558703854e-08,0.8264541511118382,2.108602558703854e-08,0.1397441296146628,2.108602558703854e-08,1
2.10878016538341e-08,0.8737105474881085,2.10878016538341e-08,0.1219834616590686,2.10878016538341e-08,1
2.108993711187759e-08,0.9095847478589095,2.108993711187759e-08,0.1006288812241587,2.108993711187759e-08,1
2.109277619869204e-08,0.9384779951862189,2.109277619869204e-08,0.07223801307962607,2.109277619869204e-08,1
2.109526491435371e-08,0.9542548365835654,2.109526491435371e-08,0.04735085646289439,2.109526491435371e-08,1
2.109763245717686e-08,0.9639831393420042,2.109763245717686e-08,0.02367542823143853,2.109763245717686e-08,1
2.11e-08,0.9704988451125881,2.11e-08,0,2.11e-08,1
2.110006681609659e-08,0.9708272936120436,2.110006681609659e-08,0,2.110006681609659e-08,1
2.110020044828976e-08,0.971489705951767,2.110020044828976e-08,0,2.110020044828976e-08,1
2.110026726438635e-08,0.9718160966686994,2.110026726438635e-08,0,2.110026726438635e-08,1
2.110040089657952e-08,0.9724550824249106,2.110040089657952e-08,0,2.110040089657952e-08,1
2.110066816096586e-08,0.9736911354279371,2.110066816096586e-08,0,2.110066816096586e-08,1
2.110120268973854e-08,0.9759940046909455,2.110120268973854e-08,0,2.110120268973854e-08,1
2.110227174728391e-08,0.9800064003819869,2.110227174728391e-08,0,2.110227174728391e-08,1
2.110440986237464e-08,0.9861308491036939,2.110440986237464e-08,0,2.110440986237464e-08,1
2.110868609255611e-08,0.9934213683745847,2.110868609255611e-08,0,2.110868609255611e-08,1
2.111014694673188e-08,0.9948298857844793,2.111014694673188e-08,0,2.111014694673188e-08,1
2.111306865508343e-08,0.9968224935535152,2.111306865508343e-08,0,2.111306865508343e-08,1
2.11145295092592e-08,0.9974970271630037,2.11145295092592e-08,0,2.11145295092592e-08,1
2.111745121761075e-08,0.9984546827333027,2.111745121761075e-08,0,2.111745121761075e-08,1
2.112329463431384e-08,0.9994441634931746,2.112329463431384e-08,0,2.112329463431384e-08,1
2.113498146772003e-08,0.9999817924226322,2.113498146772003e-08,0,2.113498146772003e-08,1
2.115205279196443e-08,1.00000230291275,2.115205279196443e-08,0,2.115205279196443e-08,1
2.117774877459787e-08,0.9999992177807612,2.117774877459787e-08,0,2.117774877459787e-08,1
2.122350225547942e-08,1.000000008320831,2.122350225547942e-08,0,2.122350225547942e-08,1
2.131500921724251e-08,0.9999997153021116,2.131500921724251e-08,0,2.131500921724251e-08,1
2.149802314076869e-08,0.9999998479795338,2.149802314076869e-08,0,2.149802314076869e-08,1
2.186405098782105e-08,0.9999997818006564,2.186405098782105e-08,0,2.186405098782105e-08,1
2.25e-08,0.9999998161971355,2.25e-08,0,2.25e-08,1
2.25005859375e-08,0.9999612842991565,2.25005859375e-08,0,2.25005859375e-08,0.9960937499999805
2.25017578125e-08,0.9998988686800777,2.25017578125e-08,0,2.25017578125e-08,0.9882812499999633
2.250410156250001e-08,0.9998440151544452,2.250410156250001e-08,0,2.250410156250001e-08,0.9726562499999291
2.250878906250002e-08,0.9998599116227153,2.250878906250002e-08,0,2.250878906250002e-08,0.9414062499998604
2.251446270488417e-08,0.9999186095837292,2.251446270488417e-08,0,2.251446270488417e-08,0.9035819674388541
2.252580998965247e-08,0.9999565796080651,2.252580998965247e-08,0,2.252580998965247e-08,0.8279334023168412
2.254445971927063e-08,0.9999197004695826,2.254445971927063e-08,0,2.254445971927063e-08,0.703601871529093
2.255500828473164e-08,0.9998941793834178,2.255500828473164e-08,0,2.255500828473164e-08,0.6332781017890599
2.256743366490906e-08,0.9999724554462446,2.256743366490906e-08,0,2.256743366490906e-08,0.5504422339396089
2.257641225160573e-08,1.000341262341695,2.257641225160573e-08,0,2.257641225160573e-08,0.4905849892951466
2.258759871283412e-08,1.001958056125881,2.258759871283412e-08,0,2.258759871283412e-08,0.4160085811058725
2.25954341830389e-08,1.004533392337856,2.25954341830389e-08,0,2.25954341830389e-08,0.3637721130739819
2.260287845943955e-08,1.008777152419951,2.260287845943955e-08,0,2.260287845943955e-08,0.3141436037363022
2.260636318707838e-08,1.011624468002433,2.260636318707838e-08,0,2.260636318707838e-08,0.2909120861441371
2.260752434647805e-08,1.012745529161683,2.260752434647805e-08,0,2.260752434647805e-08,0.2831710234796775
2.260984666527738e-08,1.01547425948227,2.260984666527738e-08,0,2.260984666527738e-08,0.2676888981507584
2.261303977656876e-08,1.020445522965582,2.261303977656876e-08,0,2.261303977656876e-08,0.246401489541604
2.261613627803091e-08,1.025894171778456,2.261613627803091e-08,0,2.261613627803091e-08,0.2257581464605797
2.261955326972194e-08,1.025956311117483,2.261955326972194e-08,0,2.261955326972194e-08,0.2029782018537065
2.262398462496615e-08,0.991263794808438,2.262398462496615e-08,0,2.262398462496615e-08,0.1734358335589631
2.262740832478514e-08,0.9241568829315062,2.262740832478514e-08,0,2.262740832478514e-08,0.1506111680990239
2.263110425226347e-08,0.8125951551417075,2.263110425226347e-08,0,2.263110425226347e-08,0.1259716515768257
2.263442188092e-08,0.6791401149468721,2.263442188092e-08,0,2.263442188092e-08,0.103854127200006
2.26379238337648e-08,0.5011788866308338,2.26379238337648e-08,0,2.26379238337648e-08,0.08050777490129313
2.26408009661012e-08,0.3388394505099427,2.26408009661012e-08,0,2.26408009661012e-08,0.0613268926586823
2.264291862008132e-08,0.2305001935995585,2.264291862008132e-08,0,2.264291862008132e-08,0.04720919945786439
2.264519572013627e-08,0.1478178204512881,2.264519572013627e-08,0,2.264519572013627e-08,0.03202853242485859
2.264722852481714e-08,0.1000710068282583,2.264722852481714e-08,0,2.264722852481714e-08,0.0184765012190653
2.264861426240857e-08,0.07707463933393545,2.264861426240857e-08,0,2.264861426240857e-08,0.009238250609522658
2.265e-08,0.05968663736904887,2.265e-08,0,2.265e-08,0
2.265001082607493e-08,0.05957132902125004,2.265001082607493e-08,0,2.265001082607493e-08,0
2.26500324782248e-08,0.05934186209327179,2.26500324782248e-08,0,2.26500324782248e-08,0
2.265007578252453e-08,0.05888607458667293,2.265007578252453e-08,0,2.265007578252453e-08,0
2.2650162391124e-08,0.05798506138381034,2.2650162391124e-08,0,2.2650162391124e-08,0
2.265020569542373e-08,0.05754117727463343,2.265020569542373e-08,0,2.265020569542373e-08,0
2.26502923040232e-08,0.05666310065403155,2.26502923040232e-08,0,2.26502923040232e-08,0
2.265046552122213e-08,0.05495113087332466,2.265046552122213e-08,0,2.265046552122213e-08,0
2.265081195562e-08,0.05169464639509071,2.265081195562e-08,0,2.265081195562e-08,0
2.265150482441574e-08,0.04579960853701803,2.265150482441574e-08,0,2.265150482441574e-08,0
2.26518512588136e-08,0.04314067621133859,2.26518512588136e-08,0,2.26518512588136e-08,0
2.265254412760934e-08,0.03832891815395641,2.265254412760934e-08,0,2.265254412760934e-08,0
2.26539298652008e-08,0.0304275652168444,2.26539298652008e-08,0,2.26539298652008e-08,0
2.265670134038374e-08,0.0196516932849049,2.265670134038374e-08,0,2.265670134038374e-08,0
2.266102116096456e-08,0.01084090795738244,2.266102116096456e-08,0,2.266102116096456e-08,0
2.266608227134266e-08,0.006413963348026492,2.266608227134266e-08,0,2.266608227134266e-08,0
2.267228914707427e-08,0.00412988026810069,2.267228914707427e-08,0,2.267228914707427e-08,0
2.268037434541946e-08,0.00285357279774096,2.268037434541946e-08,0,2.268037434541946e-08,0
2.269234977866555e-08,0.001994375092649193,2.269234977866555e-08,0,2.269234977866555e-08,0
2.271127356157735e-08,0.001349547033913663,2.271127356157735e-08,0,2.271127356157735e-08,0
2.27360611276916e-08,0.0009335036498596454,2.27360611276916e-08,0,2.27360611276916e-08,0
2.276860302831165e-08,0.000655030836465443,2.276860302831165e-08,0,2.276860302831165e-08,0
2.281130991941329e-08,0.0004624922152278842,2.281130991941329e-08,0,2.281130991941329e-08,0
2.286927901714768e-08,0.0003271162520164511,2.286927901714768e-08,0,2.286927901714768e-08,0
2.294761032094541e-08,0.000231583948651016,2.294761032094541e-08,0,2.294761032094541e-08,0
2.305382166069971e-08,0.0001622486998507011,2.305382166069971e-08,0,2.305382166069971e-08,0
2.319761228636725e-08,0.0001148331433006564,2.319761228636725e-08,0,2.319761228636725e-08,0
2.339330455395092e-08,7.997652429093893e-05,2.339330455395092e-08,0,2.339330455395092e-08,0
2.366043372274549e-08,5.654048186859834e-05,2.366043372274549e-08,0,2.366043372274549e-08,0
2.402648794425899e-08,3.879789690981931e-05,2.402648794425899e-08,0,2.402648794425899e-08,0
2.452946051535899e-08,2.734611546277851e-05,2.452946051535899e-08,0,2.452946051535899e-08,0
2.522257770847984e-08,1.816808492018502e-05,2.522257770847984e-08,0,2.522257770847984e-08,0
2.6e-08,1.360472244231381e-05,2.6e-08,0,2.6e-08,0
2.6000390625e-08,0.0005725643822441072,2.6000390625e-08,0.003906250000008565,2.6000390625e-08,0
2.6001171875e-08,0.001557357508210259,2.6001171875e-08,0.01171875000002569,2.6001171875e-08,0
2.600273437500001e-08,0.002897386998751227,2.600273437500001e-08,0.02734375000005996,2.600273437500001e-08,0
2.600585937500001e-08,0.004205249496951053,2.600585937500001e-08,0.05859375000012847,2.600585937500001e-08,0
2.60115853810813e-08,0.004817935964533688,2.60115853810813e-08,0.1158538108130131,2.60115853810813e-08,0
2.601940563927616e-08,0.004833580418407629,2.601940563927616e-08,0.194056392761554,2.601940563927616e-08,0
2.603095310848816e-08,0.004759567968746183,2.603095310848816e-08,0.3095310848815556,2.603095310848816e-08,0
2.60496772793218e-08,0.005021852963943838,2.60496772793218e-08,0.4967727932179674,2.60496772793218e-08,0
2.605499050914663e-08,0.005944097877243536,2.605499050914663e-08,0.5499050914662715,2.605499050914663e-08,0
2.606179296292691e-08,0.00649840097965314,2.606179296292691e-08,0.6179296292690415,2.606179296292691e-08,0
2.606918526440237e-08,0.006040313996577511,2.606918526440237e-08,0.6918526440236505,2.606918526440237e-08,0
2.607544535050491e-08,0.003173368468382413,2.607544535050491e-08,0.7544535050490893,2.607544535050491e-08,0
2.608166941279317e-08,-0.003114432494948308,2.608166941279317e-08,0.8166941279316956,2.608166941279317e-08,0
2.608823052715461e-08,0.02220588388931571,2.608823052715461e-08,0.882305271546086,2.608823052715461e-08,0
2.609316744771826e-08,0.1075635499955076,2.609316744771826e-08,0.931674477182562,2.609316744771826e-08,0
2.60967807614617e-08,0.2121617362652369,2.60967807614617e-08,0.9678076146170199,2.60967807614617e-08,0
2.609839038073085e-08,0.2658201153088376,2.609839038073085e-08,0.9839038073085145,2.609839038073085e-08,0
2.61e-08,0.3242825165808905,2.61e-08,1,2.61e-08,0
2.610016793329256e-08,0.3303885234010569,2.610016793329256e-08,1,2.610016793329256e-08,0
2.610025189993885e-08,0.3334692086481015,2.610025189993885e-08,1,2.610025189993885e-08,0
2.610041983323141e-08,0.3397152533204178,2.610041983323141e-08,1,2.610041983323141e-08,0
2.610075569981653e-08,0.3525549492812038,2.610075569981653e-08,1,2.610075569981653e-08,0
2.610142743298679e-08,0.3796829086917978,2.610142743298679e-08,1,2.610142743298679e-08,0
2.610277089932729e-08,0.4398469736337779,2.610277089932729e-08,1,2.610277089932729e-08,0
2.610545783200829e-08,0.5745049862071636,2.610545783200829e-08,1,2.610545783200829e-08,0
2.61079075773225e-08,0.6954773035746744,2.61079075773225e-08,1,2.61079075773225e-08,0
2.611018873672961e-08,0.7858875803613402,2.611018873672961e-08,1,2.611018873672961e-08,0
2.611237079529088e-08,0.845212450730805,2.611237079529088e-08,1,2.611237079529088e-08,0
2.611531428142822e-08,0.8966340605905002,2.611531428142822e-08,1,2.611531428142822e-08,0
2.611812846245257e-08,0.9281328751965842,2.611812846245257e-08,1,2.611812846245257e-08,0
2.612110843073511e-08,0.9502219382081996,2.612110843073511e-08,1,2.612110843073511e-08,0
2.612487917958081e-08,0.9678572959334533,2.612487917958081e-08,1,2.612487917958081e-08,0
2.612958059222317e-08,0.980458137091631,2.612958059222317e-08,1,2.612958059222317e-08,0
2.613524137041529e-08,0.9883034726742824,2.613524137041529e-08,1,2.613524137041529e-08,0
2.614223924896844e-08,0.992871734779303,2.614223924896844e-08,1,2.614223924896844e-08,0
2.615110119761702e-08,0.9953811927528151,2.615110119761702e-08,1,2.615110119761702e-08,0
2.616296583472096e-08,0.9968172458421849,2.616296583472096e-08,1,2.616296583472096e-08,0
2.617984508841771e-08,0.9977631788411506,2.617984508841771e-08,1,2.617984508841771e-08,0
2.620613045280766e-08,0.9984879006775786,2.620613045280766e-08,1,2.620613045280766e-08,0
2.624023143582993e-08,0.9989655830257317,2.624023143582993e-08,1,2.624023143582993e-08,0
2.628588015896999e-08,0.9992807147557293,2.628588015896999e-08,1,2.628588015896999e-08,0
2.634513058975327e-08,0.99949583585144,2.634513058975327e-08,1,2.634513058975327e-08,0
2.642614255930072e-08,0.9996464192719985,2.642614255930072e-08,1,2.642614255930072e-08,0
2.653598626780209e-08,0.9997485050531711,2.653598626780209e-08,1,2.653598626780209e-08,0
2.668559162420173e-08,0.9998271630897443,2.668559162420173e-08,1,2.668559162420173e-08,0
2.688915589570376e-08,0.9998748335091961,2.688915589570376e-08,1,2.688915589570376e-08,0
2.716791170422345e-08,0.9999149178547809,2.716791170422345e-08,1,2.716791170422345e-08,0
2.755105968520675e-08,0.9999372842328725,2.755105968520675e-08,1,2.755105968520675e-08,0
2.807938702583856e-08,0.9999586202990716,2.807938702583856e-08,1,2.807938702583856e-08,0
2.880948970747521e-08,0.9999684484909407,2.880948970747521e-08,1,2.880948970747521e-08,0
2.940474485373761e-08,0.9999771999999382,2.940474485373761e-08,1,2.940474485373761e-08,0
3e-08,0.9999787100733398,3e-08,1,3e-08,0
3.00005859375e-08,1.000264886259429,3.00005859375e-08,1,3.00005859375e-08,0.003906250000008565
3.00017578125e-08,1.000796682820789,3.00017578125e-08,1,3.00017578125e-08,0.0117187500000257
3.000410156250001e-08,1.001620396993994,3.000410156250001e-08,1,3.000410156250001e-08,0.02734375000005996
3.000878906250002e-08,1.002531050135553,3.000878906250002e-08,1,3.000878906250002e-08,0.05859375000012848
3.001523263287284e-08,1.003186725423644,3.001523263287284e-08,1,3.001523263287284e-08,0.1015508858189397
3.002558847500562e-08,1.003880909485886,3.002558847500562e-08,1,3.002558847500562e-08,0.1705898333708352
3.004232172854609e-08,1.005218378035477,3.004232172854609e-08,1,3.004232172854609e-08,0.2821448569739239
3.005250819188226e-08,1.00653670072851,3.005250819188226e-08,1,3.005250819188226e-08,0.3500546125484034
3.006288232648468e-08,1.00862314726238,3.006288232648468e-08,1,3.006288232648468e-08,0.4192155098978751
3.007161055715961e-08,1.010975425563547,3.007161055715961e-08,1,3.007161055715961e-08,0.4774037143974343
3.0081761372142e-08,1.013846772727921,3.0081761372142e-08,1,3.0081761372142e-08,0.5450758142799996
3.00893712560674e-08,1.01454990953142,3.00893712560674e-08,1,3.00893712560674e-08,0.5958083737826753
3.009719072689884e-08,1.000921509971062,3.009719072689884e-08,1,3.009719072689884e-08,0.6479381793256346
3.010325476553677e-08,0.9610862790969072,3.010325476553677e-08,1,3.010325476553677e-08,0.6883651035785106
3.0107879755358e-08,0.9074214588702378,3.0107879755358e-08,1,3.0107879755358e-08,0.7191983690533563
3.011252054968106e-08,0.8353248658338542,3.011252054968106e-08,1,3.011252054968106e-08,0.750136997873733
3.011708218800814e-08,0.7428103627976149,3.011708218800814e-08,1,3.011708218800814e-08,0.7805479200543176
3.012083654355278e-08,0.6422035445474765,3.012083654355278e-08,1,3.012083654355278e-08,0.8055769570185808
3.012359109195701e-08,0.5460946291764813,3.012359109195701e-08,1,3.012359109195701e-08,0.8239406130467591
3.012644183394295e-08,0.4255602556831237,3.012644183394295e-08,1,3.012644183394295e-08,0.8429455596196574
3.012800128785331e-08,0.3534748852576782,3.012800128785331e-08,1,3.012800128785331e-08,0.8533419190220729
3.012968349784653e-08,0.2784228947744951,3.012968349784653e-08,1,3.012968349784653e-08,0.8645566523101985
3.013119747301341e-08,0.2198693237809793,3.013119747301341e-08,1,3.013119747301341e-08,0.8746498200894393
3.013293474197402e-08,0.1657590410057762,3.013293474197402e-08,1,3.013293474197402e-08,0.8862316131601258
3.013470872959765e-08,0.122794805509579,3.013470872959765e-08,1,3.013470872959765e-08,0.8980581973176861
3.013720074773591e-08,0.07940073282890243,3.013720074773591e-08,1,3.013720074773591e-08,0.914671651572739
3.014050194313966e-08,0.04407664459786845,3.014050194313966e-08,1,3.014050194313966e-08,0.9366796209311026
3.014409918807691e-08,0.02388904993114157,3.014409918807691e-08,1,3.014409918807691e-08,0.9606612538461051
3.014704959403845e-08,0.01555120770451427,3.014704959403845e-08,1,3.014704959403845e-08,0.980330626923024
3.015e-08,0.0109883081269638,3.015e-08,1,3.015e-08,0.9999999999999869
3.015001938719152e-08,0.01096115858205435,3.015001938719152e-08,1,3.015001938719152e-08,1
3.015005816157458e-08,0.01090664380294444,3.015005816157458e-08,1,3.015005816157458e-08,1
3.015007754876611e-08,0.01087945801273363,3.015007754876611e-08,1,3.015007754876611e-08,1
3.015011632314916e-08,0.01082518820135838,3.015011632314916e-08,1,3.015011632314916e-08,1
3.015019387191528e-08,0.01071715361602765,3.015019387191528e-08,1,3.015019387191528e-08,1
3.01503489694475e-08,0.01050346795634239,3.01503489694475e-08,1,3.01503489694475e-08,1
3.015042651821361e-08,0.01039791572457709,3.015042651821361e-08,1,3.015042651821361e-08,1
3.015058161574584e-08,0.01018981270136764,3.015058161574584e-08,1,3.015058161574584e-08,1
3.015089181081028e-08,0.00978707817169956,3.015089181081028e-08,1,3.015089181081028e-08,1
3.015104690834251e-08,0.009592674654302403,3.015104690834251e-08,1,3.015104690834251e-08,1
3.015135710340695e-08,0.009218599036140467,3.015135710340695e-08,1,3.015135710340695e-08,1
3.015197749353585e-08,0.008529469662472911,3.015197749353585e-08,1,3.015197749353585e-08,1
3.015321827379364e-08,0.00737079204624036,3.015321827379364e-08,1,3.015321827379364e-08,1
3.015569983430922e-08,0.005722078177829948,3.015569983430922e-08,1,3.015569983430922e-08,1
3.016066295534039e-08,0.003928907654566455,3.016066295534039e-08,1,3.016066295534039e-08,1
3.016969366669428e-08,0.002613955697348326,3.016969366669428e-08,1,3.016969366669428e-08,1
3.018174227486263e-08,0.00189492725469756,3.018174227486263e-08,1,3.018174227486263e-08,1
3.020008328203038e-08,0.001307797696934755,3.020008328203038e-08,1,3.020008328203038e-08,1
3.022505201808731e-08,0.0009117149962161841,3.022505201808731e-08,1,3.022505201808731e-08,1
3.025829491939585e-08,0.0006383920211651432,3.025829491939585e-08,1,3.025829491939585e-08,1
3.030222133751129e-08,0.0004521362329293607,3.030222133751129e-08,1,3.030222133751129e-08,1
3.036143769217967e-08,0.0003190605623851271,3.036143769217967e-08,1,3.036143769217967e-08,1
3.044149596071892e-08,0.0002256963699989451,3.044149596071892e-08,1,3.044149596071892e-08,1
3.055003696322953e-08,0.0001588802344762834,3.055003696322953e-08,1,3.055003696322953e-08,1
3.069727707079532e-08,0.0001122493720575705,3.069727707079532e-08,1,3.069727707079532e-08,1
3.084863853539766e-08,8.504747872882255e-05,3.084863853539766e-08,1,3.084863853539766e-08,1
3.1e-08,6.879446137569604e-05,3.1e-08,1,3.1e-08,1
3.1000390625e-08,-0.0009584377682666448,3.1000390625e-08,0.9960937500000162,3.1000390625e-08,1
3.1001171875e-08,-0.002889117392128767,3.1001171875e-08,0.9882812499999991,3.1001171875e-08,1
3.100273437500001e-08,-0.005709628729800399,3.100273437500001e-08,0.9726562499999648,3.100273437500001e-08,1
3.100547317486553e-08,-0.008480060370142329,3.100547317486553e-08,0.9452682513447004,3.100547317486553e-08,1
3.100968874757442e-08,-0.01028469356269991,3.100968874757442e-08,0.9031125242557996,3.100968874757442e-08,1
3.101579235849127e-08,-0.01141302670097238,3.101579235849127e-08,0.8420764150873465,3.101579235849127e-08,1
3.102413829799022e-08,-0.01290625469052311,3.102413829799022e-08,0.7586170200978321,3.102413829799022e-08,1
3.103707421481211e-08,-0.01723491992454369,3.103707421481211e-08,0.6292578518789489,3.103707421481211e-08,1
3.104531481392757e-08,-0.01970728252387273,3.104531481392757e-08,0.5468518607243247,3.104531481392757e-08,1
3.105114958884823e-08,-0.01595116170440703,3.105114958884823e-08,0.4885041115176731,3.105114958884823e-08,1
3.105650437708786e-08,0.002168501832218723,3.105650437708786e-08,0.4349562291213853,3.105650437708786e-08,1
3.106314971599142e-08,0.07225706205659539,3.106314971599142e-08,0.3685028400858122,3.106314971599142e-08,1
3.106829307153998e-08,0.176591802954864,3.106829307153998e-08,0.3170692846002151,3.106829307153998e-08,1
3.107380833775393e-08,0.3430379640920576,3.107380833775393e-08,0.2619166224606851,3.107380833775393e-08,1
3.107676612277046e-08,0.4537319583080708,3.107676612277046e-08,0.2323387722953885,3.107676612277046e-08,1
3.107854255718649e-08,0.5257232166933847,3.107854255718649e-08,0.2145744281351439,3.107854255718649e-08,1
3.108023177868388e-08,0.5967239068970268,3.108023177868388e-08,0.1976822131612014,3.108023177868388e-08,1
